radius,layer,lat,lon
62.5,l3_search,32.402891,-115.875194
62.5,l3_search,33.248276,-116.111110
62.5,l3_search,34.091337,-116.352606
62.5,l3_search,34.932192,-116.599881
62.5,l3_search,35.770960,-116.853139
62.5,l3_search,36.607760,-117.112598
62.5,l3_search,37.442712,-117.378483
62.5,l3_search,39.107562,-117.930494
62.5,l3_search,39.937708,-118.217131
62.5,l3_search,40.766503,-118.511217
62.5,l3_search,45.718428,-120.449390
62.5,l3_search,46.541612,-120.804585
62.5,l3_search,47.364600,-121.170006
62.5,l3_search,32.130889,-114.813443
62.5,l3_search,32.978887,-115.036096
62.5,l3_search,33.824558,-115.264010
62.5,l3_search,34.668023,-115.497368
62.5,l3_search,35.509402,-115.736367
62.5,l3_search,36.348816,-115.981210
62.5,l3_search,47.141043,-119.809427
62.5,l3_search,47.966930,-120.164236
62.5,l3_search,31.849511,-113.759649
62.5,l3_search,32.700039,-113.969176
62.5,l3_search,33.548233,-114.183646
62.5,l3_search,34.394215,-114.403231
62.5,l3_search,35.238109,-114.628115
62.5,l3_search,47.734426,-118.793388
62.5,l3_search,48.563276,-119.136969
62.5,l3_search,49.392554,-119.490850
62.5,l3_search,31.558833,-112.713980
62.5,l3_search,32.411811,-112.910526
62.5,l3_search,33.262443,-113.111699
62.5,l3_search,34.110855,-113.317662
62.5,l3_search,34.957170,-113.528586
62.5,l3_search,35.801515,-113.744650
62.5,l3_search,36.644015,-113.966043
62.5,l3_search,48.321622,-117.756043
62.5,l3_search,49.153497,-118.087755
62.5,l3_search,31.258934,-111.676595
62.5,l3_search,32.114284,-111.860311
62.5,l3_search,34.666678,-112.437967
62.5,l3_search,35.513345,-112.639888
62.5,l3_search,36.358158,-112.846778
62.5,l3_search,48.068213,-116.387195
62.5,l3_search,48.902483,-116.696972
62.5,l3_search,39.979822,-111.598687
62.5,l3_search,41.660308,-112.019470
62.5,l3_search,40.517856,-110.624268
62.5,l3_search,41.359561,-110.820684
62.5,l3_search,42.200493,-111.022403
62.5,l3_search,40.205241,-109.453533
62.5,l3_search,41.048744,-109.633450
62.5,l3_search,41.891456,-109.818210
62.5,l3_search,39.882800,-108.294289
62.5,l3_search,40.727990,-108.457968
62.5,l3_search,31.867245,-105.972299
62.5,l3_search,32.728202,-106.090471
62.5,l3_search,33.587029,-106.211465
62.5,l3_search,35.298832,-106.462337
62.5,l3_search,36.152081,-106.592434
62.5,l3_search,37.003746,-106.725792
62.5,l3_search,38.702890,-107.002797
62.5,l3_search,39.550660,-107.146710
62.5,l3_search,40.397428,-107.294420
62.5,l3_search,32.373388,-105.066513
62.5,l3_search,33.233982,-105.174737
62.5,l3_search,34.092542,-105.285568
62.5,l3_search,34.949205,-105.399100
62.5,l3_search,35.804108,-105.515434
62.5,l3_search,36.657391,-105.634673
62.5,l3_search,37.509196,-105.756928
62.5,l3_search,38.359665,-105.882314
62.5,l3_search,39.208947,-106.010952
62.5,l3_search,40.057191,-106.142970
62.5,l3_search,32.009749,-104.052547
62.5,l3_search,32.872045,-104.148220
62.5,l3_search,33.732266,-104.246188
62.5,l3_search,34.590548,-104.346533
62.5,l3_search,35.447031,-104.449345
62.5,l3_search,36.301853,-104.554714
62.5,l3_search,37.155156,-104.662737
62.5,l3_search,38.857785,-104.887154
62.5,l3_search,40.556107,-105.123471
62.5,l3_search,33.363128,-103.217335
62.5,l3_search,34.222963,-103.304732
62.5,l3_search,35.080954,-103.394267
62.5,l3_search,35.937240,-103.486020
62.5,l3_search,33.846549,-102.273779
62.5,l3_search,34.705982,-102.350289
62.5,l3_search,35.563661,-102.428685
62.5,l3_search,34.322216,-101.317484
62.5,l3_search,35.181223,-101.382786
62.5,l3_search,36.038568,-101.449709
62.5,l3_search,33.929759,-100.295917
62.5,l3_search,34.790032,-100.348389
62.5,l3_search,35.648588,-100.402158
62.5,l3_search,33.528710,-99.285637
62.5,l3_search,34.390192,-99.325548
62.5,l3_search,35.249899,-99.366441
62.5,l3_search,36.107971,-99.408351
62.5,l3_search,27.017521,-98.110374
62.5,l3_search,28.773511,-98.157912
62.5,l3_search,32.254548,-98.259715
62.5,l3_search,33.119166,-98.286685
62.5,l3_search,33.981805,-98.314305
62.5,l3_search,34.842607,-98.342601
62.5,l3_search,35.701712,-98.371597
62.5,l3_search,36.559266,-98.401320
62.5,l3_search,37.415414,-98.431798
62.5,l3_search,39.124095,-98.495133
62.5,l3_search,39.976937,-98.528054
62.5,l3_search,40.828993,-98.561855
62.5,l3_search,42.531413,-98.632242
62.5,l3_search,43.382127,-98.668906
62.5,l3_search,44.232753,-98.706605
62.5,l3_search,25.706049,-97.186450
62.5,l3_search,26.590020,-97.199450
62.5,l3_search,27.470978,-97.212738
62.5,l3_search,28.349063,-97.226324
62.5,l3_search,29.224412,-97.240217
62.5,l3_search,30.097165,-97.254429
62.5,l3_search,30.967459,-97.268970
62.5,l3_search,31.835433,-97.283853
62.5,l3_search,33.564972,-97.314690
62.5,l3_search,34.426817,-97.330671
62.5,l3_search,36.145367,-97.363827
62.5,l3_search,37.002360,-97.381032
62.5,l3_search,37.858030,-97.398677
62.5,l3_search,38.712526,-97.416779
62.5,l3_search,39.566004,-97.435355
62.5,l3_search,40.418622,-97.454425
62.5,l3_search,41.270545,-97.474009
62.5,l3_search,42.121940,-97.494126
62.5,l3_search,42.972983,-97.514801
62.5,l3_search,43.823855,-97.536056
62.5,l3_search,44.674744,-97.557916
62.5,l3_search,28.793235,-96.308316
62.5,l3_search,29.667320,-96.311829
62.5,l3_search,30.538881,-96.315423
62.5,l3_search,31.408053,-96.319101
62.5,l3_search,32.274977,-96.322866
62.5,l3_search,34.002633,-96.330669
62.5,l3_search,34.863646,-96.334714
62.5,l3_search,35.722971,-96.338858
62.5,l3_search,36.580754,-96.343107
62.5,l3_search,37.437142,-96.347463
62.5,l3_search,38.292283,-96.351932
62.5,l3_search,39.146332,-96.356517
62.5,l3_search,39.999445,-96.361223
62.5,l3_search,40.851783,-96.366055
62.5,l3_search,41.703513,-96.371018
62.5,l3_search,42.554806,-96.376118
62.5,l3_search,43.405840,-96.381359
62.5,l3_search,44.256802,-96.386749
62.5,l3_search,30.972497,-95.365469
62.5,l3_search,31.840517,-95.358027
62.5,l3_search,32.706356,-95.350408
62.5,l3_search,33.570153,-95.342606
62.5,l3_search,34.432050,-95.334614
62.5,l3_search,35.292188,-95.326425
62.5,l3_search,36.150710,-95.318033
62.5,l3_search,37.007763,-95.309429
62.5,l3_search,37.863493,-95.300604
62.5,l3_search,38.718053,-95.291552
62.5,l3_search,39.571597,-95.282262
62.5,l3_search,40.424285,-95.272725
62.5,l3_search,41.276279,-95.262931
62.5,l3_search,42.127750,-95.252870
62.5,l3_search,42.978871,-95.242530
62.5,l3_search,43.829825,-95.231901
62.5,l3_search,44.680801,-95.220968
62.5,l3_search,30.528849,-94.422954
62.5,l3_search,31.397932,-94.404568
62.5,l3_search,32.264762,-94.385748
62.5,l3_search,33.129477,-94.366478
62.5,l3_search,33.992218,-94.346743
62.5,l3_search,34.853125,-94.326526
62.5,l3_search,35.712341,-94.305808
62.5,l3_search,36.570009,-94.284570
62.5,l3_search,37.426277,-94.262793
62.5,l3_search,38.281294,-94.240457
62.5,l3_search,39.988190,-94.194015
62.5,l3_search,40.840387,-94.169863
62.5,l3_search,41.691969,-94.145056
62.5,l3_search,42.543108,-94.119567
62.5,l3_search,43.393982,-94.093368
62.5,l3_search,44.244776,-94.066429
62.5,l3_search,45.946903,-94.010201
62.5,l3_search,30.947309,-93.462479
62.5,l3_search,31.815099,-93.432730
62.5,l3_search,32.680699,-93.402276
62.5,l3_search,33.544248,-93.371090
62.5,l3_search,34.405886,-93.339147
62.5,l3_search,35.265754,-93.306418
62.5,l3_search,36.123995,-93.272874
62.5,l3_search,36.980754,-93.238484
62.5,l3_search,37.836180,-93.203216
62.5,l3_search,38.690422,-93.167036
62.5,l3_search,39.543635,-93.129908
62.5,l3_search,40.395977,-93.091795
62.5,l3_search,41.247611,-93.052655
62.5,l3_search,42.098705,-93.012448
62.5,l3_search,42.949434,-92.971130
62.5,l3_search,43.799978,-92.928652
62.5,l3_search,45.501271,-92.840022
62.5,l3_search,46.352423,-92.793761
62.5,l3_search,30.488733,-92.531741
62.5,l3_search,31.357456,-92.491335
62.5,l3_search,32.223912,-92.449976
62.5,l3_search,33.088238,-92.407631
62.5,l3_search,33.950573,-92.364265
62.5,l3_search,34.811057,-92.319839
62.5,l3_search,35.669833,-92.274314
62.5,l3_search,36.527042,-92.227650
62.5,l3_search,37.382832,-92.179802
62.5,l3_search,38.237352,-92.130726
62.5,l3_search,39.090752,-92.080373
62.5,l3_search,39.943188,-92.028693
62.5,l3_search,40.794821,-91.975633
62.5,l3_search,41.645815,-91.921137
62.5,l3_search,42.496340,-91.865145
62.5,l3_search,43.346573,-91.807596
62.5,l3_search,44.196696,-91.748424
62.5,l3_search,45.046902,-91.687558
62.5,l3_search,45.897390,-91.624926
62.5,l3_search,30.022284,-91.612327
62.5,l3_search,30.891919,-91.561533
62.5,l3_search,31.759205,-91.509550
62.5,l3_search,32.624281,-91.456336
62.5,l3_search,33.487284,-91.401846
62.5,l3_search,34.348353,-91.346035
62.5,l3_search,35.207629,-91.288854
62.5,l3_search,36.065253,-91.230251
62.5,l3_search,36.921370,-91.170173
62.5,l3_search,37.776126,-91.108563
62.5,l3_search,39.482156,-90.980510
62.5,l3_search,40.333740,-90.913939
62.5,l3_search,41.184584,-90.845580
62.5,l3_search,42.034854,-90.775359
62.5,l3_search,42.884721,-90.703202
62.5,l3_search,43.734365,-90.629025
62.5,l3_search,44.583972,-90.552744
62.5,l3_search,28.674945,-90.763744
62.5,l3_search,29.548040,-90.704199
62.5,l3_search,31.286666,-90.580957
62.5,l3_search,32.152469,-90.517162
62.5,l3_search,33.016115,-90.451848
62.5,l3_search,33.877742,-90.384962
62.5,l3_search,34.737490,-90.316445
62.5,l3_search,35.595497,-90.246238
62.5,l3_search,36.451907,-90.174276
62.5,l3_search,37.306865,-90.100494
62.5,l3_search,38.160516,-90.024822
62.5,l3_search,39.864506,-89.867509
62.5,l3_search,40.715156,-89.785709
62.5,l3_search,41.565124,-89.701700
62.5,l3_search,42.414579,-89.615393
62.5,l3_search,43.263694,-89.526691
62.5,l3_search,44.112650,-89.435494
62.5,l3_search,29.066078,-89.807316
62.5,l3_search,30.806377,-89.664151
62.5,l3_search,31.672889,-89.590060
62.5,l3_search,32.537158,-89.514219
62.5,l3_search,33.399321,-89.436565
62.5,l3_search,34.259515,-89.357032
62.5,l3_search,35.117880,-89.275551
62.5,l3_search,35.974555,-89.192050
62.5,l3_search,36.829684,-89.106452
62.5,l3_search,37.683410,-89.018679
62.5,l3_search,38.535882,-88.928646
62.5,l3_search,39.387249,-88.836265
62.5,l3_search,40.237668,-88.741443
62.5,l3_search,41.087296,-88.644082
62.5,l3_search,43.633103,-88.335707
62.5,l3_search,44.481265,-88.227101
62.5,l3_search,28.576470,-88.921628
62.5,l3_search,29.448746,-88.841273
62.5,l3_search,30.318419,-88.759077
62.5,l3_search,31.185626,-88.674974
62.5,l3_search,32.050502,-88.588899
62.5,l3_search,32.913183,-88.500782
62.5,l3_search,33.773804,-88.410548
62.5,l3_search,34.632504,-88.318121
62.5,l3_search,35.489421,-88.223420
62.5,l3_search,36.344696,-88.126361
62.5,l3_search,37.198470,-88.026854
62.5,l3_search,38.050889,-87.924806
62.5,l3_search,38.902100,-87.820118
62.5,l3_search,39.752256,-87.712688
62.5,l3_search,40.601510,-87.602405
62.5,l3_search,43.145489,-87.253266
62.5,l3_search,43.992789,-87.130364
62.5,l3_search,29.822871,-87.865672
62.5,l3_search,30.690763,-87.771838
62.5,l3_search,31.556233,-87.675820
62.5,l3_search,32.419418,-87.577540
62.5,l3_search,33.280451,-87.476918
62.5,l3_search,34.139469,-87.373869
62.5,l3_search,34.996609,-87.268305
62.5,l3_search,36.705809,-87.049256
62.5,l3_search,37.558152,-86.935570
62.5,l3_search,38.409182,-86.818968
62.5,l3_search,39.259048,-86.699337
62.5,l3_search,40.955897,-86.450505
62.5,l3_search,41.803196,-86.321045
62.5,l3_search,42.649962,-86.188040
62.5,l3_search,43.496369,-86.051342
62.5,l3_search,44.342593,-85.910797
62.5,l3_search,30.188376,-86.880581
62.5,l3_search,31.054433,-86.774906
62.5,l3_search,31.918112,-86.666761
62.5,l3_search,32.779546,-86.556060
62.5,l3_search,34.496218,-86.326614
62.5,l3_search,35.351728,-86.207674
62.5,l3_search,37.057785,-85.960832
62.5,l3_search,38.758170,-85.701274
62.5,l3_search,40.454055,-85.427996
62.5,l3_search,41.300692,-85.285868
62.5,l3_search,42.146671,-85.139884
62.5,l3_search,43.837326,-84.835703
62.5,l3_search,44.682352,-84.677163
62.5,l3_search,45.527423,-84.514078
62.5,l3_search,29.678540,-86.001124
62.5,l3_search,30.545181,-85.886076
62.5,l3_search,31.409349,-85.768360
62.5,l3_search,32.271177,-85.647883
62.5,l3_search,33.130798,-85.524546
62.5,l3_search,33.988345,-85.398248
62.5,l3_search,34.843953,-85.268880
62.5,l3_search,35.697758,-85.136329
62.5,l3_search,36.549898,-85.000479
62.5,l3_search,37.400512,-84.861203
62.5,l3_search,38.249741,-84.718372
62.5,l3_search,40.790586,-84.267138
62.5,l3_search,41.635758,-84.108640
62.5,l3_search,43.324398,-83.778513
62.5,l3_search,44.168204,-83.606519
62.5,l3_search,45.011904,-83.429644
62.5,l3_search,45.855685,-83.247678
62.5,l3_search,29.161327,-85.133383
62.5,l3_search,30.028552,-85.009241
62.5,l3_search,30.893208,-84.882244
62.5,l3_search,31.755427,-84.752291
62.5,l3_search,32.615340,-84.619279
62.5,l3_search,35.182575,-84.200775
62.5,l3_search,36.884985,-83.904338
62.5,l3_search,37.733878,-83.750494
62.5,l3_search,38.581416,-83.592709
62.5,l3_search,39.427743,-83.430830
62.5,l3_search,41.117361,-83.094142
62.5,l3_search,43.646532,-82.554109
62.5,l3_search,29.504618,-84.144307
62.5,l3_search,30.369764,-84.008313
62.5,l3_search,31.232375,-83.869180
62.5,l3_search,32.092581,-83.726799
62.5,l3_search,32.950514,-83.581055
62.5,l3_search,34.660083,-83.278995
62.5,l3_search,35.511983,-83.122421
62.5,l3_search,36.362141,-82.961970
62.5,l3_search,37.210690,-82.797495
62.5,l3_search,38.057769,-82.628846
62.5,l3_search,38.903520,-82.455863
62.5,l3_search,39.748084,-82.278376
62.5,l3_search,40.591610,-82.096210
62.5,l3_search,28.973446,-83.291175
62.5,l3_search,29.839089,-83.146465
62.5,l3_search,30.702098,-82.998442
62.5,l3_search,31.562601,-82.846993
62.5,l3_search,32.420728,-82.691997
62.5,l3_search,33.276609,-82.533329
62.5,l3_search,34.130374,-82.370859
62.5,l3_search,35.832079,-82.033954
62.5,l3_search,36.680284,-81.859224
62.5,l3_search,37.526903,-81.680101
62.5,l3_search,38.372074,-81.496417
62.5,l3_search,39.215936,-81.307998
62.5,l3_search,40.058632,-81.114659
62.5,l3_search,41.741114,-80.712441
62.5,l3_search,26.694077,-82.746061
62.5,l3_search,29.301251,-82.296589
62.5,l3_search,31.025474,-81.979740
62.5,l3_search,31.883804,-81.815798
62.5,l3_search,32.739782,-81.648006
62.5,l3_search,33.593538,-81.476229
62.5,l3_search,34.445199,-81.300323
62.5,l3_search,36.142760,-80.935521
62.5,l3_search,36.988922,-80.746304
62.5,l3_search,37.833516,-80.552317
62.5,l3_search,38.676678,-80.353377
62.5,l3_search,39.518546,-80.149294
62.5,l3_search,41.198973,-79.724892
62.5,l3_search,42.037826,-79.504140
62.5,l3_search,43.713577,-79.044366
62.5,l3_search,24.392001,-82.231141
62.5,l3_search,26.147274,-81.932105
62.5,l3_search,27.020007,-81.777699
62.5,l3_search,29.620150,-81.293621
62.5,l3_search,30.481274,-81.124916
62.5,l3_search,31.339816,-80.952328
62.5,l3_search,32.195901,-80.775724
62.5,l3_search,33.049657,-80.594961
62.5,l3_search,33.901210,-80.409894
62.5,l3_search,34.750687,-80.220368
62.5,l3_search,35.598216,-80.026221
62.5,l3_search,37.287951,-79.623380
62.5,l3_search,38.130420,-79.414321
62.5,l3_search,38.971468,-79.199913
62.5,l3_search,39.811234,-78.979949
62.5,l3_search,40.649856,-78.754213
62.5,l3_search,41.487480,-78.522478
62.5,l3_search,42.324252,-78.284504
62.5,l3_search,25.593377,-81.129117
62.5,l3_search,26.466852,-80.967088
62.5,l3_search,27.337131,-80.801520
62.5,l3_search,28.204341,-80.632296
62.5,l3_search,29.068611,-80.459296
62.5,l3_search,32.498811,-79.726908
62.5,l3_search,33.350267,-79.533007
62.5,l3_search,34.199536,-79.334477
62.5,l3_search,35.046743,-79.131153
62.5,l3_search,36.735480,-78.709418
62.5,l3_search,37.577266,-78.490634
62.5,l3_search,38.417506,-78.266308
62.5,l3_search,39.256332,-78.036229
62.5,l3_search,40.093880,-77.800176
62.5,l3_search,40.930289,-77.557916
62.5,l3_search,41.765700,-77.309205
62.5,l3_search,42.600261,-77.053784
62.5,l3_search,43.434121,-76.791383
62.5,l3_search,44.267437,-76.521715
62.5,l3_search,27.645385,-79.817638
62.5,l3_search,33.641527,-78.462299
62.5,l3_search,34.488427,-78.250141
62.5,l3_search,35.333275,-78.032849
62.5,l3_search,36.176196,-77.810238
62.5,l3_search,37.017317,-77.582112
62.5,l3_search,41.200441,-76.351220
62.5,l3_search,42.033510,-76.085326
62.5,l3_search,42.865723,-75.812248
62.5,l3_search,43.697227,-75.531694
62.5,l3_search,44.528177,-75.243360
62.5,l3_search,33.923350,-77.383005
62.5,l3_search,34.767794,-77.157062
62.5,l3_search,35.610191,-76.925642
62.5,l3_search,36.450665,-76.688547
62.5,l3_search,38.126341,-76.196487
62.5,l3_search,38.961797,-75.941075
62.5,l3_search,41.460193,-75.134384
62.5,l3_search,42.290786,-74.851116
62.5,l3_search,43.120509,-74.560183
62.5,l3_search,43.949509,-74.261278
62.5,l3_search,44.777938,-73.954073
62.5,l3_search,35.037550,-76.055428
62.5,l3_search,35.877401,-75.809728
62.5,l3_search,36.715327,-75.557993
62.5,l3_search,37.551451,-75.300003
62.5,l3_search,38.385896,-75.035526
62.5,l3_search,39.218788,-74.764318
62.5,l3_search,43.364493,-73.297899
62.5,l3_search,44.190837,-72.980457
62.5,l3_search,35.297606,-74.945440
62.5,l3_search,39.465536,-73.578468
62.5,l3_search,40.294304,-73.283907
62.5,l3_search,42.773246,-72.352887
62.5,l3_search,43.597551,-72.025721
62.5,l3_search,44.421082,-71.689577
62.5,l3_search,40.527883,-72.072725
62.5,l3_search,41.352487,-71.753534
62.5,l3_search,43.819561,-70.743998
62.5,l3_search,44.640118,-70.389004
62.5,l3_search,45.460008,-70.024142
62.5,l3_search,41.572502,-70.516615
62.5,l3_search,42.392877,-70.171465
62.5,l3_search,43.212134,-69.817080
62.5,l3_search,44.030405,-69.453094
62.5,l3_search,44.847824,-69.079122
62.5,l3_search,45.664528,-68.694759
62.5,l3_search,40.963208,-69.624676
