query_id,placekey,latLon
320089,222@8tm-qns-g8v,"(35.30801416168463, -106.68072819665865)"
320005,222@5qf-g67-tsq,"(36.724072020107265, -108.21701670893474)"
320003,223@8tn-7s8-ffz,"(35.62356678242682, -105.21049438468424)"
320002,222@8tm-nrv-g49,"(35.659957956703266, -105.94626557643502)"
320090,222@8tm-jjt-835,"(35.61592355585881, -106.02512407275019)"
321300,222@8tc-ycc-v75,"(33.14092976346023, -107.2425321239571)"
321301,222@8td-rpz-z9f,"(34.03706766850513, -106.91114961415279)"
321310,222@8tn-kst-xbk,"(36.368715958497724, -105.57686344949784)"
321304,222@5qz-w3g-xyv,"(36.454979513761316, -103.19506171719787)"
330057,222@65y-rym-85f,"(42.656314394114915, -73.803416754305)"
330096,223@63q-mbc-xdv,"(42.12280554976726, -77.95069066489792)"
331301,222@63q-mfv-9xq,"(42.21258830669138, -78.28795309923645)"
330127,222@627-rw7-rtv,"(40.85565263158792, -73.84586431145044)"
330009,227@627-s69-zpv,"(40.84373934779866, -73.91129164317985)"
330059,222@627-rw9-yn5,"(40.88087564914966, -73.87958055390004)"
330080,222@627-s6f-qpv,"(40.817300547910186, -73.92468662001149)"
330399,222@627-s6h-zxq,"(40.852965757110915, -73.89111085721159)"
330394,22n@63q-hdm-zxq,"(42.08820350012067, -75.91395715025325)"
330011,222@63q-hdm-qj9,"(42.09148588885562, -75.93597997804315)"
330103,222@63q-ky8-nkf,"(42.09048497577528, -78.42818665282834)"
330235,223@63q-5qb-snq,"(42.941919145726736, -76.56489222675239)"
330239,222@63v-wnk-syv,"(42.09106375524895, -79.23131526561866)"
330166,222@63v-wv8-yn5,"(42.32917316953702, -79.56999690026822)"
330229,222@63v-x3x-hbk,"(42.47988768823648, -79.33464562227489)"
330090,22c@63q-2hb-7dv,"(42.09911196400894, -76.82914507865827)"
330033,222@65z-bxz-47q,"(42.540933332098525, -75.52609999193129)"
330250,222@65z-rpv-qfz,"(44.70078668532142, -73.47019271629041)"
330094,224@65y-syk-c5z,"(42.24650776262936, -73.77836156007034)"
330175,223@63q-6hj-575,"(42.60935411018846, -76.18694637655132)"
331305,222@629-p8r-wtv,"(42.269082574663386, -74.91513500179174)"
331312,222@65z-cqy-p9z,"(42.164250841547855, -75.1281427112459)"
331304,222@629-nkq-zvf,"(42.146531858774836, -74.64233027826519)"
330049,222@628-y9c-cqz,"(41.93575165776464, -73.91200442093701)"
330023,222@629-mkx-btv,"(41.693714958057164, -73.93621202420306)"
330111,228@63q-jz8-fzz,"(42.5083644975173, -78.65946185188271)"
330279,22d@63q-rrg-5pv,"(42.848765249542524, -78.81359759769694)"
330078,222@63q-rv5-qmk,"(42.92822228675884, -78.84769395714322)"
3ee47674-d986-48d8-83e5-58a306cae975,224@63q-rsc-j9z,"(42.90111264607079, -78.86818763786272)"
330005,222@63q-rsc-jvz,"(42.89970086493179, -78.86605014436874)"
330102,225@665-tz3-q75,"(42.97727962649716, -78.88258853387669)"
330219,223@63q-rtv-nqz,"(42.92545062560952, -78.83119213855436)"
330079,22s@65z-qrn-9mk,"(44.41036933108138, -74.24105731735783)"
330084,22r@65z-pvr-6tv,"(44.834544067712635, -74.32671155726028)"
330276,222@65y-jbn-8y9,"(43.069522699335664, -74.33104535082605)"
330073,226@665-c43-d9z,"(43.005524853345825, -78.17615887725351)"
331311,22t@65z-gxj-r6k,"(43.044228365852334, -74.84926429826305)"
331309,22b@662-9dv-xnq,"(44.337507419680655, -75.9193188067334)"
331318,222@662-7b8-bff,"(43.986816436874044, -75.59421848763076)"
330157,222@65z-7cy-j35,"(43.96521429839248, -75.91503006071045)"
330019,225@627-wg5-g8v,"(40.613962331045585, -73.9477904996977)"
330194,227@627-wgt-qzz,"(40.639736329092436, -73.99880338519179)"
330233,226@627-wg7-r6k,"(40.65560805823718, -73.91338447798138)"
330350,222@627-wgb-qxq,"(40.65514971861602, -73.94479372189863)"
330397,22y@627-s8t-yvz,"(40.67760628840347, -73.9374117481428)"
330056,222@627-s8y-8n5,"(40.69049897040512, -73.97729377854988)"
330201,222@627-wgb-fpv,"(40.65998107745639, -73.93338315415835)"
330236,222@627-wh2-k75,"(40.66781570163465, -73.97885130606626)"
330396,222@627-s96-pgk,"(40.699727257465156, -73.94283673459017)"
330221,225@627-s93-p9z,"(40.70456430556722, -73.91706003860989)"
330196,222@627-wdc-hyv,"(40.58557179718118, -73.96620142246253)"
330202,222@627-wgb-r6k,"(40.65705839540139, -73.94395141431022)"
331317,222@65z-7bt-p7q,"(43.795592227481414, -75.4996040614517)"
330238,222@63q-r3j-xwk,"(42.552605896902485, -77.69774733130868)"
330115,222@65z-jq6-7dv,"(43.07809736421195, -75.65436813474226)"
331316,223@65z-ccv-c5z,"(42.812703361765294, -75.54354657338266)"
330285,222@665-8sm-hh5,"(43.12225072414483, -77.62525395750387)"
330403,222@665-8sn-5fz,"(43.11251548615199, -77.6182771609947)"
330125,223@665-989-p9z,"(43.192730212687856, -77.58615122132196)"
330164,222@665-8sw-8d9,"(43.1358167347227, -77.60620264196844)"
330226,226@665-9fr-w49,"(43.19257883707457, -77.70419530866718)"
330047,223@65y-vgj-5vf,"(42.95402441567276, -74.21652187875367)"
330182,222@627-s3h-mkz,"(40.80447559774394, -73.670495736119)"
330181,222@627-shb-7t9,"(40.870630591716434, -73.62300744726662)"
330198,222@627-tcc-vj9,"(40.65104489603081, -73.6310592643336)"
330331,224@627-y38-bhq,"(40.775375923454654, -73.47783304998683)"
330027,222@627-xzn-cdv,"(40.726071573618135, -73.55340342280118)"
330259,223@627-rzg-gc5,"(40.686073864755215, -73.63308246353651)"
330332,222@627-xyt-fxq,"(40.72739991426022, -73.47922182729917)"
330106,222@627-s3h-8gk,"(40.775411698251396, -73.70043869293897)"
330214,224@627-s8j-tsq,"(40.742289593597526, -73.97472933772691)"
330100,226@627-s8k-zxq,"(40.722058701687274, -73.98280281650898)"
330119,228@627-s4n-j9z,"(40.77399382583451, -73.96158776809526)"
330154,222@627-s8n-7qz,"(40.764665686837574, -73.9572511234263)"
330046,225@627-s4q-zzz,"(40.770267164667516, -73.98774887914522)"
330199,223@627-sb8-45f,"(40.7846826665076, -73.94333767636151)"
330204,222@627-s8j-rkz,"(40.739255154569484, -73.97522248505324)"
332008,223@627-s4v-mff,"(40.80290022502922, -73.94036266989438)"
330240,222@627-s6g-9zz,"(40.81425978090892, -73.93957255758305)"
330270,222@627-s8n-6ff,"(40.764780138917594, -73.95297388031807)"
330024,223@627-s4v-g6k,"(40.79007548955935, -73.95364208076717)"
330101,222@627-s8n-649,"(40.76399273653343, -73.95416687579231)"
330188,222@665-tv7-789,"(43.15420797853901, -79.03292921910811)"
330163,222@665-yf3-d35,"(43.17723534620866, -78.67190031775837)"
330065,222@665-tsf-vs5,"(43.093678025933826, -79.04967686045441)"
330215,226@65z-jyn-pvz,"(43.22876229546698, -75.4430236966789)"
330245,222@65z-k39-y9z,"(43.081762811359205, -75.26537276711804)"
330044,222@65z-k4b-9fz,"(43.09689324808205, -75.27670708892632)"
330203,224@65z-45n-cqz,"(43.04133808816628, -76.1381815730853)"
330241,223@65z-45n-c3q,"(43.043949850946795, -76.14066252302896)"
330140,222@65z-45p-8sq,"(43.056376835572216, -76.14979597704335)"
330074,224@63q-3k5-b49,"(42.875981904760565, -77.28917952164757)"
330265,222@63q-6xr-tjv,"(42.96039959526211, -77.13651398969357)"
330264,223@629-mpd-wtv,"(41.50313774884939, -74.01403406632738)"
330135,224@629-gwr-vmk,"(41.367081050581966, -74.68143458894801)"
330205,224@629-gtx-dd9,"(41.261551337144915, -74.35715052969967)"
330126,222@629-h5s-syv,"(41.44201429141099, -74.36850936317288)"
331319,225@665-bz9-r8v,"(43.22365395287791, -78.39766830790533)"
330218,225@65z-68p-j9z,"(43.45428014244578, -76.51681911286316)"
330085,222@65z-hph-6x5,"(42.45781169047255, -75.0521967471102)"
330136,222@65z-j7f-kxq,"(42.69564307614722, -74.92297625910327)"
330273,225@628-zct-4y9,"(41.38328251981469, -73.66344161863434)"
330055,222@627-s9g-7t9,"(40.74734820092362, -73.82543883310844)"
330128,222@627-s7w-xdv,"(40.745010894134644, -73.8864892571699)"
330231,22g@627-s9q-wkz,"(40.71733324900655, -73.80328776843024)"
330395,22d@627-tkc-yy9,"(40.59829832343061, -73.75247672893599)"
330180,222@65y-snq-t35,"(42.73319747703868, -73.67317570914479)"
330409,222@65y-snq-t35,"(42.73319747703868, -73.67317570914479)"
330028,222@627-vv7-h89,"(40.63566321006689, -74.10509720834871)"
330160,222@627-vvn-jqf,"(40.58453501504669, -74.08620795575236)"
330405,222@627-yrh-z9f,"(41.2138434578425, -73.98890709948404)"
330104,223@627-z5g-8vz,"(41.095153799811165, -73.9272575103533)"
330158,222@627-vcx-3bk,"(41.111877825867126, -74.135265852254)"
331315,222@662-64k-d35,"(44.337445864198, -75.47405506017579)"
330197,223@662-9yg-rzf,"(44.67673350261821, -74.98310300566465)"
330211,222@662-6gm-3wk,"(44.69201266905989, -75.49932113691057)"
330223,222@662-bf2-gtv,"(44.935837757535765, -74.9093330272911)"
331307,223@662-7m3-v4v,"(44.162058662562025, -75.05574651991594)"
330222,222@65y-zfp-x5z,"(43.08656325096316, -73.80002967085623)"
330153,222@65y-spp-zxq,"(42.82016842643812, -73.91639413387972)"
330406,223@65y-spp-zpv,"(42.82097377392296, -73.91514657546705)"
331320,222@65y-v8y-qpv,"(42.68735033209878, -74.48164321704054)"
331313,222@63q-2tj-kxq,"(42.35243239704616, -76.85963391332415)"
330144,222@63q-4hy-2p9,"(42.374315105815654, -77.27854503528322)"
330277,222@63q-29t-t5f,"(42.13612637111085, -76.970312005483)"
330151,222@63q-r6r-t9z,"(42.35716759344779, -77.66473625663905)"
330393,22g@627-y98-kj9,"(40.90942033445382, -73.12390068394727)"
330107,22c@629-7z6-vxq,"(40.931998174363976, -72.67772368777241)"
330185,224@629-836-92k,"(40.93763043976954, -73.05303782898675)"
330246,222@629-833-nbk,"(40.94692734236555, -73.06149873462937)"
330401,222@627-y8c-wc5,"(40.86851413887255, -73.22257510581109)"
330286,222@627-xs6-89z,"(40.69334231897336, -73.29423746492519)"
330043,222@627-xqv-bc5,"(40.725739242543675, -73.24220570781799)"
330045,222@627-yhd-sh5,"(40.88029501764352, -73.41585523491067)"
330141,222@627-ydm-4gk,"(40.78033594468144, -72.97726938063292)"
330386,22g@629-fwz-7kf,"(41.70659206061147, -74.73183354692335)"
330307,224@63q-66j-yd9,"(42.471174233851194, -76.53772848588763)"
330004,223@629-kqz-bp9,"(41.927086595500725, -73.99476125597268)"
331310,222@629-gb3-qvf,"(41.732581043222694, -74.37866973781404)"
330224,223@629-kqy-jgk,"(41.92161305330771, -73.99893249720887)"
330191,225@65z-zj9-26k,"(43.30577277469212, -73.64615665132149)"
330030,223@63q-7qh-z2k,"(43.05996992919111, -77.10061995345252)"
330304,225@627-sd5-ffz,"(41.02568225710751, -73.76840588636215)"
330006,222@627-smc-jsq,"(40.92884628619664, -73.89731316322967)"
330086,22j@627-rxz-ffz,"(40.91328576132232, -73.84059260836572)"
330162,222@627-zch-rtv,"(41.19629559539978, -73.72526607371242)"
330234,224@627-yw3-nh5,"(41.08652603590363, -73.80592179419811)"
330261,222@627-yvf-h89,"(41.10857494113657, -73.86338352880912)"
333301,222@627-yv8-xyv,"(41.07455848549189, -73.79934133440977)"
330184,222@627-rxx-249,"(40.913130414523, -73.78721213573121)"
330267,227@627-ysq-xnq,"(41.29120961446623, -73.89391812285992)"
330008,222@63q-pw3-j35,"(42.754703056062986, -78.13046982557256)"
331314,222@63p-ztz-kmk,"(42.67088541592466, -77.06041941261745)"
340070,222@63g-294-vfz,"(36.06070960272655, -79.50234457533513)"
340084,222@8gg-443-2x5,"(34.97697571419452, -80.11046948641713)"
341325,222@63k-ywn-vj9,"(36.42432584378822, -81.45936535588677)"
340186,222@646-hh7-yy9,"(35.549074202304645, -77.03829755780505)"
341304,222@64g-rcq-dy9,"(35.988468354894756, -76.929600787643)"
341315,222@645-b73-bzf,"(34.62257199749291, -78.60799838418116)"
341327,224@645-m9g-sdv,"(33.92963045754294, -78.02119347259742)"
340158,22r@646-7h8-gx5,"(33.949920550841924, -78.29467771994612)"
340002,223@8gf-r7r-68v,"(35.578682441634655, -82.55053562054569)"
342017,222@8gf-r7r-rzf,"(35.580694789391536, -82.55038668601033)"
340075,222@8gf-px2-33q,"(35.725806866780545, -81.65490465107818)"
340001,224@8gg-3bw-p35,"(35.43833295411855, -80.60154259112574)"
340041,223@8gf-pgt-b8v,"(35.910042927363605, -81.53523937882257)"
340142,222@646-nqx-h3q,"(34.72615147585371, -76.75489759600376)"
340143,222@8gg-9tf-kpv,"(35.71375783964081, -81.2679318095552)"
340116,223@8gg-9sr-bkz,"(35.737924236045785, -81.33731148047157)"
341311,222@63g-399-nbk,"(35.72426035668458, -79.42037936471603)"
341328,222@8gb-kfd-4y9,"(35.071959641725904, -83.96685725031216)"
341318,222@64g-wnh-py9,"(36.069880004938994, -76.61067030681923)"
340021,222@8gf-bmb-z75,"(35.30308537717671, -81.53680027397613)"
340068,222@645-z9n-47q,"(34.33752989585734, -78.6949611814182)"
340131,222@646-vs3-q4v,"(35.11386705772203, -77.06799804099336)"
342014,222@646-yr9-9vf,"(35.05408001957061, -78.88897582973884)"
340028,22x@646-yr9-xyv,"(35.05590361149923, -78.87804570263603)"
341324,222@64g-76p-789,"(35.93983194675037, -75.61738473607608)"
340085,222@63g-5bd-389,"(35.87928296693227, -80.11104661968366)"
340096,22q@63g-5b2-575,"(35.825799933620466, -80.25312456195348)"
340187,223@8gg-7tn-4y9,"(36.00960047414423, -80.44800078129019)"
340120,222@645-dvr-435,"(34.964683368867455, -77.96211305230011)"
340155,222@63g-7nq-rp9,"(36.03747852664546, -78.8991448176314)"
340030,244@63g-7kx-f4v,"(36.00310319189656, -78.93801547213853)"
340049,222@63g-7nr-jgk,"(36.04293164040048, -78.89740101158303)"
340107,222@646-kt7-bff,"(35.92092021217931, -77.55519530701234)"
340148,222@8gg-86g-rzf,"(36.079183019146235, -80.29656356621041)"
340014,222@8gg-86g-vmk,"(36.07656511258691, -80.29807364383605)"
340047,223@63g-4fn-hbk,"(36.09148370992231, -80.27270145283634)"
340032,222@8gf-fvy-pn5,"(35.27149881788974, -81.13917636673891)"
340127,222@63f-k2w-rp9,"(36.32651750187131, -78.5930419089242)"
340091,223@63g-2f2-59f,"(36.09293782706053, -79.78549147610005)"
342012,222@63g-2h7-hbk,"(36.0490069887902, -79.76935789666909)"
340004,222@63g-5tg-pgk,"(35.96315031979922, -80.01362352660671)"
340151,222@64g-smg-7yv,"(36.43241815932339, -77.64523413672444)"
340071,222@646-xmn-75z,"(35.306899775024505, -78.6349499013521)"
340184,223@8g9-hzg-nh5,"(35.526364982170705, -82.94159347718018)"
340017,223@8gg-tkb-cqz,"(35.32091456584932, -82.46701717958237)"
340023,222@8gg-thg-6x5,"(35.39027969665409, -82.48865729144173)"
340099,222@64g-qds-mhq,"(36.28524919587633, -76.99479034420177)"
340188,223@647-24y-249,"(35.02966263355365, -79.10724086130038)"
340039,222@8gg-cts-rc5,"(35.79963869855681, -80.87812582980571)"
340144,23w@8gg-ctz-mzf,"(35.782376400361045, -80.8888701405294)"
340129,222@8gg-d6f-j5f,"(35.54928991348731, -80.85375683127485)"
340016,222@8g9-nfh-tjv,"(35.38574622943119, -83.20322518365697)"
340090,222@647-342-nbk,"(35.513902197120856, -78.33375324344536)"
340020,222@646-zk2-r8v,"(35.469141144316154, -79.18680543755451)"
340027,222@646-ctw-vxq,"(35.28969814478603, -77.5840750605748)"
340145,222@8gf-fkm-ndv,"(35.48993615775872, -81.20351846392623)"
340087,224@8gf-tjh-td9,"(35.64098156737986, -82.014860212277)"
341316,222@8gg-wff-dsq,"(35.08639333618054, -83.18701866409074)"
341326,222@8g9-npf-6zf,"(35.18523481966969, -83.3774856848711)"
340133,22k@646-hty-k4v,"(35.8546727543629, -77.06563677968957)"
340113,222@8gf-dt2-xwk,"(35.20350152236735, -80.83867456696497)"
340098,222@8gf-dq5-zxq,"(35.09219974716191, -80.87094571285404)"
340183,222@8gf-fnh-5xq,"(35.405772062207255, -80.86017348780983)"
340190,222@8gg-3fg-4gk,"(35.223429157677764, -80.64879916232455)"
340053,222@8gg-3gv-gkz,"(35.21247759790115, -80.82439438441848)"
341329,222@8gf-mh4-g49,"(35.91092969098256, -82.0626287819142)"
341303,223@8gf-zjg-tvz,"(35.36509366987182, -79.89039546023642)"
340115,222@8gf-y97-hkf,"(35.205424002106504, -79.45706820310389)"
340147,225@63f-nrm-47q,"(35.97613646506681, -77.8527110073911)"
342013,223@646-m3h-dgk,"(35.9738967254035, -77.8202279049093)"
340141,222@645-98g-bff,"(34.20588708445039, -77.92224318090955)"
340042,222@646-q6g-vzz,"(34.76238154165845, -77.38591694174758)"
340061,223@63g-75c-d9z,"(35.90520993993266, -79.05114799319004)"
340109,222@64g-843-2ff,"(36.323890179711334, -76.21840500384126)"
341307,223@645-8tr-59f,"(34.55066997629877, -77.91956920090519)"
340159,222@63f-k7n-dn5,"(36.409087135068795, -78.98494429210854)"
340040,222@646-cxz-fmk,"(35.608411823540806, -77.39943941085923)"
341322,222@8gg-tnx-fpv,"(35.24009938858615, -82.21242644498768)"
340123,223@63g-55w-zj9,"(35.711972227015494, -79.814358310579)"
340050,23x@645-xv4-pd9,"(34.62177742172574, -79.0047331895442)"
340060,222@63g-824-t7q,"(36.49442371915153, -79.73851595934066)"
340015,222@8gf-x6r-bc5,"(35.68116847842205, -80.47091249624125)"
340013,222@8gf-hgv-zfz,"(35.362460945020295, -81.96689721567941)"
340024,223@645-gs7-m49,"(35.00646855513016, -78.32469993093575)"
340008,222@645-zvg-m6k,"(34.75235329920887, -79.46836906095801)"
340119,222@8gf-w6s-35z,"(35.36447010127473, -80.19521457009141)"
341317,222@63f-sfq-4qf,"(36.41918533859263, -80.23090244351653)"
340097,222@8gg-9fg-4gk,"(36.26139378379889, -80.83908404124605)"
340003,222@8gg-95h-yy9,"(36.48857491205696, -80.61291841816393)"
341305,223@8g9-nb6-skf,"(35.43484569186234, -83.44505004013963)"
341319,223@8gg-s5v-zxq,"(35.23182870625628, -82.7437611139403)"
340130,222@8gf-zxs-td9,"(34.97611105265619, -80.52215416279141)"
340132,22r@63f-h8f-4sq,"(36.32164987063917, -78.41157920282116)"
340173,222@647-5hr-vzz,"(35.74055378420596, -78.78232055170189)"
340069,222@647-3ps-54v,"(35.784041615312766, -78.58812362722423)"
340073,222@63f-km3-c3q,"(35.82871135928959, -78.61789860246853)"
340114,222@63f-ksy-3dv,"(35.81616276224055, -78.70237558804881)"
341314,222@64g-rg6-2x5,"(35.863002158866166, -76.72922484090589)"
340051,222@8gg-bwc-cnq,"(36.1990338478377, -81.65174636327485)"
340010,222@646-fgh-x5z,"(35.397509621443994, -77.95296396206345)"
340064,222@8gg-628-fcq,"(36.15944612804877, -81.15881497383111)"
340126,222@646-kjd-54v,"(35.71690509116981, -77.94188055143242)"
351330,222@5st-pmp-qfz,"(46.001597567843106, -102.62892953917508)"
351324,222@5rp-ykz-xkf,"(46.92851136071062, -97.99492493001117)"
351307,225@5t5-r5f-249,"(48.82811094046162, -100.44903975743358)"
351313,222@5st-fww-z9f,"(46.18485244509923, -103.40639240106091)"
350002,223@5pf-9bj-nyv,"(46.80802713478258, -100.77707086304238)"
350015,222@5pf-9bj-q75,"(46.80784731820725, -100.78232121336514)"
350011,224@5p8-tsb-tn5,"(46.8844423670079, -96.78635010426896)"
352004,222@5p8-wn9-rc5,"(46.84500068336543, -96.87668763050674)"
350070,222@5p8-wns-r8v,"(46.83150079321929, -96.82846644998295)"
351323,224@5rp-bgx-yjv,"(48.7614619292567, -98.36572097950523)"
351315,222@5pd-vsr-28v,"(46.15001173791826, -98.08902372356052)"
351325,222@5t5-wcp-dgk,"(48.90670265014545, -103.29916656880177)"
351328,222@5pc-q65-qpv,"(46.27203291414487, -100.23259432332564)"
351318,22g@5rp-pv5-7h5,"(47.44909709699626, -99.10444444651696)"
350019,222@5rp-ksp-ghq,"(47.91057563702323, -97.06833536773459)"
351312,236@5rq-3w2-jsq,"(47.7504305021812, -97.58873751954208)"
351314,222@5pf-7mm-75z,"(46.40748765792032, -101.84175846126051)"
351306,222@5rp-xsr-hdv,"(47.44560203042135, -98.1182864274918)"
351322,222@5pc-mxf-wkz,"(46.04071329781009, -99.37230337527394)"
351321,222@5pc-n9t-rzf,"(46.25540197326537, -99.55159128454297)"
351302,222@5t4-xpy-nbk,"(47.80341364968424, -103.26976043043305)"
351303,222@5t4-k5g-g6k,"(47.648274752455706, -101.41176638493421)"
351304,222@5t4-gqs-r6k,"(47.51814268868895, -100.8930864136477)"
351310,223@5t5-7qn-8vz,"(47.298112473636024, -101.61216822626342)"
352005,222@5pf-9kr-rp9,"(46.84157598147722, -100.90823684126809)"
351301,222@5t4-7mv-xbk,"(48.31150797992822, -102.38033458690278)"
351308,226@5rp-77j-59f,"(47.76604432036467, -98.17664847508841)"
351319,233@5rp-8kt-kj9,"(48.804686842270904, -97.68615449053235)"
351332,223@5t5-njq-bhq,"(48.36285693090141, -99.99707811097083)"
351333,223@5rp-v5d-pn5,"(48.115482942432955, -98.84901438834922)"
351311,225@5pd-zpg-j9z,"(46.43657501431561, -97.68166060334563)"
351316,223@5rq-wdf-dn5,"(48.86179936200503, -99.61530482596251)"
351336,222@5t5-5yn-cbk,"(46.88916448357289, -102.82119302992058)"
351335,222@5pd-sbb-h89,"(46.89054806165335, -98.74633822378918)"
351329,222@5rp-hfd-jd9,"(47.40251581718128, -97.05723797538054)"
351309,222@5rp-fw9-z9f,"(47.50056771969705, -97.31702046937458)"
351320,222@5rp-9jf-rrk,"(48.411316065505886, -97.41500985506875)"
351326,222@5rp-3xw-zj9,"(48.399746322872446, -97.7505228294351)"
351305,23c@5t4-bvv-j9z,"(48.62228893015122, -102.0108883815293)"
350006,226@5t4-dd5-87q,"(48.23185297009044, -101.28755224704429)"
351327,223@5rp-qvs-mkz,"(47.76771014064523, -99.93309488739604)"
351300,222@5t5-wsp-389,"(48.40259260710183, -102.93452412353176)"
351334,222@5t4-wpw-vs5,"(48.15538537018352, -103.64537941572259)"
361326,222@63n-jnx-j9z,"(38.9338752031457, -83.5849190658746)"
360009,222@63j-nhb-6hq,"(40.73584736374036, -84.08546316056744)"
360263,223@63h-nhq-ysq,"(40.69778854081406, -84.08712308815176)"
362020,222@63k-8xy-6zf,"(40.74089164842315, -84.11788842741474)"
360066,222@63k-8xy-6zf,"(40.74089164842315, -84.11788842741474)"
361322,223@63j-ny7-f75,"(40.887688445468875, -83.8968288947255)"
360002,223@63v-94j-ygk,"(40.859520790581186, -82.30863509278622)"
360125,222@63t-v2k-pgk,"(41.8799288214232, -80.79534279198752)"
360245,222@63t-tpr-hnq,"(41.671953257454824, -80.8598544358069)"
361307,222@63t-tmz-bff,"(41.79961490620487, -80.96068019429153)"
361308,223@63t-tsd-8qf,"(41.93701636178873, -80.58699470085811)"
360014,222@63c-nkb-wkz,"(39.32737273109686, -82.11375477652597)"
360032,222@63h-n8w-bzf,"(40.54385621926762, -84.37075987113414)"
361321,227@63d-pcn-q75,"(39.99290907453518, -81.18940390015432)"
360080,222@63d-ppr-qj9,"(40.09836605567887, -80.71990861025013)"
360046,223@63j-gnj-5cq,"(39.512911579987254, -84.74173365825716)"
360132,222@63j-ghk-vxq,"(39.41513177948905, -84.57237089875446)"
360354,222@63j-932-qzz,"(39.35910223865885, -84.36725410440869)"
360056,222@63j-99q-td9,"(39.312612398053865, -84.5178800333516)"
361312,222@63h-fqd-85f,"(40.107507305994226, -83.72976008619624)"
360086,222@63h-gv7-tqf,"(39.92791628772642, -83.81698676122333)"
360355,222@63h-gv8-syv,"(39.925372312543914, -83.8127205499938)"
360236,222@63j-fnm-4sq,"(39.08032376863492, -84.14389646047397)"
360175,222@63j-dzj-d9z,"(39.44336887336424, -83.83837413986848)"
360096,223@63d-s4p-wkz,"(40.62150604046738, -80.58620562894552)"
360185,222@63d-ssk-r6k,"(40.900416441210204, -80.8329802559143)"
360109,223@63j-zm4-tn5,"(40.271330489241954, -81.84765102009327)"
361316,226@63j-kxh-dn5,"(40.81538280370818, -82.97647175644629)"
361325,222@63k-2p9-47q,"(40.73120434507585, -82.80297180427254)"
360137,222@63v-9y6-c3q,"(41.50517016621262, -81.60589533568611)"
360155,222@63v-6rb-j5f,"(41.36861271759989, -81.83083743804652)"
363304,223@63v-b45-yvz,"(41.48275911817229, -81.606959442378)"
360123,222@63v-6jd-cnq,"(41.436976131063396, -81.94384467692754)"
360037,222@63v-bct-nkf,"(41.49652768226761, -81.67358345826997)"
363302,222@63v-9y6-c3q,"(41.50517016621262, -81.60589533568611)"
360144,224@63v-b34-59f,"(41.4480537780077, -81.53770644424513)"
360180,222@63v-9y6-3h5,"(41.503096810412295, -81.61986495607918)"
360082,222@63v-9zc-hqz,"(41.59944537287771, -81.54832248974989)"
360143,222@63v-bd6-zxq,"(41.42094062690993, -81.59781161054005)"
362026,225@63v-b46-p7q,"(41.48971467462081, -81.59836784544392)"
362029,222@63v-b35-6p9,"(41.43214713672789, -81.50606532552435)"
360059,222@63v-bb2-vmk,"(41.46113211415048, -81.69820916912093)"
360077,222@63v-bbs-t7q,"(41.4495801427102, -81.82428893587596)"
360041,222@63v-bc5-xqz,"(41.381904578069424, -81.73124128884606)"
360075,222@63v-bkj-ty9,"(41.581478908014475, -81.48858679734066)"
360087,223@63v-bdn-jjv,"(41.48714138884038, -81.70794009206325)"
360230,222@63v-b4w-m8v,"(41.519109800249986, -81.43441822470089)"
360359,222@63v-b2y-q9f,"(41.45202628690648, -81.49475883929081)"
360367,222@63v-b3b-mtv,"(41.465038545246536, -81.49956627953566)"
360044,222@63h-hfc-zxq,"(40.08883566465175, -84.63496169549008)"
361328,222@63k-8dg-99f,"(41.298963618289584, -84.37656342516763)"
361301,22b@63k-84r-26k,"(41.30078615679585, -84.75686150027735)"
360270,222@63k-8d5-mff,"(41.28331189824579, -84.33937297223672)"
360210,222@63j-wg9-4qf,"(40.3060348539917, -83.0895983905117)"
360025,223@63v-8ry-q9f,"(41.44637031804403, -82.71024304611436)"
360358,222@63j-x64-ty9,"(39.85020896789674, -82.78351514004754)"
360072,223@63h-v9b-m6k,"(39.715909345568434, -82.57965500816545)"
361331,222@63h-sdf-z9f,"(39.54836685864203, -83.42734787742842)"
360006,222@63j-x9x-vfz,"(40.030592315118646, -83.03404655982396)"
360266,222@63j-xhm-k2k,"(40.08570255467923, -82.7910669989258)"
360242,223@63j-xbp-99f,"(39.99462782073475, -83.01995567280885)"
362022,223@63j-xbd-gp9,"(39.98409329708601, -83.00872828764568)"
363305,223@63j-xbd-z75,"(39.95312858593907, -82.9797655825079)"
360085,222@63j-xbp-ch5,"(39.99527999765307, -83.0173778983194)"
362037,222@63j-xgh-ysq,"(39.933072869622336, -82.99422037000126)"
360017,223@63j-xbf-7dv,"(39.96064649925999, -82.9908898542568)"
360348,222@63h-mkj-fvf,"(40.10353655337783, -83.16645343236938)"
360012,223@63j-xt5-hqz,"(40.1131713382178, -82.9480420920835)"
360152,222@63j-x9j-m49,"(39.95230425936504, -83.13648553883246)"
361333,222@5s5-s39-975,"(41.53825772715118, -84.13249912927964)"
360054,222@63m-yqx-dqf,"(38.84707117644483, -82.23736601160451)"
360192,222@63t-pf8-dd9,"(41.50858918709514, -81.18986254913476)"
360026,223@63h-gb8-hnq,"(39.7001803757781, -83.92849734205278)"
360203,22b@63d-rf9-rrk,"(40.040013603523775, -81.57712434561175)"
360134,223@63j-8st-r49,"(39.14039701192101, -84.5205065194304)"
