fips,fleiss_cases
1001,0.652925710616822
1003,0.689065727931322
1005,0.720462805828251
1007,0.628304743171829
1009,0.636273291482719
1011,0.712315893418534
1013,0.719616949997231
1015,0.666216727314575
1017,0.643935668413564
1019,0.608722864196386
1021,0.708838170925798
1023,0.665351740680265
1025,0.608008297760232
1027,0.721887121133609
1029,0.664965764581438
1031,0.620924837658901
1033,0.659586684718639
1035,0.657385245618678
1037,0.554063759257944
1039,0.65176833096782
1041,0.618063803696736
1043,0.637489718434914
1045,0.645143060616744
1047,0.696682326164979
1049,0.678662490935127
1051,0.703026566313557
1053,0.703574587378515
1055,0.68790857866909
1057,0.608209924810952
1059,0.73181718903571
1061,0.640195326965973
1063,0.60927186882954
1065,0.703649015085401
1067,0.642079464524512
1069,0.662062854505033
1071,0.672113707992215
1073,0.771384013970671
1075,0.623993988881779
1077,0.668401525301453
1079,0.595381015301008
1081,0.704038545171287
1083,0.681389121873004
1085,0.695449971443336
1087,0.67833295248971
1089,0.682674461009237
1091,0.649283096345589
1093,0.635406442872637
1095,0.675282863496371
1097,0.729050440968761
1099,0.621411547081214
1101,0.753289856100654
1103,0.693172235342734
1105,0.630380912066075
1107,0.667834639862403
1109,0.715932955743349
1111,0.650657675158963
1113,0.680781853512603
1115,0.675603107865464
1117,0.723114078435893
1119,0.652318398487986
1121,0.627871840769875
1123,0.634521455442807
1125,0.713781528403237
1127,0.693221327152374
1129,0.622208473007641
1131,0.650118001385193
1133,0.653145752356236
2013,0.675240701915685
2016,0.560193551455202
2020,0.832688579922152
2050,0.855925798694607
2068,0.779897294445056
2070,0.752620658989452
2090,0.786368691262986
2100,0.649153367010445
2110,0.763838409829211
2122,0.784729018397447
2130,0.764019459872955
2150,0.723808013532086
2158,0.882044638163515
2170,0.901448651970197
2180,0.825992358204344
2185,0.770638176908704
2188,0.819207358974021
2195,0.726042278568612
2198,0.789880810462118
2220,0.727086404660027
2230,0.732078055741213
2240,0.739282574009948
2261,0.389194356371703
2275,0.700029354925512
2290,0.826502420755431
4001,0.951418351912411
4003,0.886234226490418
4005,0.93586421352682
4007,0.937737540421732
4009,0.921659779614325
4011,0.889313889999663
4012,0.894516306907604
4013,0.923987572316263
4015,0.94269717010327
