county,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-13,2020-02-14,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-11-02,2020-11-04,2020-11-05,2020-11-06,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-23,2020-11-24,2020-11-25,2020-11-27,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-21,2020-12-22,2020-12-23,2020-12-28,2020-12-29,2020-12-30,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-19,2021-01-21,2021-01-22,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05
19035,25,23,20,21,22,18,14,18,18,14,17,38,19,33,18,18,18,19,16,19,17,22,23,22,22,23,21,18,24,19,21,24,19,18,22,36,18,17,18,14,17,16,14,17,16,13,16,14,26,24,23,29,28,28,28,29,25,23,24,31,35,35,33,32,29,33,30,39,30,36,30,28,26,25,23,24,27,26,28,24,22,27,34,32,31,28,28,31,31,24,26,24,28,26,24,25,24,34,30,23,24,21,25,25,23,23,23,22,27,25,25,22,25,26,26,28,27,24,25,23,19,21,20,21,20,19,27,23,19,25,19,22,21,20,25,21,23,23,19,23,22,22,21,24,20,20,20,25,23,22,23,26,21,24,22,21,23,21,24,25,23,20,20,19,20,16,17,16,15,18,14,20,21,18,19,19,19,20,20,15,19,17,14,18,18,19,19,19,18,17,18,20,17,21,16,20,20,18,16,20,22,18,18,18,24,19,17,18,16,21,17,17,16,18,28,17,19,19,21,16,19,19,21,19,18,23,26,22,19,22,20,18,15,19,17,16,18,19,20,20,20,17,15,18,30,23,33,23,20,20,21,21,15,16,19,18,23,43,18,16,15,19,16,17,15,13,17,15,16,26,17,15,19,17,20,17,19,16,18,18,17,16,13,14,10,14,14,16,17,14
19037,23,19,21,19,20,21,21,20,19,19,20,30,19,21,19,17,16,16,18,18,18,23,21,24,25,25,22,20,27,21,24,20,18,24,26,40,20,19,20,18,20,18,16,17,17,16,19,15,23,25,23,31,29,29,33,28,29,27,27,37,32,35,35,32,37,36,32,38,33,32,30,29,31,31,32,26,27,30,30,33,23,27,34,32,31,28,28,30,25,25,27,22,27,28,24,24,23,32,26,24,26,21,25,26,20,21,23,21,28,28,24,25,24,24,23,25,28,28,23,24,23,23,22,23,22,22,24,24,26,26,19,24,26,25,21,19,23,22,23,21,19,23,20,22,20,20,24,22,20,22,18,24,20,19,20,18,22,21,21,20,18,20,20,20,20,13,18,17,16,19,15,22,21,19,18,18,18,19,21,17,19,21,20,22,21,22,20,20,19,19,21,19,19,19,17,20,21,21,19,25,20,20,22,23,23,20,20,20,21,21,20,19,21,20,24,20,19,20,28,23,25,20,21,24,22,24,27,23,23,23,22,19,24,23,22,18,22,22,20,22,20,17,18,19,23,25,26,28,23,20,20,21,22,17,22,19,19,23,20,17,16,18,24,21,21,18,21,18,20,39,25,19,18,22,17,16,21,19,20,17,17,14,16,17,15,18,18,17,18,16
19039,27,18,22,23,23,20,24,19,19,21,21,36,24,25,21,22,19,21,20,20,21,24,24,24,23,26,23,21,25,21,20,23,22,23,24,36,19,22,21,17,15,15,16,18,18,17,19,17,25,23,28,26,28,27,28,26,29,25,25,32,31,35,35,32,35,34,31,36,35,36,40,36,32,29,30,27,26,27,28,28,23,24,34,35,33,28,27,28,28,31,31,25,28,27,31,26,24,35,30,27,29,21,25,24,26,25,25,28,30,29,24,25,25,24,26,26,25,27,23,24,25,24,23,26,26,27,27,30,27,25,20,23,29,24,22,21,24,23,24,24,21,26,23,24,23,21,26,30,29,28,29,29,26,29,28,23,29,29,25,23,24,24,23,26,21,19,19,19,22,20,15,22,21,20,19,22,22,21,20,18,22,20,18,17,19,21,20,17,19,18,20,22,20,23,16,19,21,22,20,24,21,20,24,21,22,23,25,24,21,19,21,18,20,20,23,21,19,16,21,21,19,21,18,23,19,22,23,21,17,21,22,20,20,22,25,17,22,22,21,23,23,20,23,23,27,26,36,31,25,26,21,23,24,22,23,20,23,37,25,18,18,33,41,25,23,22,21,22,21,36,18,28,21,20,20,21,29,22,22,19,19,20,20,20,16,16,20,16,18,18
19041,23,23,22,22,24,20,20,23,22,20,19,37,20,23,18,15,18,19,19,19,20,19,17,17,17,19,20,21,28,20,23,21,19,20,21,36,19,18,18,15,19,18,16,19,19,17,19,18,24,27,25,29,31,30,31,30,32,30,31,35,39,39,38,32,35,34,31,36,36,36,36,32,32,29,27,29,31,26,31,31,26,32,36,36,31,32,31,29,29,31,26,24,28,28,28,28,25,36,30,25,26,24,26,25,24,25,23,26,29,29,23,25,25,25,25,28,26,27,24,20,23,22,22,22,22,22,27,27,25,26,24,24,27,23,25,23,24,22,24,25,24,24,23,24,24,20,25,28,29,28,27,29,27,25,27,25,28,28,20,20,20,15,16,16,16,17,16,13,15,14,11,20,16,17,17,19,18,19,17,16,21,20,16,17,18,18,17,18,17,17,20,17,16,18,18,19,17,18,17,21,21,20,19,18,20,21,18,18,17,18,16,18,18,18,26,22,21,19,23,19,19,19,18,19,21,25,25,21,20,20,20,20,17,21,21,16,18,23,19,20,19,17,23,20,30,23,29,25,23,19,22,20,19,19,21,19,20,39,19,19,19,21,18,20,19,19,20,18,17,29,19,19,18,21,19,21,24,19,20,16,19,19,18,18,15,18,20,19,18,18
19043,31,27,31,26,28,25,27,25,27,22,26,31,25,25,26,25,27,23,22,24,18,30,28,28,28,28,29,25,29,25,23,24,21,22,27,42,26,25,23,18,19,16,16,19,16,14,18,17,25,25,29,26,27,26,28,28,25,29,29,37,34,36,37,35,37,35,33,38,38,37,34,37,32,30,32,32,33,28,32,32,28,32,37,34,31,31,27,35,29,31,31,29,33,31,28,26,28,34,31,27,29,29,28,28,25,28,27,27,33,33,27,28,27,28,26,27,29,31,31,28,25,25,26,27,23,24,28,29,30,28,27,27,29,28,27,23,28,30,29,28,27,29,26,30,29,24,32,31,33,31,32,36,32,32,34,31,36,35,30,35,32,26,29,26,28,21,23,21,21,24,20,25,25,25,23,26,25,26,24,20,26,22,21,21,24,23,25,24,24,22,26,24,24,24,24,25,26,24,23,25,24,23,24,23,25,21,23,22,21,22,21,21,22,24,24,25,25,25,26,22,27,23,23,25,27,28,26,23,23,25,22,19,22,23,24,18,22,23,24,23,22,22,21,23,23,27,29,29,26,24,26,28,23,23,22,22,21,26,23,21,23,24,32,25,23,23,26,21,22,43,31,20,22,22,22,20,20,22,23,20,21,19,21,17,17,21,21,17,21,17
19045,26,25,24,22,22,20,21,20,21,30,20,26,20,19,21,19,19,19,18,18,18,25,24,24,22,23,22,21,27,21,20,23,21,22,21,38,20,20,21,19,21,18,18,19,19,17,21,17,26,26,29,29,30,32,33,31,32,31,33,37,37,38,40,36,37,37,37,40,35,35,36,35,33,33,33,33,34,33,33,35,29,31,36,37,32,31,30,35,30,31,34,30,32,33,29,29,27,35,30,27,31,25,28,26,27,26,25,27,30,31,28,27,26,29,27,26,28,29,25,25,23,26,26,26,26,26,28,29,27,28,26,27,27,26,25,23,27,30,26,27,27,30,31,34,31,28,33,31,33,33,32,30,20,21,24,22,28,31,29,27,25,27,27,24,25,24,21,21,21,21,19,25,23,24,23,25,24,27,24,23,25,22,21,20,19,22,25,23,23,23,25,24,23,24,21,24,25,22,23,26,25,24,24,24,26,24,23,24,22,27,25,25,24,25,29,28,26,26,29,26,28,28,28,31,30,30,29,29,27,28,27,26,25,25,26,24,25,29,28,27,26,25,28,26,27,29,33,35,27,26,29,30,28,26,28,28,27,28,28,26,26,29,40,28,24,22,26,23,24,38,31,29,27,26,26,24,26,25,24,23,26,21,19,20,21,24,22,20,18,18
19047,21,19,19,18,18,16,18,18,21,18,19,36,17,30,18,15,18,15,18,18,17,21,20,21,21,21,20,19,25,21,20,22,17,19,21,36,19,17,18,14,17,17,17,18,18,16,17,18,26,23,23,30,30,28,28,27,29,27,26,29,30,31,32,26,29,33,29,32,32,30,32,26,28,26,25,23,25,26,25,24,20,27,31,31,28,29,27,29,27,29,24,24,30,30,26,26,26,35,30,25,25,21,25,24,25,23,24,24,26,28,24,24,26,26,25,25,25,24,23,21,22,19,22,24,25,22,26,26,23,23,21,23,26,25,23,21,25,23,24,25,24,24,21,24,24,20,22,23,24,24,21,26,22,22,23,22,21,25,22,22,22,18,19,19,18,16,19,19,17,15,15,22,21,18,19,21,20,21,20,17,21,21,21,21,19,20,17,18,16,19,21,20,20,19,20,20,18,19,18,26,20,20,23,21,23,20,18,20,20,20,16,18,17,17,24,20,20,18,21,16,21,16,18,19,18,22,21,20,18,22,19,17,17,18,18,15,19,20,20,18,18,18,21,17,21,24,34,25,23,22,20,21,19,18,18,19,21,41,19,17,15,31,31,21,18,20,19,21,18,35,17,21,17,19,18,20,25,20,20,18,21,16,18,15,14,17,19,17,16,14
19049,22,19,18,18,17,17,17,17,17,15,15,36,16,17,16,14,16,15,16,15,14,20,18,18,17,20,19,16,21,16,16,18,17,17,18,36,15,15,16,15,17,17,14,17,17,15,18,16,26,30,34,37,37,41,41,39,41,38,38,42,44,44,44,41,42,45,38,47,45,45,46,41,43,39,38,37,38,38,40,41,33,35,43,44,38,38,35,38,37,38,39,30,36,34,33,32,28,37,36,31,32,26,32,30,29,29,27,29,32,31,29,27,29,28,28,28,27,30,27,26,26,25,26,26,26,24,27,27,26,25,23,27,29,29,26,24,28,26,25,26,24,27,25,25,24,23,28,28,27,28,25,25,24,25,25,23,28,26,25,25,22,24,22,22,21,23,21,21,21,19,18,25,24,24,22,23,24,23,22,20,25,23,22,21,20,24,23,20,19,20,25,23,21,22,20,24,23,22,21,28,26,24,24,22,27,23,23,23,21,25,23,22,22,26,30,26,27,24,28,28,28,26,26,30,28,30,28,31,29,29,29,26,29,28,26,25,25,26,25,24,24,20,23,21,25,25,38,29,27,26,26,26,23,25,23,22,24,39,26,22,20,31,44,26,24,22,25,24,22,33,21,25,24,23,22,22,25,22,22,20,22,21,21,21,20,21,20,20,20,18
19051,18,16,16,18,19,13,20,17,21,22,16,28,19,17,24,25,15,13,16,15,15,19,20,21,23,20,15,17,30,17,20,17,17,19,25,35,20,18,14,17,19,18,18,20,19,18,20,16,28,26,22,28,28,29,32,30,29,26,25,31,31,36,35,30,32,32,29,35,39,34,33,31,33,30,27,25,25,29,25,28,21,26,30,32,27,26,24,32,25,27,28,26,26,28,26,27,25,33,26,22,26,19,22,21,22,20,22,23,31,25,22,26,20,20,20,22,30,24,23,22,24,26,23,24,21,19,23,23,21,22,20,23,21,22,20,19,24,23,22,21,18,26,24,25,22,22,28,27,30,30,28,33,29,29,31,29,29,33,27,29,23,24,23,22,23,22,20,18,21,19,14,26,23,25,24,20,19,23,21,19,18,17,18,18,19,20,21,18,16,18,21,20,20,24,17,21,24,22,22,28,24,23,24,23,25,22,19,22,18,25,19,20,18,19,24,22,24,20,21,23,20,21,21,25,28,25,26,20,16,21,20,18,18,18,17,17,19,24,19,21,19,15,22,23,22,22,32,29,26,20,21,21,19,17,20,19,20,29,18,17,19,32,41,24,20,20,22,21,18,36,23,31,20,18,20,22,27,19,17,20,19,19,17,21,18,20,17,15,16,13
19053,33,24,27,29,30,29,28,23,24,15,24,42,22,23,22,30,27,22,20,22,25,24,23,25,21,23,23,19,25,18,24,27,19,21,23,39,25,18,19,15,20,16,16,18,14,14,15,12,20,18,24,22,23,25,26,23,25,23,22,35,36,39,37,32,33,31,32,39,34,33,39,31,28,31,24,26,29,30,26,25,20,29,36,33,32,31,28,30,27,28,32,29,32,27,28,31,25,36,33,30,30,27,30,26,28,28,27,25,30,26,30,28,24,22,23,28,27,30,30,26,22,25,27,28,24,22,28,31,27,30,28,25,30,31,24,24,28,28,29,28,25,29,23,24,24,22,27,22,28,28,23,26,26,26,26,24,25,30,25,25,25,25,23,20,21,21,17,19,19,19,19,22,23,23,20,22,22,17,23,21,22,18,19,16,15,21,24,22,18,18,22,21,18,21,20,22,18,20,22,26,22,24,21,20,24,21,20,19,18,24,21,21,26,25,26,25,23,24,25,20,23,23,20,24,20,25,26,21,21,21,22,18,24,20,22,19,25,19,21,19,22,20,22,21,25,24,35,26,27,24,25,26,24,27,26,24,26,37,23,23,22,37,39,30,22,21,23,20,25,31,26,28,23,22,23,20,30,23,24,21,22,20,16,15,15,20,17,15,14,13
19055,19,18,20,19,18,16,18,17,17,18,15,26,16,19,18,20,16,16,15,14,14,19,18,18,17,18,16,16,20,17,17,16,16,19,20,42,17,16,15,15,15,15,13,15,15,14,16,14,24,22,28,28,32,31,32,29,28,29,29,35,32,31,36,31,32,35,29,37,34,34,33,30,32,31,27,28,27,25,28,32,21,26,29,34,28,25,24,28,25,28,25,22,27,29,27,22,19,27,24,23,24,18,22,22,20,22,19,21,25,25,23,17,21,22,19,21,21,25,21,20,18,18,21,21,21,20,23,24,23,23,20,21,23,23,20,17,23,23,23,22,21,25,23,24,20,20,21,22,22,22,20,28,23,21,24,19,21,23,20,21,16,17,17,18,16,15,19,16,16,16,14,19,21,17,18,17,18,20,16,13,19,18,18,17,16,19,17,18,16,18,22,20,20,18,17,20,20,18,18,23,24,22,21,17,22,20,20,20,17,20,17,19,18,19,20,21,20,18,22,22,23,19,20,21,23,26,27,21,22,21,20,17,19,20,20,18,20,20,22,19,18,17,20,18,22,22,28,29,21,19,20,21,18,20,19,20,19,19,20,17,16,20,36,18,18,15,19,18,20,43,27,18,17,19,17,17,18,18,19,18,18,18,17,16,15,16,15,14,15,14
19057,22,19,23,21,21,21,21,20,20,19,18,25,21,18,20,25,19,20,20,19,16,25,24,24,22,23,22,20,27,22,20,22,20,22,24,37,20,19,18,19,21,19,17,21,20,17,19,18,26,26,28,29,28,30,31,32,33,29,31,34,34,34,36,33,35,36,33,38,34,36,36,37,32,32,29,30,32,29,31,32,25,29,33,34,33,31,30,36,30,32,32,29,32,29,29,27,26,33,30,28,29,24,27,27,26,25,25,27,31,28,26,28,26,26,24,27,28,27,27,26,23,25,25,27,28,24,26,27,27,25,24,26,26,27,23,22,26,27,25,27,26,28,28,29,27,26,30,29,30,30,30,28,20,28,29,27,30,30,27,25,25,27,28,26,27,26,21,21,21,21,20,26,22,23,22,21,24,23,22,23,24,23,20,20,20,23,23,22,23,23,25,26,22,23,22,25,24,24,24,27,26,26,25,23,27,24,23,25,24,25,24,25,25,25,29,27,26,25,28,27,26,27,26,30,29,30,29,28,26,28,27,25,27,26,26,25,26,26,26,26,24,23,25,26,25,30,33,32,26,27,28,28,26,25,27,24,25,26,24,23,25,33,32,25,22,23,28,23,23,29,26,26,26,25,24,24,26,23,25,23,25,22,19,20,19,25,22,19,19,19
19059,20,19,20,19,20,17,19,20,18,18,18,35,18,20,18,16,18,17,15,17,14,21,20,20,22,22,21,19,28,20,20,20,18,18,20,34,18,16,16,16,19,18,16,19,21,17,20,17,24,26,27,30,32,30,30,32,29,27,30,34,34,33,34,30,33,34,30,40,37,35,33,30,33,33,26,28,29,28,30,29,24,32,33,34,31,31,26,31,28,27,26,24,28,27,25,26,26,34,28,24,22,20,24,25,21,22,23,24,27,27,25,25,26,26,26,28,27,24,26,23,25,23,24,23,24,23,30,25,26,27,25,27,28,22,22,24,23,23,20,23,22,23,23,23,23,22,24,23,24,24,23,27,25,24,26,25,29,26,21,24,22,21,20,20,21,22,20,16,17,17,16,21,20,19,20,18,21,20,20,18,19,19,17,19,17,19,20,20,19,21,22,20,22,21,17,21,20,19,19,23,21,19,21,19,21,18,17,20,17,21,19,19,20,22,26,22,22,21,23,19,24,22,23,22,23,26,25,23,21,23,25,21,23,22,21,21,19,24,24,21,24,22,23,23,36,28,34,31,24,24,25,24,24,22,23,25,24,42,25,23,21,24,21,23,20,17,20,18,20,25,22,25,24,21,24,21,24,23,22,20,22,21,20,17,15,20,21,19,18,19
19061,23,20,21,20,20,19,21,18,19,18,16,21,17,17,18,19,17,17,17,16,16,22,21,20,18,21,20,18,22,18,19,19,18,20,19,38,18,17,17,16,17,16,15,17,17,16,18,16,23,24,28,29,30,34,32,34,33,32,34,39,37,38,40,36,39,39,36,40,38,36,37,35,37,36,34,36,33,35,35,37,30,32,37,38,34,32,31,35,30,33,35,26,33,33,29,28,25,32,30,28,31,24,28,26,26,26,25,26,30,29,25,26,26,26,24,26,24,29,26,25,24,25,26,26,26,23,27,28,26,28,24,27,27,26,25,23,27,29,26,26,24,28,27,28,26,26,31,30,31,30,30,33,25,26,30,27,32,31,25,23,21,22,23,21,21,21,19,19,19,19,16,23,22,21,22,21,22,23,22,21,25,23,22,22,22,24,22,22,19,21,23,24,24,23,20,23,23,22,23,26,25,24,26,23,26,23,23,23,20,25,23,22,22,22,27,23,23,22,25,23,24,22,24,24,24,26,25,26,25,25,25,22,24,23,22,20,24,24,22,23,21,21,23,20,23,25,29,29,26,25,26,24,24,24,23,23,24,23,23,22,21,24,37,26,21,21,25,22,23,41,27,25,23,24,24,22,22,22,21,19,20,19,20,23,19,21,20,20,19,18
19063,32,29,24,27,22,21,24,20,21,22,23,35,22,31,19,20,26,22,18,22,18,26,22,28,24,24,27,20,33,25,28,26,21,23,26,35,23,25,23,17,17,17,18,18,18,19,19,17,23,25,25,29,25,24,28,26,26,23,26,36,35,41,36,32,35,33,33,38,34,30,33,30,33,29,22,24,27,26,32,33,26,27,33,37,26,29,30,28,25,29,26,25,29,31,27,29,25,35,28,31,25,26,27,26,23,26,24,28,31,29,26,26,29,25,27,27,29,22,20,20,21,22,25,22,24,23,26,24,23,22,21,22,21,23,21,22,22,22,22,28,25,30,24,27,21,23,26,26,25,30,27,32,30,24,27,28,29,27,27,24,22,19,22,19,22,23,18,16,16,18,14,21,19,16,19,18,18,21,20,18,25,22,22,20,19,23,22,19,22,23,24,21,20,22,21,22,22,19,20,25,23,27,24,22,26,23,19,24,19,26,21,21,22,17,28,21,22,23,25,23,21,20,24,27,20,24,20,22,24,24,23,19,18,23,23,21,20,21,21,24,23,21,23,21,29,24,30,25,21,24,25,24,23,24,26,22,22,37,20,20,18,22,15,21,19,23,24,21,22,36,22,20,20,19,19,19,22,19,22,20,20,19,20,22,19,23,19,18,19,18
19065,23,24,24,20,23,22,22,20,22,19,19,26,18,21,22,22,23,19,19,18,20,23,22,22,23,22,24,20,25,21,22,22,20,20,25,44,21,22,20,19,18,18,15,18,19,14,18,17,22,24,26,29,29,30,30,26,28,24,27,35,32,32,34,31,34,33,30,37,32,34,32,29,31,31,29,29,29,30,30,33,24,28,34,35,32,30,27,30,28,29,28,22,27,30,26,25,22,33,25,22,25,20,22,24,21,22,21,20,25,25,21,21,21,22,18,20,23,25,20,21,19,20,21,21,20,18,22,19,21,23,20,21,22,22,21,19,21,20,21,21,18,24,21,23,22,18,22,22,23,22,20,26,21,22,21,20,25,23,21,20,21,19,20,20,20,19,18,16,17,15,12,20,20,18,17,18,19,21,19,16,19,20,19,19,18,20,19,17,15,16,17,20,17,19,17,20,20,20,18,23,22,19,20,19,26,19,20,21,21,21,20,20,19,20,24,22,23,20,24,22,23,20,21,21,22,24,24,22,21,23,20,21,21,19,19,16,19,22,21,19,18,17,19,18,21,23,29,26,23,21,21,21,20,20,21,18,19,26,21,17,18,18,25,23,20,16,21,18,17,38,28,17,18,18,18,18,19,19,18,18,16,17,17,18,17,15,17,17,16,16
19067,27,26,27,23,26,25,25,25,27,19,22,37,24,28,25,21,23,22,21,25,18,30,27,27,27,27,27,22,32,25,26,28,21,22,26,39,24,22,22,20,22,20,18,19,21,17,23,20,28,28,31,29,31,29,30,27,32,26,30,38,34,39,39,35,37,36,34,40,36,37,37,32,34,32,29,29,32,30,31,33,25,31,34,37,30,32,29,35,29,31,31,27,33,31,32,31,27,37,33,30,31,22,30,28,27,26,27,26,31,29,29,30,27,27,22,28,28,31,25,28,25,26,24,28,28,24,27,31,27,27,25,29,30,29,27,24,27,27,29,29,25,27,26,26,24,25,31,31,32,29,30,34,31,30,31,29,34,33,30,27,23,28,27,26,25,24,21,19,20,22,19,26,26,22,23,21,25,24,25,22,25,26,26,24,22,24,21,22,21,21,24,26,23,23,18,22,22,24,21,28,24,23,24,24,25,23,22,24,20,24,20,22,21,23,25,25,27,25,27,22,25,23,25,22,25,27,26,25,24,24,24,20,22,24,23,22,20,26,23,25,22,21,21,20,23,25,32,30,30,26,25,24,22,23,24,19,24,26,24,22,21,24,23,25,20,19,26,22,26,42,24,24,23,20,22,22,23,21,22,21,25,19,21,21,17,23,20,20,23,20
19069,25,20,19,22,21,23,22,20,21,18,17,33,20,30,19,16,19,20,19,19,17,25,26,23,26,22,22,21,33,20,20,21,20,18,20,40,16,17,19,16,16,14,13,15,15,13,14,17,21,23,21,27,24,26,28,28,27,25,25,31,30,36,34,32,33,32,28,38,30,34,31,27,30,25,28,29,27,24,27,27,20,26,29,33,28,26,26,26,25,28,26,21,28,24,27,23,21,31,26,22,25,22,28,24,22,26,22,23,28,23,27,24,25,24,26,27,29,30,24,23,22,21,21,22,20,19,22,23,25,26,25,22,30,26,23,21,23,23,22,21,20,21,21,26,24,20,22,22,22,20,17,24,23,20,21,17,23,21,22,20,17,18,21,21,17,19,17,18,22,20,17,20,20,21,22,21,21,20,21,18,22,19,21,20,18,21,22,19,19,18,21,21,19,18,16,23,20,20,20,23,22,20,21,18,23,20,24,24,17,24,18,19,19,18,23,21,22,21,27,20,25,23,22,25,20,27,28,23,24,26,22,19,22,22,21,18,19,23,19,20,20,18,24,23,26,26,33,30,22,24,26,22,22,23,23,20,23,30,23,19,18,21,26,25,22,17,24,21,20,42,24,22,20,23,23,20,25,22,22,20,23,21,20,20,15,17,20,16,18,18
19071,19,15,18,15,16,17,18,16,17,17,15,34,18,22,21,15,16,18,15,14,15,21,20,20,19,20,19,14,25,19,17,20,17,16,19,37,19,15,13,16,18,16,17,19,17,12,19,16,18,26,25,29,27,26,26,26,27,26,26,28,32,34,31,27,29,32,30,37,29,30,34,29,27,29,25,27,25,27,26,26,19,27,30,29,28,31,25,24,23,24,26,21,21,24,24,22,22,29,25,20,24,17,24,23,20,21,22,21,23,24,20,21,23,25,22,23,24,22,19,24,19,20,19,21,18,20,20,20,23,21,18,24,23,27,25,20,23,19,20,19,21,22,19,19,19,18,20,20,21,20,18,21,22,20,17,17,22,17,19,16,18,14,16,17,16,14,17,15,16,12,12,19,20,21,17,15,17,20,18,19,24,21,21,20,17,19,20,20,15,17,22,17,18,19,15,20,21,20,17,18,21,20,18,19,22,21,20,20,17,20,18,18,16,16,24,18,20,20,19,22,22,23,17,21,23,23,25,21,22,20,15,17,18,17,16,16,18,19,20,16,18,17,16,19,20,20,38,25,19,22,23,19,20,20,19,17,19,37,20,18,14,41,39,23,17,17,20,20,19,31,18,21,20,18,18,19,32,20,19,16,17,19,17,17,19,16,17,15,14,15
19073,29,25,23,23,20,21,25,20,23,18,20,39,21,30,22,18,19,20,18,20,20,25,29,27,25,26,26,23,34,24,28,27,23,23,26,39,21,21,22,18,17,20,19,22,20,20,20,18,24,26,27,27,29,27,26,28,28,27,27,32,34,38,35,33,30,36,29,35,35,35,34,29,30,28,30,26,25,27,27,28,26,30,36,33,33,33,28,31,30,30,30,24,28,28,28,28,22,35,31,25,24,23,25,26,25,24,23,26,26,31,27,27,29,29,26,33,28,31,25,24,25,27,25,26,24,20,28,27,27,26,26,26,27,26,24,23,29,27,28,24,25,25,27,27,24,26,27,29,30,29,28,27,27,25,29,28,29,29,27,27,25,25,22,23,25,21,19,18,19,18,19,23,23,20,19,19,24,24,23,20,24,22,18,22,19,25,24,24,22,25,27,25,27,27,22,25,26,20,20,26,24,25,23,21,24,22,21,25,21,26,25,26,24,24,28,26,27,24,31,26,30,24,28,29,27,29,25,26,22,20,24,21,23,22,23,20,21,29,22,21,19,23,23,21,29,27,41,33,23,25,27,27,24,22,24,25,25,38,25,26,25,28,41,24,19,19,21,19,24,45,23,24,25,26,25,22,30,24,26,22,30,21,20,17,19,21,21,20,18,18
