fips,severity_index,deaths_2020_05_19,deaths_intervals_2020_05_19,deaths_2020_05_20,deaths_intervals_2020_05_20,deaths_2020_05_21,deaths_intervals_2020_05_21,deaths_2020_05_22,deaths_intervals_2020_05_22,deaths_2020_05_23,deaths_intervals_2020_05_23,deaths_2020_05_24,deaths_intervals_2020_05_24,deaths_2020_05_25,deaths_intervals_2020_05_25
26151,2,5.2,"(5, 5.497135187763993)",5.5,"(5, 5.972764360309174)",5.7,"(5.008314951494218, 6.429994179773959)",6,"(5.027633560573911, 6.8740603132151445)",6.2,"(5.037726875210476, 7.311790408405249)",6.4,"(5.042523747225532, 7.743886128786821)",6.6,"(5.024627407591028, 8.186166038301478)"
49037,3,4.6,"(4, 5.547744318988545)",5.1,"(4.153720735153872, 6.001094542260898)",5.6,"(4, 7.492326259863683)",6.1,"(4, 8.60205959092266)",6.6,"(4, 9.602061044765488)",7,"(4, 10.19025304492816)",7.4,"(4.339170284890321, 10.41710834893655)"
42131,3,4.6,"(4, 5.536410643877105)",5.1,"(4, 6.57263096380196)",5.6,"(4, 7.682072648342135)",6.1,"(4, 8.389116443294956)",6.6,"(4.57686465746426, 8.680455011819346)",7.1,"(4.509526655886628, 9.747507369460632)",7.6,"(4.985058149504294, 10.276168177483637)"
17181,3,4.5,"(4, 14.263978777300743)",5,"(4, 13.1743665360921)",5.5,"(4, 12.423644950057724)",6.1,"(4, 11.854215947435252)",6.6,"(4, 11.294799867723981)",7.1,"(4, 12.240952628513572)",7.7,"(4, 14.01343706651436)"
37117,3,4.5,"(4, 10.961244519023097)",5,"(4, 9.915719676348191)",5.5,"(4, 11.894709270717007)",6,"(4, 11.267801035015262)",6.6,"(4, 10.793115059624789)",7.2,"(4.097019401170028, 10.422798379707162)",7.9,"(5.660716385292034, 10.10533956074975)"
28149,3,4.4,"(4, 5.804870140432289)",4.9,"(4, 7.552253350668329)",5.4,"(4, 7.4828241977716345)",5.8,"(4.50565082886307, 7.2671674102773505)",6.4,"(5.259261852890567, 7.496562592449535)",6.9,"(5.104656726701514, 8.651872185099695)",7.4,"(4.966209686553532, 9.843443429600232)"
31067,3,4.4,"(4, 5.277277674396871)",4.9,"(4, 6.536635406283969)",5.5,"(4, 7.862156282395817)",6.1,"(4, 9.278867289260518)",6.9,"(4, 10.5483497974488)",7.8,"(5.155841612160854, 10.683161396104287)",8.9,"(5.060915022765272, 12.764152014390394)"
51159,3,4.4,"(4, 5.160480611352582)",4.9,"(4, 6.129210878029589)",5.3,"(4, 7.143537890058013)",5.8,"(4, 7.902924230612236)",6.2,"(4, 9.593556800379533)",6.7,"(4, 10.834552489177938)",7.2,"(4, 12.01910843238466)"
48381,3,4.4,"(4, 5.088174566906852)",4.9,"(4, 6.0667414880433554)",5.3,"(4, 7.0426216919679225)",5.7,"(4, 7.9952962726455326)",6.1,"(4, 8.621190619599254)",6.6,"(4.977837221080527, 8.016221834212327)",7,"(4.901137405206369, 9.078561253330916)"
31109,3,4.4,"(4, 5.280863225595219)",4.9,"(4, 6.133573424378522)",5.3,"(4, 6.941034315980756)",5.8,"(4, 7.640354239326985)",6.2,"(4, 9.027026455487647)",6.7,"(4, 10.341455953248461)",7.2,"(4, 11.171951978202287)"
47003,3,4.4,"(4, 5.297147438676743)",4.8,"(4, 5.998739803305202)",5.2,"(4, 6.913784942522347)",5.6,"(4, 7.5347603095183215)",6,"(4.921851081896539, 7.022565538848709)",6.4,"(4.6285248169138695, 8.183894402243038)",6.9,"(4.505818480465437, 9.212606316692794)"
40139,3,4.4,"(4, 5.109731862559714)",4.8,"(4, 6.121750509939139)",5.3,"(4, 7.1767611103076385)",5.7,"(4, 8.233387013465155)",6.2,"(4, 9.353842334377042)",6.7,"(4, 10.543217286408488)",7.3,"(4, 11.59669853158713)"
51179,3,4.4,"(4, 5.1634754479681515)",4.8,"(4, 6.093536347588946)",5.1,"(4, 7.110398421709809)",5.4,"(4, 7.768908812082482)",5.7,"(4, 8.548389472839098)",6,"(4, 8.931337450047632)",6.3,"(6.020065764196648, 6.531199106394993)"
47169,3,4.4,"(4, 5.088670370216302)",4.7,"(4, 5.750291724996891)",5.1,"(4, 6.269515431667032)",5.4,"(4, 6.601450115607956)",5.6,"(4, 7.360891259460782)",5.9,"(4, 7.653870896562005)",6,"(4, 9.04041124420141)"
1059,3,4.4,"(4, 5.354944726710973)",4.7,"(4, 6.16238740930069)",5.1,"(4, 6.3564116557295876)",5.4,"(4, 7.219647068039814)",5.7,"(4, 8.159729349719504)",6,"(4, 8.682064479193466)",6.2,"(4, 8.92259389225475)"
48199,3,4.4,"(4, 5.281133028123547)",4.7,"(4, 5.770367070664195)",5.1,"(4, 6.561357432018025)",5.4,"(4, 7.022276696691226)",5.7,"(5.134019686551219, 6.181347822348918)",6,"(5.160617317992786, 6.82792583725074)",6.3,"(5.181777548913516, 7.472961189813295)"
51003,3,4.4,"(4, 4.700602885905228)",4.7,"(4, 5.425484669926234)",5.1,"(4, 6.187812398260966)",5.5,"(4, 6.99061294077799)",6,"(4, 7.849251076220637)",6.4,"(4, 8.784199469232925)",6.9,"(4, 9.783019833960719)"
13087,3,4.4,"(4, 5.185371096127338)",4.9,"(4, 6.1577241368331235)",5.4,"(4, 7.212310753433258)",5.9,"(4, 8.240475725641382)",6.3,"(4, 9.260798550446514)",6.8,"(4, 9.928275392991186)",7.2,"(4, 10.535706667236372)"
1089,3,4.4,"(4, 4.688054765105525)",4.7,"(4, 5.392198967465981)",5.1,"(4, 6.116701396222736)",5.5,"(4, 6.871173251776113)",5.9,"(4, 7.670122660937747)",6.2,"(4, 8.492725371608637)",6.6,"(4, 9.331074350005556)"
13033,3,4.4,"(4, 5.242420658219292)",4.9,"(4.031727625681685, 5.643269545583476)",5.4,"(4.120725320882862, 6.568047011679312)",5.9,"(4.21184983240416, 7.499857295482624)",6.4,"(4.283013968717687, 8.454321184722447)",6.9,"(4.339934019249387, 9.43918528523599)",7.4,"(4.394562668509764, 10.441109608754267)"
35053,3,4.4,"(4, 4.964597638881154)",4.7,"(4, 5.832896082894996)",5.1,"(4, 6.674071481767786)",5.4,"(4, 7.264712083751462)",5.8,"(4, 7.8337469222906755)",6.2,"(4, 8.695464027293673)",6.6,"(4, 9.161702022948308)"
31041,3,4.4,"(4, 4.800805935965742)",4.7,"(4, 5.737523289691366)",5.2,"(4, 6.740987936261986)",5.6,"(4, 7.786462740524877)",6.2,"(4, 9.498445759929398)",6.8,"(4, 10.841025401318918)",7.5,"(4, 12.228596827789255)"
5075,3,4.4,"(4, 4.6806945120061)",4.7,"(4, 5.3859602351859515)",5.1,"(4, 6.130239949160896)",5.5,"(4, 6.944902924246435)",5.9,"(4, 7.850175400108603)",6.4,"(4, 8.934623082797254)",6.8,"(4, 10.210888617234053)"
48309,3,4.4,"(4, 4.688075801659019)",4.7,"(4, 5.40256759849394)",5.1,"(4, 6.148626048598698)",5.5,"(4, 6.931781589917457)",5.9,"(4, 7.759614689445188)",6.3,"(4, 8.638120948148764)",6.8,"(4.024190323968752, 9.560238084328926)"
1063,3,4.3,"(4, 5.007322708953653)",4.7,"(4, 5.8537236237213195)",5.1,"(4, 6.69448757351113)",5.4,"(4, 7.533928652366937)",5.8,"(4, 8.336462185872243)",6.1,"(4, 8.933660734739993)",6.5,"(4, 9.66561792725745)"
45067,3,4.3,"(4, 4.947736327438948)",4.7,"(4, 5.783655939256557)",5,"(4, 6.576447110677634)",5.4,"(4, 7.351565244524982)",5.7,"(4, 7.8866413767385675)",6.1,"(4, 8.396871524938911)",6.4,"(4, 9.201405887873852)"
4027,3,4.3,"(4, 5.07565100042037)",4.7,"(4, 5.656981204925151)",5,"(4, 6.351139895907283)",5.2,"(4, 6.949788146786359)",5.4,"(4, 7.647356793903866)",5.7,"(4, 9.389294958728051)",5.8,"(4, 9.013938807891982)"
51177,3,4.3,"(4, 4.646803340198572)",4.7,"(4, 5.280182789086852)",5,"(4, 5.9186094494186055)",5.3,"(4, 6.564367800604666)",5.7,"(4, 7.233093185902253)",6,"(4, 7.971723791133734)",6.3,"(4, 8.785058521035419)"
18079,3,4.3,"(4, 4.902001039560938)",4.7,"(4, 5.677386030342585)",5,"(4, 6.410322681969759)",5.3,"(4, 7.099096301346085)",5.6,"(4, 7.459528267227162)",5.8,"(4.965678301059965, 6.6003803363561335)",6.1,"(4.776335024814811, 7.355196151989758)"
6097,3,4.3,"(4, 4.913883077257088)",4.7,"(4, 5.685564247608678)",5,"(4, 6.425954670633359)",5.3,"(4, 7.129486367770848)",5.5,"(4, 7.80725043326463)",5.8,"(4, 8.4667202504265)",6,"(4, 8.830035302648024)"
20111,3,4.3,"(4, 4.692650500710991)",4.7,"(4, 5.385100974642474)",5,"(4, 6.041651510612041)",5.3,"(4, 7.439724111281309)",5.6,"(4, 8.291681879502793)",5.8,"(4, 9.02061051508857)",6.1,"(4, 9.730414781135506)"
37049,3,4.3,"(4, 4.651120291595859)",4.7,"(4, 5.307232729098916)",5,"(4, 5.971864423037891)",5.3,"(4, 6.64520400870946)",5.7,"(4, 7.341691672247858)",6,"(4.005842568929949, 8.047004894458695)",6.4,"(4.0461930290784975, 8.766252514213484)"
55019,3,4.3,"(4.003085302943406, 4.662661467827519)",4.7,"(4.009364417226501, 5.343144450266133)",5,"(4.024351698231067, 6.042043774481877)",5.4,"(4.043308174731608, 6.773739678186184)",5.8,"(4.074377907311574, 7.541311625560569)",6.2,"(4.117454949341028, 8.342935604953881)",6.7,"(4.176037391711493, 9.175241223038295)"
1001,3,4.3,"(4, 4.699531980550859)",4.7,"(4, 5.402853170652609)",5,"(4, 6.129986776628792)",5.3,"(4, 7.364865494610241)",5.6,"(4, 8.224937943553675)",6,"(4, 9.001463875644179)",6.3,"(4, 9.785068303705646)"
45029,3,4.3,"(4.0000427400298255, 4.6751001112719734)",4.7,"(4.005499428055167, 5.366463292223058)",5,"(4, 6.099409094030795)",5.4,"(4, 6.8418424142407375)",5.8,"(4, 7.612164071560675)",6.2,"(4, 8.412681195288503)",6.6,"(4, 9.256989786855966)"
42049,3,4.3,"(4, 5.699000045307238)",4.8,"(4, 6.07378104005204)",5.2,"(4, 6.721268506599696)",5.7,"(4.761508634511971, 6.4428002091593)",6.1,"(4.62470417872937, 7.410436272348942)",6.5,"(5.445829608599161, 7.414970138658174)",6.8,"(5.5711982088287595, 8.10703788767069)"
19005,3,4.3,"(4, 4.6396846180771725)",4.7,"(4, 5.270656310138051)",5,"(4, 5.936531446150916)",5.3,"(4, 6.68537575208646)",5.6,"(4, 7.391483389091149)",5.9,"(4, 8.096795390335723)",6.2,"(4, 9.4813145567351)"
48251,3,4.3,"(4, 4.633038292279463)",4.6,"(4, 5.26794928197909)",5,"(4, 5.902352619179016)",5.3,"(4, 6.537540250423076)",5.6,"(4, 7.174494337013024)",5.9,"(4, 7.8545425711725105)",6.2,"(4, 8.572154607057447)"
28151,3,4.3,"(4, 4.877051849905889)",4.6,"(4, 5.630421017688517)",4.9,"(4, 6.3380351785111)",5.2,"(4, 6.99583661668283)",5.5,"(4, 7.631779047311454)",5.7,"(4, 7.948375300030541)",5.9,"(4.96007661860524, 6.932999617500701)"
35006,3,4.3,"(4, 4.94517079296583)",4.6,"(4, 5.765849274503091)",4.9,"(4, 6.546587577645703)",5.3,"(4, 7.294153146487877)",5.6,"(4, 8.01382107847814)",5.9,"(4, 8.717070168398347)",6.2,"(4, 9.137100030283314)"
13029,3,4.3,"(4, 4.631970461349046)",4.6,"(4, 5.260014165459735)",5,"(4, 5.898365319201644)",5.3,"(4, 6.588906572830171)",5.6,"(4, 7.360751057772488)",6,"(4, 8.06425472606589)",6.3,"(4, 8.7822762455433)"
5023,3,4.3,"(4, 4.630977936782906)",4.6,"(4, 5.264285421228088)",5,"(4, 5.8908083035282255)",5.3,"(4, 6.516917324286847)",5.6,"(4, 7.166649285288754)",5.9,"(4, 7.818893704696194)",6.2,"(4.0066296915391, 8.480541823687886)"
12035,3,4.3,"(4, 4.652324814576826)",4.6,"(4, 5.287192059804369)",4.9,"(4, 6.337758015840963)",5.2,"(4, 7.098480929989438)",5.5,"(4, 7.783965556936919)",5.8,"(4, 8.455170948777898)",6,"(4, 9.120050565284599)"
42085,3,4.3,"(4, 7.581571589569024)",4.9,"(4, 7.733067052241775)",5.5,"(4, 7.827680515740392)",6,"(4, 9.014894483095029)",6.6,"(4, 10.257561865982208)",7.1,"(4, 11.350535621682063)",7.6,"(4, 12.419383946334412)"
5139,3,4.3,"(4, 5.0272376205386555)",4.6,"(4, 6.021954025893246)",4.9,"(4, 6.8058899203818)",5.2,"(4, 7.52924789575015)",5.4,"(4, 8.192367628620818)",5.7,"(4, 8.809434966285759)",5.9,"(4, 9.317422139849738)"
28145,3,4.3,"(4, 4.88974447005767)",4.6,"(4, 5.654516757764824)",4.9,"(4, 6.382859459114333)",5.2,"(4, 7.0855534292538795)",5.5,"(4, 7.765564624649904)",5.8,"(4, 8.12755529122649)",6.1,"(4, 8.627464342934134)"
37167,3,4.3,"(4.002626592547266, 4.622692514977945)",4.6,"(4.005877768076663, 5.244124116399345)",4.9,"(4.013945561929563, 5.8707203510246275)",5.3,"(4.022263663484744, 6.5076870306675465)",5.6,"(4.035865455457059, 7.156050943312068)",5.9,"(4.052995637563355, 7.832726534468613)",6.3,"(4.082107007838609, 8.51963403057389)"
51610,3,4.3,"(4, 4.6246795022037075)",4.6,"(4, 5.258880086450487)",4.9,"(4, 5.904974881785941)",5.2,"(4, 6.607927154418857)",5.6,"(4, 7.416774339134111)",5.9,"(4, 8.205693260016577)",6.3,"(4, 8.912643319278722)"
36057,3,4.3,"(4, 4.60802547452381)",4.6,"(4, 5.207333476353212)",4.9,"(4, 5.808422286573656)",5.2,"(4, 6.405571778499182)",5.5,"(4, 7.0145662508050926)",5.8,"(4, 7.623807936669017)",6.1,"(4, 8.244739136941067)"
36037,2,4.3,"(4, 5.228481651174961)",4.6,"(4, 5.4559707038280525)",4.8,"(4, 5.780264856511175)",5.1,"(4, 6.108221701633845)",5.3,"(4, 6.5708544515357294)",5.4,"(4, 7.010770076406709)",5.5,"(4, 7.43054556391083)"
51099,3,4.3,"(4, 4.613325366339531)",4.6,"(4, 5.220061795500259)",4.9,"(4, 5.825074537820717)",5.2,"(4, 6.434346869137662)",5.5,"(4, 7.04997753078771)",5.8,"(4, 7.674304109767503)",6.2,"(4.01193502009466, 8.303818812084652)"
28013,3,4.3,"(4, 4.595953071146306)",4.6,"(4, 5.179576618886729)",4.9,"(4, 5.750991448888801)",5.2,"(4, 6.325824313640367)",5.5,"(4, 6.94134889317637)",5.8,"(4, 7.623585923938515)",6.1,"(4, 8.233406336066949)"
21059,3,4.3,"(4, 4.553943247852919)",4.6,"(4, 5.085491878748006)",4.8,"(4, 5.593367458914241)",5.1,"(4, 6.071080010873931)",5.3,"(4, 6.519860714775004)",5.5,"(4, 6.96497926897282)",5.7,"(4, 7.454989130547431)"
18041,3,4.3,"(4, 4.595474693151271)",4.6,"(4, 5.188200805147395)",4.9,"(4, 5.775334029095131)",5.2,"(4.011533271777168, 6.361218221691196)",5.5,"(4.039700019067362, 6.945954694623476)",5.8,"(4.067665993952999, 7.537189669244063)",6.1,"(4.098208935123178, 8.134868904709691)"
21029,3,4.3,"(4, 4.8324004909074985)",4.6,"(4, 5.540507859951489)",4.9,"(4, 6.2056542178891405)",5.1,"(4, 6.8368317475680005)",5.4,"(4, 7.440630635640092)",5.6,"(4, 8.030516777832876)",5.8,"(4, 8.33716890997015)"
1069,3,4.3,"(4, 4.564898215503184)",4.6,"(4, 5.106940217660083)",4.9,"(4, 5.623542728631415)",5.1,"(4, 6.124478649003064)",5.4,"(4, 6.611280402686632)",5.6,"(4.006663302205019, 7.065172530735599)",5.8,"(4.0382043971975925, 7.5354729819008375)"
13077,3,4.3,"(4, 4.559176858250109)",4.6,"(4, 5.095719890725274)",4.8,"(4, 5.617000141186165)",5.1,"(4, 6.110613179104039)",5.3,"(4, 6.569058413717192)",5.5,"(4, 7.011780826254028)",5.7,"(4, 7.4887910183286985)"
13229,3,4.3,"(4, 4.838252656517924)",4.6,"(4, 5.5363922219959365)",4.9,"(4, 6.209041013357655)",5.1,"(4, 6.856752905518805)",5.4,"(4, 7.488492399522006)",5.6,"(4, 8.10017328047188)",5.9,"(4, 8.360911993027178)"
42051,3,4.3,"(4, 4.578874109602073)",4.6,"(4, 5.143359142975914)",4.9,"(4, 5.6948814214504955)",5.1,"(4, 6.236516425768619)",5.4,"(4, 6.773627568406325)",5.7,"(4, 7.319482889482928)",5.9,"(4, 7.8633584740564535)"
13279,3,4.3,"(4, 4.856310814794827)",4.6,"(4, 5.594006155987689)",4.9,"(4, 6.297114200542569)",5.2,"(4, 6.980009768262294)",5.5,"(4, 7.645992850158476)",5.7,"(4, 8.294673109619282)",6,"(4, 8.620510890859496)"
13131,3,4.3,"(4, 4.565225197754191)",4.6,"(4, 5.127786707981557)",4.9,"(4, 5.720516562000411)",5.1,"(4, 6.27789488574139)",5.4,"(4, 6.817131883397979)",5.6,"(4, 7.987418590066747)",5.8,"(4, 8.680686851664035)"
55131,3,4.3,"(4, 4.553208703079252)",4.6,"(4, 5.0779520505912705)",4.8,"(4, 5.582648367679756)",5.1,"(4, 6.068097341931252)",5.3,"(4, 6.530662306723561)",5.5,"(4, 6.9765023980368035)",5.7,"(4.010318123529997, 7.418593503709102)"
13221,3,4.3,"(4, 4.649533499566246)",4.6,"(4, 5.2936265014225246)",4.9,"(4, 5.920322240962773)",5.2,"(4, 7.053002913792723)",5.5,"(4, 7.809159000935306)",5.8,"(4, 8.476825133856961)",6.1,"(4, 9.13426456343403)"
48135,3,4.3,"(4, 4.556850648151047)",4.6,"(4, 5.081341166084122)",4.8,"(4, 5.585527656282544)",5.1,"(4, 6.0784294902750435)",5.3,"(4, 6.584384463853374)",5.5,"(4, 7.081750925770634)",5.7,"(4, 7.568716877606614)"
40125,3,4.3,"(4, 4.585458621565919)",4.6,"(4, 5.16387860771677)",4.9,"(4, 5.732205914997731)",5.2,"(4, 6.2944103551719754)",5.4,"(4, 6.846496716186998)",5.7,"(4, 7.4074927017104635)",6,"(4, 7.972975478509263)"
42063,3,4.3,"(4, 4.569492216185683)",4.6,"(4, 5.122906072745772)",4.8,"(4, 5.659260699935646)",5.1,"(4, 6.1830455890785085)",5.4,"(4, 6.695325216061219)",5.6,"(4, 7.200090379491581)",5.8,"(4, 7.71390553440115)"
1119,3,4.3,"(4, 4.558229149370285)",4.6,"(4, 5.093373211546498)",4.8,"(4, 5.69913886693796)",5.1,"(4, 6.248093355121868)",5.3,"(4, 6.77347236000252)",5.5,"(4, 7.922471646780335)",5.7,"(4, 8.581836126379262)"
28073,2,4.3,"(4, 4.539799847681858)",4.6,"(4, 5.0769475941563)",4.8,"(4, 5.57962943946905)",5,"(4, 6.054174525954339)",5.2,"(4, 7.106502086780852)",5.4,"(4, 7.74919043621089)",5.6,"(4, 8.242006268863726)"
36019,2,4.3,"(4, 4.544643621530367)",4.5,"(4, 5.065048687698744)",4.8,"(4, 5.565475871269799)",5,"(4, 6.047760592054984)",5.3,"(4, 6.5088798474613965)",5.5,"(4, 6.951949884356997)",5.7,"(4.009399439728708, 7.38691281134051)"
26039,3,4.3,"(4, 4.547373761193354)",4.6,"(4, 5.073801947108267)",4.8,"(4, 5.5823486029271345)",5.1,"(4, 6.080705156424335)",5.3,"(4, 6.571622091830632)",5.5,"(4, 7.057656526306769)",5.8,"(4.006625303692071, 7.538075291723062)"
37021,2,4.3,"(4, 4.535282827207954)",4.5,"(4, 5.046091894884861)",4.8,"(4, 5.530871114312576)",5,"(4, 5.982847459628634)",5.2,"(4, 6.432144599351548)",5.4,"(4, 6.858500464239594)",5.6,"(4, 7.273844752224335)"
48189,3,4.3,"(4, 4.551908655136901)",4.5,"(4, 5.0846289686075155)",4.8,"(4.001813961999254, 5.602111214764388)",5.1,"(4.008175161831774, 6.1095693098638915)",5.3,"(4.012537167529835, 6.614262831441092)",5.6,"(4.02468098545203, 7.105243344902582)",5.8,"(4.038801164358141, 7.5906260897669515)"
22011,2,4.3,"(4, 4.5486220135478925)",4.5,"(4, 5.08570114303674)",4.8,"(4, 5.6542374484388755)",5,"(4, 6.171909568285075)",5.3,"(4, 6.663288767193761)",5.5,"(4, 7.778160001694902)",5.7,"(4, 8.412366670063541)"
26057,2,4.3,"(4, 4.819936395426612)",4.5,"(4, 5.535266621337882)",4.8,"(4, 6.314762669674917)",5,"(4, 6.96016580566755)",5.3,"(4, 7.5649216143997124)",5.5,"(4, 8.123062827436927)",5.7,"(4, 8.656936657028702)"
17021,3,4.3,"(4.005486762408991, 4.558063703722685)",4.5,"(4, 5.107827326628615)",4.8,"(4, 5.631153443499608)",5.1,"(4, 6.148905435901548)",5.3,"(4, 6.656770306717818)",5.6,"(4, 7.154844908119131)",5.8,"(4, 7.641950761484994)"
28081,2,4.3,"(4, 4.514123707089548)",4.5,"(4, 5.001985705031337)",4.8,"(4, 5.461640087009992)",5,"(4, 5.8993743792730085)",5.2,"(4, 6.311746797320455)",5.4,"(4, 6.708874885724868)",5.5,"(4, 7.101915227163535)"
42125,2,4.3,"(4, 4.51077189339773)",4.5,"(4, 5.039674634889168)",4.7,"(4, 5.499152895838011)",4.9,"(4, 5.931846223251482)",5.1,"(4, 7.159772196922336)",5.2,"(4, 7.778652265123726)",5.4,"(4, 8.216013079637662)"
21207,2,4.3,"(4.003459913910387, 4.5446576427771)",4.5,"(4, 5.0891431449602855)",4.8,"(4, 5.654893578832573)",5,"(4, 6.1672115909283445)",5.3,"(4, 6.664407289832955)",5.5,"(4, 7.772053633261147)",5.8,"(4, 8.41399646382445)"
6089,2,4.3,"(4.000898241707675, 4.534253697663384)",4.5,"(4, 5.057144518215616)",4.7,"(4, 5.583673245016076)",5,"(4, 6.2407144393686504)",5.2,"(4, 6.967811863238935)",5.5,"(4, 7.523683536546088)",5.7,"(4, 8.0292057732872)"
40097,2,4.3,"(4.004377143004562, 4.511268178748272)",4.5,"(4.007712494096076, 5.005186000513007)",4.7,"(4.0083262332208225, 5.486254460562825)",5,"(4.015817172856155, 5.944021502338066)",5.2,"(4.019531655905604, 6.391610314549071)",5.4,"(4.030101755459801, 6.822484812975943)",5.6,"(4.0318271721210035, 7.2538904993769675)"
54019,3,4,"(3, 9.196358851709292)",4.8,"(3, 14.714219649176881)",5.7,"(3, 17.368117319401303)",6.5,"(3, 20.003690799105556)",7.4,"(3, 22.60535166456245)",8.3,"(3, 25.160851423796075)",9.2,"(3, 27.44849952795012)"
51161,3,3.9,"(3, 6.9970111005096784)",4.7,"(3, 7.871556714817551)",5.5,"(3, 17.351533337446007)",6.3,"(3, 20.007529233041854)",7.2,"(3, 22.76294880438236)",8.1,"(3, 25.005071542183885)",9.1,"(3, 24.441885479345007)"
48037,3,3.7,"(3, 4.813932124571954)",4.4,"(3.2258094972811158, 5.405852368148176)",5,"(3.4154070260553957, 6.489183958186329)",5.7,"(3.506333510752678, 7.752406377576009)",6.4,"(3.5674130163745845, 9.11901773555112)",7.1,"(3.5820166604541566, 10.516123179061019)",7.8,"(3.564037133024048, 12.015906864266794)"
28093,3,3.7,"(3, 4.841675347855766)",4.3,"(3.2932904093597153, 5.339816773644146)",4.9,"(3.3873287405289014, 6.4845547041284375)",5.5,"(3.427245831630814, 7.700759703873815)",6.2,"(3.4541387663738496, 8.973901684140607)",6.9,"(3.4658184981796194, 10.295380378424849)",7.6,"(3.4688163574387865, 11.683266975934165)"
48291,3,3.7,"(3, 5.815524178180673)",4.3,"(3, 5.632559747517717)",5,"(3.744481437202587, 6.136440415826764)",5.6,"(3.0783438823995204, 8.096745721245481)",6.3,"(4.289945835592767, 8.20827683557775)",6.9,"(4.030479308207246, 9.820547785943594)",7.6,"(3.7893067127097404, 11.445549575862247)"
27103,3,3.7,"(3, 4.887086829249138)",4.3,"(3.343364190982394, 5.4118259486146)",4.9,"(3.4354897195810845, 6.668875926822317)",5.6,"(3.4940399505970587, 7.941763999307857)",6.3,"(3.5443612700851137, 9.266012365389125)",7,"(3.5805108102141343, 10.657163441737001)",7.8,"(3.5909724144093613, 12.060170818977829)"
28103,3,3.7,"(3, 4.787822782215144)",4.3,"(3.2809818336754355, 5.1996339366784206)",4.9,"(3.3032091207398695, 6.334057261163339)",5.4,"(3.207931486841543, 7.596046906571777)",6,"(3.2130320237616035, 8.75507839599341)",6.6,"(3.2436628975528303, 9.904249177672803)",7.2,"(3, 11.881964281120887)"
55103,3,3.6,"(3, 4.807686574466874)",4.1,"(3.269269770167255, 5.116896418967504)",4.7,"(3.339675437142629, 6.13459439557492)",5.2,"(3.4105539280099855, 7.140756839050868)",5.8,"(3.471897859754053, 8.171169564339854)",6.3,"(3.5217231050731197, 9.198962214535252)",6.9,"(3.580121602815696, 10.228856509688585)"
28117,3,3.6,"(3, 4.76120966688283)",4.1,"(3.1734358204851936, 5.030215640857636)",4.6,"(3.1030721159737227, 6.067499597933795)",5.1,"(3.1059067082912533, 7.022829874390612)",5.6,"(3.131397862198639, 7.951746397133559)",6,"(3, 9.626715003194972)",6.5,"(3, 10.70087991593436)"
18065,3,3.6,"(3, 4.731969297242089)",4.1,"(3.1837195742404227, 4.882526720746389)",4.5,"(3.172141939912481, 5.7749367134700815)",5,"(3.0739550483773916, 6.729616485161747)",5.4,"(3.0633285914869437, 7.569438988604878)",5.7,"(3.0744218649341746, 8.35515628957832)",6.1,"(3, 9.912015627429744)"
13219,3,3.5,"(3, 6.928137071822741)",4.1,"(3, 8.117026448139974)",4.7,"(3, 9.316100170553428)",5.2,"(3, 15.760304612806367)",5.8,"(3, 17.48183654491306)",6.4,"(3, 19.211642920970828)",7,"(3, 20.954308603248464)"
37149,3,3.5,"(3, 4.368393266656366)",3.9,"(3, 11.869340855530236)",4.4,"(3, 13.27455013660638)",4.9,"(3, 14.649249709338628)",5.3,"(3, 16.04249279547517)",5.8,"(3, 17.451503373617335)",6.3,"(3, 18.9012995279779)"
45077,3,3.4,"(3, 5.409741206122137)",3.8,"(3, 7.557918064511174)",4.2,"(3, 7.202984201175154)",4.6,"(3, 6.976764108002569)",5,"(3.1404567495004634, 6.7705758672963015)",5.4,"(4.089336119644579, 6.614801407298173)",5.8,"(4.232912860404717, 7.2836608404194045)"
1023,3,3.4,"(3, 4.141304980160473)",3.8,"(3, 6.38511742867177)",4.2,"(3, 12.408175212570132)",4.5,"(3, 13.464711447697281)",4.9,"(3, 14.494829396365747)",5.2,"(3, 15.505730437418219)",5.5,"(3, 16.50055196514919)"
37105,3,3.4,"(3, 4.373110133314224)",3.8,"(3, 7.542537098831833)",4.1,"(3, 7.143784454116566)",4.5,"(3, 6.846338443061565)",4.8,"(3.0618632221800732, 6.529232148500021)",5.1,"(3.9073483193755103, 6.280827299905655)",5.4,"(4.610230380535365, 6.168992524786623)"
53017,3,3.4,"(3, 4.016949387904444)",3.8,"(3, 4.916690124661995)",4.2,"(3, 5.791604519106387)",4.6,"(3, 6.660837845909194)",5,"(3, 7.287047028851114)",5.4,"(3.6963785831727796, 7.044581798121428)",5.8,"(3, 8.913438686046828)"
51069,3,3.4,"(3, 4.268889077127973)",3.8,"(3, 4.9514223008058496)",4.2,"(3, 5.833914555911217)",4.5,"(3, 6.4759413615935975)",4.9,"(3, 7.214790704221047)",5.3,"(3, 8.153021260852354)",5.7,"(3, 9.080226801296186)"
13311,3,3.4,"(3, 5.333579783649288)",4,"(3, 5.553682928668299)",4.5,"(3, 6.487895936186216)",5.1,"(3.7928148362676457, 6.485391024706956)",5.8,"(3.75210930452126, 7.748191897755814)",6.4,"(3.4872125686658464, 9.277885872126543)",7,"(3, 11.775276737276593)"
