state_fips,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08
1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.05,0.07,0.1,0.16,0.79,2.0,3.67,4.72,7.24,10.17,12.52,15.19,18.44,19.73,24.32,29.27,33.41,37.42,41.54,42.01,43.41,44.41,44.05,42.08,41.86,44.03,43.82,46.7,46.65,47.55,51.25,57.14,58.57,61.58,60.51,61.37,61.7,62.08,58.68,72.47,73.79,70.23,69.51,68.59,71.74,75.34,59.09,60.18,61.28,60.82,100.26,99.6,98.87,104.69,104.67,109.21,111.64,81.14,82.99,88.94,93.13,97.23,97.18,98.93,105.6,111.21,113.03,114.45,115.24,120.62,127.54,131.35,140.15,142.32,143.25,150.23,147.81,144.25,131.44,126.08,127.79,130.71,132.47,134.4,134.21,143.99,148.51,150.63,152.65,151.06,153.46,160.81,161.2,163.8,167.58,172.58,175.19,169.67,168.35,172.91,172.4,172.39,172.49,176.3,183.21,182.73,186.88,193.73,197.67,207.21,215.93,216.84,220.62,221.25,236.41,242.94,241.93,237.98,237.07,236.74,245.19,240.87,241.58,253.99,260.62,281.6,300.73,302.16,307.43,312.34,317.04,321.55,309.13,303.17,306.23,309.0,311.23,307.52,306.51,308.83,314.82,312.77,308.69,311.22,307.03,305.26,297.84,285.43,287.34,287.93,292.73,289.67,284.54,300.65,296.69,297.73,294.75,314.55,323.79,333.62,333.07,349.74,355.7,360.98,334.37,321.92,309.75,290.93,273.7,263.44,254.93,251.92,265.97,265.08,261.69,261.36,258.39,257.23,257.34,243.23,246.22,246.82,238.76,226.63,230.0,233.29,234.88,234.51,240.31,251.61,266.59,263.19,261.41,262.13,258.8,254.41,256.14,257.01,256.65,259.85,259.51,256.04,258.25,254.2,249.78,252.69,250.09,248.66,250.44,248.81,249.3,251.38,254.61,257.2,259.43,258.16,255.68,254.11,255.74,252.04,255.99,265.99,262.21,267.18,275.86,278.45,283.34,276.5,271.65,276.2,274.13,292.98,296.37,297.91,302.44,302.11,311.28,310.56,292.02,293.46,293.35,295.66,300.65,288.5,287.5,289.96,285.85,279.98,270.96,263.36,269.26,273.4,270.17,279.28,291.51,303.67,308.46,311.42,310.03,313.73,304.54,292.55,260.31,240.94,235.08,238.15,241.37,242.01,263.8,293.36,316.09,328.53,333.07,334.73,339.14,331.28,342.01,350.73,353.77,359.43,359.99,366.71,384.94,381.94,378.55,375.67,373.65,377.2,425.86,412.47,408.95,365.26,343.97,332.2,323.39,277.68,279.54,278.31,299.59,302.07,303.65,292.48,270.4,267.59,276.21,296.38,315.13,320.18,332.43,346.62,344.71,336.96,332.05,318.89,301.26,300.84,303.13,295.34,288.94,286.82,288.44,302.86,297.8,291.26,290.33,274.92,252.81,249.94,244.25,239.15,235.6,226.18,237.13,247.25,245.82,239.97,212.97
2,0.54,0.27,0.27,0.61,0.73,0.9,0.97,1.05,1.42,1.63,2.38,3.7,6.16,7.29,9.32,13.08,19.11,27.54,34.6,39.46,41.67,42.52,47.58,50.06,53.88,52.91,53.3,59.56,64.79,66.3,67.68,66.29,69.43,73.69,71.11,68.36,66.65,66.4,62.27,62.64,62.31,62.29,61.85,60.57,58.24,61.17,59.64,57.45,57.99,58.65,61.32,68.42,72.49,73.85,79.29,83.32,89.25,93.32,94.7,97.16,105.9,102.43,101.33,101.39,110.32,118.71,121.89,119.7,128.87,134.45,133.33,132.67,127.86,134.66,144.53,143.27,146.49,152.46,172.4,195.14,211.73,214.29,220.55,216.48,215.2,188.66,182.19,177.5,177.98,185.7,196.57,204.98,228.7,229.75,227.14,238.88,239.71,230.41,219.31,210.14,204.28,211.4,223.2,242.68,262.53,281.75,319.08,367.15,388.74,392.75,395.85,405.0,419.71,426.73,419.6,431.75,447.62,469.43,464.91,466.5,488.56,503.36,532.46,526.56,522.63,526.49,499.61,462.0,460.43,492.12,528.06,554.9,592.91,635.47,658.28,667.03,631.94,617.14,634.23,663.17,678.73,706.62,723.41,750.5,783.45,780.87,755.6,755.48,746.02,759.83,740.93,699.74,692.09,685.94,666.19,665.65,650.12,634.79,667.99,685.22,691.23,701.25,749.59,765.43,820.34,850.55,854.72,867.24,871.14,810.14,808.53,793.65,763.93,764.15,765.37,764.05,769.61,788.14,797.76,803.73,816.65,821.61,819.58,832.1,824.68,817.0,797.21,767.44,756.53,757.31,707.92,702.28,666.81,694.43,699.57,680.57,658.36,696.16,693.64,731.0,734.84,735.13,742.17,738.27,732.46,695.92,698.97,674.1,659.35,652.24,657.35,691.18,707.51,698.89,725.02,746.05,751.9,764.26,789.36,778.45,792.31,795.64,826.83,822.66,822.02,795.0,859.14,897.3,948.47,928.93,983.41,985.24,1000.26,1070.73,1089.32,1089.47,1122.85,1094.55,1104.9,1138.14,1095.03,1055.24,1038.71,1029.77,1029.89,1064.1,1061.06,1063.65,1111.08,1155.47,1227.14,1260.73,1256.43,1293.56,1284.24,1277.92,1260.07,1226.79,1230.42,1215.24,1245.75,1285.0,1320.95,1346.86,1410.53,1443.75,1474.72,1519.46,1546.59,1622.1,1525.99,1426.21,1400.53,1421.35,1347.93,1359.38,1314.07,1401.34,1432.97,1414.7,1367.62,1372.5,1359.48,1306.62,1297.61,1288.48,1296.43,1271.51,1264.08,1216.09,1206.81,1171.79,1180.68,1172.56,1161.82,1124.96,1054.24,998.75,951.63,816.5,766.26,794.4,752.17,796.46,842.6,843.84,879.57,882.03,909.63,922.17,963.82,976.09,1022.39,1128.1,1176.57,1160.31,1175.58,1146.16,1152.06,1151.76,1111.88,1095.0,1100.65,1045.28,1019.13,939.59,871.97,824.25,817.21,782.41,790.43,806.26,854.16,900.56,925.33,927.36,954.55,985.72,1018.3,1010.35,1034.43,1049.8,1010.9,945.0,810.7
4,0.0,0.08,0.13,0.11,0.12,0.17,0.15,0.15,0.16,0.19,0.28,0.32,0.4,0.41,0.64,0.96,1.06,1.15,2.68,4.3,7.27,12.07,14.0,16.47,22.96,28.75,33.46,40.94,43.5,45.87,49.33,49.04,49.86,54.25,52.2,47.88,46.47,52.07,50.49,45.47,38.77,34.02,33.02,31.69,25.2,24.67,25.73,26.08,26.46,26.3,26.52,26.42,27.28,27.86,28.44,29.4,30.07,30.48,32.06,35.04,38.28,40.64,43.69,50.37,54.53,58.59,63.26,65.66,69.24,73.64,78.43,83.38,88.0,90.15,92.34,94.51,90.41,91.36,91.34,88.47,86.43,83.31,79.19,80.68,74.02,74.19,78.56,80.41,88.39,100.98,109.03,117.71,121.37,129.74,136.22,139.13,136.52,137.67,135.59,131.38,128.59,135.91,136.75,140.05,143.32,150.76,164.37,173.53,179.72,184.18,201.97,212.85,217.77,212.32,206.9,216.48,228.24,221.77,232.04,237.37,245.9,253.81,249.84,245.26,253.98,246.11,240.08,236.96,237.75,232.02,239.78,226.6,229.23,236.54,248.31,251.59,261.8,252.76,252.06,251.07,246.97,229.98,218.72,222.74,242.13,256.58,265.13,270.12,280.01,295.25,289.01,283.21,265.53,251.39,239.81,242.58,229.02,212.7,192.62,192.62,184.43,177.5,162.4,161.19,169.2,172.72,174.65,172.21,174.39,173.88,174.23,169.49,170.58,170.13,175.15,170.06,169.03,171.65,171.89,174.87,173.43,168.55,165.28,161.5,162.9,162.43,154.9,157.92,162.98,163.96,161.14,141.13,139.63,142.78,138.9,132.68,135.24,138.03,151.48,152.81,156.38,164.31,167.52,170.74,173.78,180.1,184.73,187.73,184.19,187.3,186.2,186.9,183.88,181.99,184.08,187.99,193.39,197.24,201.74,213.92,219.26,222.05,225.46,220.13,219.47,218.64,213.92,192.62,184.53,185.33,195.59,200.24,203.13,215.21,245.39,257.17,266.68,244.46,237.85,234.66,238.0,204.6,191.71,195.35,219.25,228.9,222.88,220.85,268.77,296.73,299.9,308.89,325.06,343.49,347.0,343.62,334.8,333.43,341.79,345.69,358.17,376.78,385.7,407.31,415.4,438.76,434.53,449.47,452.15,477.62,466.36,470.92,461.28,464.35,453.26,443.12,437.63,467.7,485.34,496.72,508.64,505.4,516.24,542.12,540.83,537.87,520.41,501.88,506.39,515.65,481.7,481.36,483.6,494.5,526.69,534.38,519.12,512.44,476.79,453.94,418.22,391.15,384.3,401.47,414.16,457.34,464.24,474.98,483.89,502.07,509.34,530.39,528.63,561.63,592.47,611.71,599.31,599.95,593.38,596.12,551.14,511.9,494.05,479.17,465.36,456.77,447.1,486.1,509.7,507.27,509.3,501.14,486.75,479.96,472.29,461.82,446.1,448.72,439.42,433.49,425.83,404.47,398.66,392.33,359.24
5,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.1,0.13,0.36,0.43,0.63,1.07,1.22,2.28,5.09,5.92,7.44,8.14,11.02,12.8,13.96,14.47,15.9,18.24,22.44,22.51,23.58,25.24,25.63,30.44,30.0,28.87,29.82,34.11,38.17,41.33,37.0,34.9,34.64,33.9,31.07,27.34,24.68,27.39,29.57,31.11,35.09,38.43,43.41,48.36,49.73,55.63,64.1,72.83,78.11,80.7,84.18,94.45,100.43,100.49,106.59,113.96,113.87,116.82,109.93,113.31,116.12,107.68,102.05,97.99,97.14,98.2,94.51,98.65,103.82,106.7,111.36,105.64,104.11,98.37,87.08,82.44,74.49,79.5,91.14,101.34,104.27,121.09,124.9,135.36,139.56,142.1,141.69,150.4,140.86,150.24,169.53,179.59,192.38,197.59,208.67,219.09,233.06,229.36,228.04,221.71,233.5,234.35,245.77,239.62,239.3,245.27,244.73,235.81,241.07,248.38,255.32,259.43,250.44,239.84,234.12,219.39,211.73,198.56,204.26,214.68,221.75,222.01,231.39,225.11,217.82,226.54,226.51,230.67,232.53,233.5,238.67,254.91,237.41,232.19,229.0,230.94,232.35,229.52,229.4,238.65,247.3,251.44,253.72,252.76,249.92,248.61,242.19,239.01,238.67,229.91,227.17,231.6,235.33,235.66,229.13,227.38,224.67,220.85,215.15,210.08,203.55,208.46,204.06,202.54,202.24,202.98,204.2,201.65,199.02,197.86,202.21,205.76,211.65,225.93,251.69,259.29,262.24,263.29,252.55,242.41,230.93,243.53,267.0,276.98,295.93,331.06,359.36,370.85,359.57,353.68,338.09,336.13,325.07,318.0,335.99,350.27,354.17,375.44,366.85,363.91,365.66,361.9,357.28,347.53,339.57,333.69,341.3,344.9,342.08,348.23,356.19,360.52,368.82,364.35,353.82,352.32,346.61,342.98,344.63,334.17,320.61,320.36,323.12,315.02,313.14,307.89,316.33,320.1,317.78,312.05,303.7,282.5,266.91,264.53,254.66,243.15,236.63,233.1,238.54,257.27,265.21,291.25,309.64,318.97,340.81,366.01,368.22,375.31,384.54,389.12,388.94,378.02,354.9,364.92,366.93,373.11,384.7,381.62,360.99,365.47,348.6,353.82,324.27,298.62,263.6,265.48,301.11,316.09,304.88,317.32,335.78,369.63,379.33,340.8,341.66,342.63,346.87,345.14,360.26,382.24,409.29,408.97,406.8,404.04,401.27,397.08,383.1,352.91,321.49,302.07,285.36,269.34,275.31,282.0,281.57,304.38,308.02,317.66,331.9,324.16,321.67,351.62,359.28,377.8,376.6,379.68,388.13,392.26,383.8,390.25,391.11,387.37,386.8,377.81,373.43,378.57,369.28,360.6,363.52,362.14,355.36,357.78,349.53,354.27,353.25,344.97,366.31,373.06,366.82,357.2,347.29,340.73,315.18
6,0.15,0.22,0.22,0.21,0.26,0.3,0.44,0.48,0.51,0.66,0.87,1.35,1.71,2.18,2.69,3.38,4.03,4.85,5.55,7.34,8.82,11.44,12.8,15.53,17.94,21.03,23.42,25.85,26.46,27.98,28.42,30.14,31.4,31.93,31.77,31.69,31.16,36.19,36.15,35.34,35.65,36.06,36.26,36.48,35.45,35.38,36.75,37.47,38.76,40.45,41.62,40.55,43.59,45.17,48.37,51.07,50.64,52.48,55.58,57.13,61.48,65.31,67.88,72.01,77.95,80.67,85.34,88.8,88.69,91.49,93.84,94.71,95.44,97.46,99.97,107.18,109.27,110.22,109.21,112.49,115.14,119.33,124.81,128.59,134.55,140.52,143.0,143.08,144.08,142.95,143.44,144.95,147.39,147.7,151.42,153.17,152.96,155.73,155.88,154.49,158.2,162.03,165.54,168.37,171.37,173.28,177.63,182.75,185.67,186.37,189.91,189.95,192.26,192.87,193.44,197.18,201.98,207.26,214.08,218.27,223.51,231.64,236.21,243.59,242.54,238.67,237.76,238.98,236.64,238.78,241.49,254.84,265.73,270.58,284.85,295.18,302.02,303.91,300.37,298.42,302.72,304.82,313.19,322.16,325.35,330.15,328.57,326.4,320.37,317.86,310.52,316.68,315.52,324.44,326.92,327.9,319.32,314.49,308.65,311.95,309.24,308.3,304.74,298.99,300.33,295.86,288.42,281.2,273.05,269.32,270.94,264.7,264.52,260.82,262.1,258.33,251.21,248.48,251.25,245.59,244.84,240.47,243.19,239.28,241.34,239.71,242.94,244.53,243.86,238.74,230.25,217.91,217.91,221.26,221.93,225.59,227.75,237.12,250.89,256.95,254.63,256.06,256.66,259.8,262.57,264.3,264.56,264.22,260.62,255.25,235.28,208.07,182.95,170.68,169.1,164.24,166.8,168.62,184.98,211.73,232.12,243.49,258.29,264.53,286.06,282.98,251.45,212.6,195.02,190.85,188.97,178.25,182.87,201.76,228.52,246.76,252.25,253.52,258.3,260.55,261.63,261.34,258.86,262.43,269.1,279.68,287.21,292.04,296.04,306.62,313.97,319.36,319.99,323.8,321.62,323.97,323.85,335.11,344.64,356.0,380.42,418.92,455.66,475.68,487.88,505.09,523.12,524.1,527.78,534.02,524.34,498.72,471.4,451.93,466.3,479.22,481.08,513.17,555.53,587.69,615.59,632.5,629.98,638.54,650.69,658.51,667.49,669.29,671.01,696.14,697.0,700.74,716.63,727.67,733.59,730.7,716.86,740.27,734.17,697.98,667.62,651.46,642.19,643.04,644.88,650.65,648.06,638.19,640.6,647.36,654.37,651.94,657.09,677.72,698.23,693.47,690.82,682.02,687.26,697.49,714.26,714.51,705.56,681.39,665.05,639.37,608.88,585.48,581.86,579.3,577.0,580.71,583.58,575.73,566.09,567.28,570.79,571.8,578.61,566.87,561.72,546.13,498.98,444.01,387.64
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.07,0.08,0.08,0.16,0.26,0.34,0.34,0.42,0.42,0.44,0.42,0.42,0.42,0.46,0.49,0.51,0.5,0.53,0.44,0.44,0.49,0.43,0.43,0.43,0.39,0.41,0.34,0.27,0.21,0.19,0.2,0.26,0.45,0.67,0.91,1.25,1.41,1.69,1.81,1.82,2.16,6.22,15.02,22.6,29.01,36.13,44.62,53.64,58.31,58.04,59.14,60.19,59.0,57.63,58.02,60.67,61.43,63.13,63.4,65.19,68.41,69.63,68.87,71.52,70.84,70.85,71.17,71.43,71.62,75.83,72.96,73.37,77.96,77.1,76.17,79.0,81.16,85.21,88.18,86.55,89.12,91.15,93.25,94.65,95.44,94.43,97.24,102.86,104.68,104.81,102.58,105.71,107.17,106.44,106.39,111.84,114.35,115.68,116.42,120.41,118.96,114.59,114.74,110.65,111.05,116.78,115.53,117.54,122.18,125.65,126.79,126.69,120.14,122.5,124.49,124.4,120.53,135.45,138.88,141.65,144.59,147.88,150.55,158.57,151.36,151.82,155.94,159.98,168.01,175.04,179.21,184.57,198.73,208.06,212.33,209.03,211.07,204.29,203.49,196.67,191.37,186.5,182.87,177.66,181.12,177.68,179.4,177.82,180.11,180.22,172.75,165.59,169.08,167.47,171.22,165.81,169.7,168.52,167.8,167.74,166.75,160.76,160.57,161.4,161.81,162.43,159.69,160.37,160.79,163.57,155.1,151.14,154.19,153.82,157.7,157.97,160.3,168.47,167.55,154.88,153.97,126.36,119.36,121.69,118.6,133.2,148.89,156.78,186.44,201.96,208.02,217.64,215.68,224.49,229.59,236.39,247.01,260.78,259.99,265.66,275.1,284.88,288.19,288.51,279.86,287.06,289.08,291.03,296.14,301.87,311.06,311.04,314.01,316.09,314.84,316.94,292.65,275.27,290.68,295.43,299.4,304.15,314.26,343.82,375.04,381.35,374.68,388.73,389.06,398.04,412.14,409.73,419.48,441.0,453.29,477.7,487.89,517.81,536.92,557.93,574.71,586.1,603.41,632.78,644.86,661.1,670.79,689.38,705.35,717.37,738.0,774.87,802.02,823.58,834.72,838.04,846.33,869.57,822.85,810.46,787.97,812.01,784.72,773.39,740.45,768.42,759.58,752.78,700.39,718.99,723.89,727.37,721.12,726.0,718.84,721.51,719.93,708.13,708.55,694.9,677.27,678.74,700.88,667.21,687.62,671.9,679.17,651.38,613.36,584.78,566.77,520.33,489.26,468.55,469.98,482.46,484.18,508.02,534.45,579.19,591.21,617.68,641.33,621.44,622.13,626.89,594.01,588.01,585.16,588.97,586.05,594.76,555.17,572.8,577.26,571.64,549.68,533.78,504.01,523.02,491.96,455.04,443.79,443.43,441.56,437.65,444.24,452.84,466.64,462.24,460.28,457.26,455.25
9,0.06,0.06,0.07,0.1,0.17,0.21,0.24,0.23,0.38,0.51,0.64,0.76,0.91,1.14,1.45,1.61,1.92,2.76,3.95,5.29,8.58,13.49,18.21,24.51,28.81,35.67,44.21,47.94,51.25,50.9,55.69,59.1,61.69,61.35,65.93,67.38,73.0,71.97,75.01,76.05,78.73,78.92,79.75,76.16,73.64,72.76,76.39,79.13,80.34,79.29,82.17,86.87,90.62,89.54,91.18,93.62,92.85,90.48,86.52,80.2,76.86,73.96,72.53,75.62,78.98,88.07,97.12,103.05,105.39,104.17,106.52,111.03,114.81,123.22,131.11,141.54,151.33,159.52,161.8,163.92,168.54,168.88,161.91,150.6,146.39,145.91,142.85,128.58,115.63,106.16,102.81,90.74,83.67,89.14,104.1,120.39,137.0,158.62,173.35,185.91,186.49,191.38,194.95,193.36,182.72,179.04,175.67,175.36,178.05,175.54,168.56,156.4,143.85,132.99,123.1,106.8,111.27,136.15,173.29,195.62,214.19,238.77,260.15,266.79,264.17,241.47,235.57,242.68,246.38,243.35,253.21,260.69,278.17,292.78,290.39,297.14,313.08,315.43,319.18,318.94,306.68,300.87,296.59,298.94,292.76,296.17,299.31,300.88,301.8,280.56,239.33,206.38,175.44,154.45,135.57,122.68,112.33,104.32,100.32,95.95,86.42,96.8,94.73,106.57,123.89,121.82,106.59,112.27,121.26,133.5,141.04,149.14,176.23,207.34,220.55,217.96,222.97,223.76,218.46,213.66,209.39,210.02,227.02,232.79,224.53,224.44,222.15,214.56,213.93,199.85,184.66,175.0,173.38,175.27,174.9,164.89,159.6,158.61,166.73,167.84,168.56,167.92,172.96,177.36,178.88,177.42,175.45,177.79,176.16,176.38,172.54,171.3,150.16,122.97,126.78,239.79,366.97,429.49,503.45,717.38,899.43,1062.27,1130.92,1140.48,1150.07,1141.71,1080.33,1042.91,980.09,903.27,855.71,864.86,876.24,893.88,916.78,947.55,990.56,998.87,978.1,969.14,966.94,984.16,992.89,992.9,1015.63,1017.29,1042.53,1078.88,1124.87,1200.24,1308.11,1438.84,1562.26,1650.42,1707.05,1850.91,1899.08,1947.36,2007.66,2039.43,2091.94,2136.54,2059.41,2022.82,1964.82,1898.75,1893.4,1873.14,1792.8,1778.38,1719.17,1662.16,1642.3,1613.08,1570.65,1533.25,1397.01,1409.16,1443.29,1434.74,1424.23,1427.07,1448.51,1553.73,1616.0,1665.12,1710.94,1719.22,1748.27,1746.54,1719.31,1599.08,1459.35,1291.93,1193.5,1093.9,1015.57,927.22,934.25,900.05,915.2,898.28,885.96,858.42,852.42,793.67,749.77,700.11,670.47,631.6,569.75,494.37,443.76,411.58,372.9,350.19,324.0,315.71,289.28,238.38,222.8,274.17,324.81,378.34,492.49,674.28,1046.16,1578.32,1873.63,2129.02,2417.44,2707.79,2928.07,2934.08,2643.72,2527.68,2388.59,2090.99,1690.96,1305.18,922.57,652.83,374.76,173.7,84.49
10,0.0,0.1,0.07,0.05,0.04,0.07,0.06,0.09,0.09,0.19,0.33,0.81,1.66,5.09,6.04,13.12,17.55,20.18,24.85,29.52,30.04,34.47,33.62,35.29,38.97,40.92,43.46,46.34,49.71,51.56,53.87,65.5,74.37,84.95,90.98,92.05,102.18,106.65,98.45,99.38,90.93,86.32,83.78,76.93,74.66,79.32,74.42,78.29,80.48,78.93,84.08,84.96,88.93,95.83,97.42,97.38,103.57,100.54,100.17,95.78,94.56,96.75,98.82,103.93,111.14,125.57,142.19,153.82,160.3,161.95,155.43,152.43,145.6,133.21,149.4,156.76,158.12,159.73,161.45,159.61,161.47,150.33,135.36,136.24,151.97,142.64,144.21,163.53,162.19,171.1,167.89,147.01,157.03,166.04,154.7,136.15,126.94,126.79,150.85,154.37,152.25,160.74,195.23,223.29,250.84,259.21,251.06,247.53,283.51,277.07,274.92,285.34,280.13,282.46,293.94,296.74,301.46,327.7,325.84,351.23,356.38,359.11,404.03,428.46,422.88,462.1,422.63,430.59,437.52,392.06,382.18,357.59,303.41,339.69,341.02,346.22,352.36,349.62,382.5,409.31,402.05,402.45,396.61,360.24,341.69,316.58,309.53,307.44,301.62,286.49,318.97,325.25,333.4,321.77,324.11,320.77,336.19,316.67,305.06,309.34,307.01,306.44,314.29,312.11,313.46,322.11,305.12,314.91,309.79,311.43,297.42,290.1,297.8,319.86,289.88,284.98,304.73,330.13,361.15,383.41,364.71,392.51,420.01,409.22,407.3,390.26,357.83,393.17,385.54,359.04,339.65,336.68,314.14,332.61,335.95,338.54,335.17,373.84,377.47,386.67,388.14,360.95,372.53,366.44,337.68,321.65,327.14,379.17,407.64,411.49,422.54,449.23,458.65,483.32,468.59,485.59,495.14,508.12,522.0,553.51,591.46,654.11,674.87,701.45,716.37,696.97,690.21,684.48,636.33,631.48,586.86,576.29,582.74,578.29,574.41,563.97,567.76,585.64,576.41,580.31,600.73,588.37,587.89,563.27,560.88,547.15,533.25,522.47,535.33,539.91,569.33,591.64,629.54,650.41,657.94,688.6,704.79,709.92,703.25,759.56,762.07,795.96,865.65,918.75,945.18,960.33,931.27,992.11,946.14,929.29,887.47,915.56,888.14,864.67,869.79,891.48,862.76,882.47,858.79,909.81,913.71,934.84,989.2,993.46,965.89,962.18,972.57,1036.96,1056.02,1070.24,1039.29,1050.91,1022.56,981.21,888.25,852.98,824.3,867.55,850.97,863.07,933.24,954.19,906.99,890.83,827.95,790.41,766.26,765.96,770.38,855.56,891.25,886.35,945.43,1018.84,1021.75,1024.07,1000.52,1018.44,1044.9,1076.17,1034.2,1006.5,1021.07,975.74,952.73,977.58,964.6,973.76,965.39,975.79,925.08,922.99,923.12,929.81,883.62,878.81,845.19,819.82,722.16,686.22,655.33,664.55,644.81,629.3,603.55
