fips,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,7,11,17,22,31,31,41,65,97,118,142,193,282,482,552,620,800,1095,1385,1641,2198,2447,2683,3032,4116,4747,5444,5967,6383,6742,7558,9156,10204,10885,11859,12261,12103,13125,13913,14583,15644,16658,17014,17619,18447,19189,20099,20905,21575,22225,22459,23229,23607,24300,25431,26436,27268,27618,28350,28876,29724,30524,31089,31481,32267,32448,33311,33866,34422,35242,35655,35954,36634,37214,38162,38969,39734,40408,40989,41414,42066,42713,43363,43888,44336,45051,45757,46063,46711,47528,48280,48943,49371,49995,50769,51465,52332,53201,54178,54874,55505,56302,57217,58040,59117,60669,61493,62705,64577,66290,67796,69542,71066,72800,74816,77280,79589,82475,85079,87592,89489,91015,93707,96538,98693,103597,106574,108389,111937,114579,118147,120848,124267,128341,130794,132788,135865,139120,143857,147732,151262,153476,155907,160038,163547,167545,171342,174834,177556,179510,182462,186395,189300,193276,197308,200147,202276,205920,209683,212009,215328,218344,220165,221841,224681,227255,230288,233169,235783,237402,239612,241865,244494,247017,249317,251676,252813,254238,256544,258482,261056,263047,265215,266707,267238,268684,270624,272588,274242,276319,277715,278699,280356,282363,284219,286170,288059,289096,289975,290930,292797,294334,296089,297553,298321,298963,300019,301485,303010,304406,305941,306778,328127,329101,330769,332142,333934,335351,336586,339577,340758,342302,344093,345879,347468,348773,350654,351990,353449,355156,357319,359001,360344,364275,365498,367126,368840,370157,372631,373700,377261,378894,382113,384531,387202,389257,390617,392246,396498,398769,401750,404577,407596,409504,410581,414821,417934,421381,424759,430687,432954,434916,438441,441737,445204,447942,450627,452322,454328,458985,464417,469955,476181,481126,483106,488225,493558,499299,506802,512715,518973,523580,527157,534488,541086,548646,556615,562479,567654,571301,579957,587472,597753,603246,607133,610574,614716,623901,632861,644065,654950,662077,667705,672849
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,4,7,10,14,16,26,37,48,56,77,90,95,106,120,151,175,204,224,258,283,317,349,369,385,408,433,440,463,484,497,502,511,524,535,547,568,574,578,580,586,590,595,597,599,600,602,605,609,610,611,611,612,615,616,619,619,620,621,623,624,627,627,628,629,630,630,631,633,637,632,633,633,633,633,634,637,639,641,642,642,643,643,644,653,661,663,664,670,673,680,694,711,716,724,728,732,750,777,791,802,804,807,821,836,850,856,883,884,901,909,929,957,981,1005,1012,1053,1076,1112,1139,1181,1201,1222,1243,1271,1290,1312,1332,1359,1371,1396,1413,1468,1526,1597,1660,1688,1734,1842,1966,2088,2174,2219,2425,2568,2740,2891,3092,3323,3475,3615,3733,3935,4289,4520,4802,5019,5192,5326,5586,5821,6049,6333,6577,6746,6961,7236,7542,7806,8115,8315,8447,8628,8966,9177,9448,9667,9829,9933,10130,10228,10397,10567,10696,10808,10887,10951,11052,11211,11348,11457,11534,11590,11653,11820,11908,12039,12166,12264,12351,12436,12555,12660,12754,12887,12957,13007,13090,13196,13297,13461,13532,13633,13675,13736,13834,13922,14007,14101,14183,14218,14302,14379,14478,14617,14706,14823,14858,14920,14975,15046,15145,15207,15287,15359,15441,15591,15683,15816,15939,16066,16124,16193,16309,16403,16514,16619,16619,16711,16755,16817,16917,17029,17182,17302,17405,17461,17561,17678,17796,17871,17925,18006,18049,18117,18256,18373,18484,18581,18659,18712,18785,18901,19029,19225,19302,19489,19541,19645,19781,19937,20089,20291,20423,20487,20582,20707,20861,20970,21064,21109,21180,21284,21459,21736,21895,22017,22092
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,9,11,23,31,42,47,50,73,123,189,232,262,310,415,526,669,891,1012,1076,1100,1170,1210,1232,1366,1425,1438,1457,1499,1538,1587,1609,1655,1668,1672,1736,1766,1802,1836,1870,1887,1897,1917,1952,1984,2016,2035,2061,2059,2106,2127,2158,2178,2205,2230,2232,2261,2294,2325,2352,2389,2419,2421,2455,2476,2506,2534,2595,2626,2650,2664,2699,2731,2770,2804,2840,2855,2908,2935,2990,3054,3111,3139,3153,3197,3226,3262,3303,3354,3399,3413,3472,3543,3634,3744,3871,4006,4025,4267,4412,4650,4869,5149,5319,5543,5770,6124,6379,6688,7034,7431,7799,8222,8582,9004,9598,10073,10584,10971,11531,11962,12599,13261,13879,14433,14960,15380,15899,16395,16862,17411,17920,18262,18836,19318,19810,20378,20853,21231,21465,21838,22357,22854,23510,24073,24593,24797,25267,25767,26280,26814,27312,27620,27794,28113,28486,28829,29252,29510,29808,29973,30260,30648,30968,31326,31643,31874,32034,32256,32703,33059,33361,33628,33884,34053,34153,34461,34707,35027,35354,35588,35693,35984,36306,36594,36924,37358,37624,37768,38196,38676,39030,39547,40228,40411,40501,41386,41854,42549,42915,43528,43702,43964,44832,45487,46233,46848,47674,47927,48155,48663,49987,50534,51471,52234,52582,53092,54123,55153,55922,56944,58083,58964,59344,60400,61282,62197,63195,64175,64797,65272,66249,67504,68791,70005,71496,72528,73212,74713,76010,77536,78877,80440,81625,82545,83906,85383,87020,88642,90346,91312,91935,93602,95588,97007,97007,99148,99984,100758,102158,103642,105250,106882,108741,109764,110553,112433,114411,116677,118352,119934,120703,121243,122679,124286,125834,127224,128498,129334,130039,131468,132950,134258,135383,135383,135886,136281,137449,138909,140150,141388,141388,142290,142568,143833
17,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,6,6,7,11,19,25,32,46,66,94,104,159,286,420,583,751,1047,1285,1535,1874,2538,3029,3547,4615,5070,5992,6978,7695,8904,10357,11276,12262,13549,15078,16422,17887,19180,20852,22025,23247,24593,25734,27575,29160,30357,31508,33059,35108,36935,39658,41777,43903,45883,48102,50355,52918,56055,58505,61499,63840,65889,68164,70802,73688,76008,77662,79123,83168,84874,88081,90528,92669,94360,96778,98298,100713,102995,105710,108100,110541,112248,113486,114612,116128,117794,119290,120588,121666,123244,124279,125149,126317,127251,128070,129543,130321,130889,131731,132489,133117,133719,134247,134866,135416,136081,136917,137535,138154,138615,139282,140025,140935,141812,142536,143117,143885,144661,145541,146407,147293,148151,148730,149428,150110,151055,152188,153406,154530,155355,156288,157055,158451,159676,161042,162299,163284,164552,165534,167142,168766,170376,171669,173079,174442,175588,176967,178832,180701,182232,183714,185238,186598,188474,190465,192482,194531,195897,197326,198919,200648,202577,204827,206505,208068,209942,211806,213888,215889,218111,220459,222292,224056,225812,227872,229598,232052,233806,235779,237682,239115,241282,242715,248253,250882,252306,253649,255229,256614,258573,260949,262957,264340,265869,267380,269282,271370,273596,276057,277373,279032,280511,282331,284620,287375,289683,291271,293169,294673,296935,299111,301540,303807,305218,307428,308990,311614,314725,317501,320283,322985,325755,329160,332124,336211,341219,344787,348870,352449,356151,360160,365120,370134,376034,380065,385084,389088,395204,401622,410141,416557,424860,431281,437879,445537,455528,466884,479061,488980,500015,512688,525072,537860,553083,564086,574722,586569,599358,608056,622869,635823,647474,657402,665865,675543,686855,698364,706123,714070,721487,727825,740510,750208,761209,771696,781441,788922,797789,805794,813990,825136,834668,843328,850412,857860,865261,872294,881229,888478,896003,901924,906917,913265,919992,926967,932427,935849,939671,944402,950122,957853,965840,966287,977677,982105,987459
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,6,11,12,12,15,19,24,30,39,56,81,128,204,264,371,484,661,992,1239,1522,1797,2177,2578,3056,3455,3975,4437,4986,5544,5986,6400,6960,7494,7990,8300,8598,9030,9619,10235,10730,11301,11784,12214,12575,13196,13848,14567,15187,16137,16783,17409,18099,18941,19629,20267,20855,21423,22286,22942,23620,24239,24633,25134,25676,26044,26627,27281,27919,28419,28897,29402,29986,30673,31165,31674,32151,32489,32856,33242,33885,34399,35064,35429,35684,36129,36609,37005,37499,37928,38328,38553,38985,39297,39714,40114,40535,40901,41422,41780,42036,42480,42801,43135,43496,43709,43967,44260,44779,45269,45707,46071,46370,46740,47116,47553,48099,48628,49203,49560,49859,50309,50829,51567,52358,52892,53327,54001,54698,55413,56160,57045,57965,58607,59344,60126,61079,62081,63030,63881,64417,65258,65918,66883,67800,68773,69531,70111,70944,71685,72741,73986,75025,76071,76734,77625,78337,79404,80507,81561,82304,82909,83799,84308,85257,86312,87325,87942,89602,90460,91403,92566,93387,94512,95394,96277,96988,97853,98971,100011,101094,101937,102527,102917,103641,104429,105703,106777,108020,108755,109445,110025,110863,111900,112982,113728,114251,114864,115578,116481,117656,118819,119721,120581,121327,122295,123459,124959,126414,127501,128285,129281,130569,132030,133864,135789,137359,138933,140505,141670,143617,145915,148400,150005,151588,153088,154822,157678,160145,162886,165038,167010,168996,171566,175190,178372,181837,184589,187665,190555,194261,198684,203332,208243,212895,217028,221894,226935,233540,239139,247466,254172,259318,264810,270847,278142,284960,291838,298021,303575,309218,315212,321595,327234,331725,336027,341694,347097,353722,362182,370091,377790,384391,390048,395449,401219,407755,414961,422368,428275,433242,437513,443734,450074,456028,460766,467258,471124,474797,479476,485681,491125,494967,496795,499256,503242,507979,514455,520750,526065,529054,532671
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,13,14,16,17,18,22,22,29,38,44,45,68,90,105,124,147,179,236,298,336,424,498,549,614,699,786,868,946,1048,1145,1270,1388,1510,1587,1710,1899,1995,2141,2332,2513,2915,3175,3641,3764,3939,4459,5109,5490,5868,6376,6843,7145,7883,8641,9169,9703,10111,10404,11059,11457,11671,11959,12373,12912,13289,13675,14049,14328,14651,14955,15296,15868,16170,16510,16898,17434,17628,17999,18446,18672,19019,19336,19621,19789,20017,20376,20943,21332,21527,21794,22111,22271,22733,23103,23455,23792,23959,24110,24263,24616,24959,25424,25552,26020,26217,26470,26897,27384,27828,28203,28520,28874,29152,29618,30259,30631,31167,31612,31764,32153,32716,33316,34232,34695,35410,35631,35942,36536,37414,37903,38314,38813,39343,39721,40208,40796,41434,41886,42357,42696,42928,43623,44285,44753,45293,45723,45905,46231,46836,47559,47920,48311,48919,49164,49521,49973,50678,51272,52065,52447,52829,53201,53541,54533,55331,55996,56441,56941,57606,58864,61484,62828,63836,64599,65252,65846,66463,67693,68757,69690,70210,70537,71018,71594,72548,73399,74204,74675,75069,75722,76680,77865,78839,79785,80410,81006,81674,82956,83993,85031,85908,86624,87256,88234,89248,90483,91483,92302,92744,93261,93909,95205,96749,98023,99099,99941,100451,101531,102905,104232,105746,106698,107334,108114,109210,110444,112242,113596,114952,116238,117198,118852,120911,123232,125973,128798,131097,132697,134576,137315,142795,146267,150639,155583,159910,163827,168457,173401,178890,183557,186314,189597,193196,197532,201572,205918,209203,211664,214792,217786,221288,223323,225065,227181,228690,230634,233062,236159,238722,241531,243385,244689,245985,246237,248782,251027,253612,255009,256249,256902,258253,260784,262210,264729,266959,267329,268736,270294,272112,273661,274266,274793,275299,276649,278310,280067,281712,282980,283895,284715,286356
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,6,8,9,11,17,22,35,49,57,66,82,102,134,173,213,272,333,374,435,489,554,625,702,769,854,905,1055,1116,1180,1282,1337,1384,1440,1503,1595,1732,1820,1897,2030,2114,2291,2626,2842,3091,3198,3407,3601,3811,4305,4510,4863,5177,5385,5627,5893,6240,6751,6923,7045,7161,7352,7552,7668,8006,8059,8066,8439,8488,8661,8771,9068,9119,9135,9272,9352,9453,9513,9826,9847,9878,10103,10143,10281,10332,10493,10517,10549,10724,10786,10931,10984,11152,11195,11247,11516,11569,11801,11886,12168,12218,12258,12576,12659,13110,13207,13729,13767,14016,14568,14629,15142,15226,16015,16165,16289,17082,17157,17807,18031,18799,18983,19295,20265,20347,21157,21273,22199,22238,22459,23544,23606,24376,24518,25403,25464,25649,26439,26494,27177,27244,28121,28147,28341,29200,29259,30047,30153,30966,30992,31145,32094,32181,32977,33087,34246,34294,34495,35544,35632,36333,36445,37411,37544,37726,39008,39089,40564,40702,41808,41909,42011,43407,43491,44529,44755,46049,46051,46151,47409,47878,48389,48443,49393,49398,49408,50871,51006,51829,52039,53403,53420,53433,54956,55237,56355,56461,57852,57852,57978,59793,59951,60957,61103,62424,62446,62479,63817,64077,65131,65296,67086,67193,67231,69158,69392,70665,70815,72509,72616,72722,74616,74883,76299,76546,78122,78177,78241,80473,80761,83485,83838,86768,86771,86809,90613,91072,93967,94427,99605,99671,99805,105298,105760,110977,111503,117282,117728,117851,124697,125668,131051,131408,137224,137295,137530,144831,145272,150515,150522,155245,155265,155377,160428,160718,164981,165613,171513,171626,171635,177389,177780,183404,183750,188610,188610,188660,193109,193555,197903,198189,203646,203650,203674,207933,208109,212871,212962,213076,213091,213173,219095,219415,225361,225455,230352,230352,230352,234390
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,7,7,11,11,18,21,22,26,35,47,63,84,103,124,157,198,248,302,394,439,480,590,674,747,762,909,1048,1057,1289,1393,1525,1702,1851,1963,2048,2210,2295,2429,2522,2707,2960,3050,3193,3373,3548,3779,3905,4074,4146,4375,4538,4708,4879,4881,5223,5370,5822,5946,6173,6298,6469,6486,6710,7003,7102,7397,7578,7773,7793,8041,8205,8336,8475,8688,8812,8842,8899,9175,9313,9510,9688,9887,9937,10150,10287,10485,10781,11051,11359,11393,11701,11891,12029,12128,12352,12605,12652,12863,12899,13190,13391,13629,13800,13919,14073,14323,14522,14793,15033,15337,15480,15657,15916,16114,16370,16655,16709,16712,17464,17820,18204,18576,19076,19530,19762,20127,20702,21148,21617,22162,22750,23600,23978,24638,25169,25828,26628,27395,27682,28250,28876,29479,30132,30981,31612,31966,32500,33209,33823,34435,35147,35986,36316,36739,37437,38546,39306,40012,40677,40883,41610,42270,42958,43700,44432,45225,45401,46057,46798,47542,48322,48937,49914,50170,50884,51762,52704,54067,55500,56016,56172,56545,56877,57518,58452,59349,60187,60607,61182,61986,62723,63412,64155,65068,65413,65905,66624,67590,68230,69150,70038,70385,71003,71921,72830,73619,74566,75576,76086,76787,77741,78669,79550,80633,81630,82358,83074,83967,85278,86410,87764,88823,89538,90443,91731,93110,94582,96043,97501,98730,99965,101700,103685,105517,107620,109244,110600,111816,113457,115426,117654,119952,122021,123195,125332,127472,130308,132686,135855,138854,140267,142277,145220,148069,151706,155625,159035,161222,163767,166478,169822,170081,174684,177453,180164,183255,187285,191067,194851,198506,202135,204772,207043,210232,212997,217112,220898,224155,226604,228668,231287,234207,237160,240345,243047,244784,247243,250089,252978,253437,253824,257453,258820,261009,264150,267990,268828,269470,275803,278478,282097
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,13,14,36,77,103,137,196,280,392,537,763,837,1172,1388,1795,2305,2746,3315,3539,4024,5237,6424,9152,10299,12500,13014,14867,16284,17030,18283,19253,20014,20595,21016,21518,21951,22532,23118,23580,23928,24523,24854,25317,25798,26199,26571,26832,27111,27329,27703,28044,28754,29183,29383,29746,30069,30472,30725,30928,31490,31673,31881,32116,32728,33555,33903,34183,34498,34832,35161,35439,36627,37048,37165,37293,37916,38252,38694,38907,38907,39682,40021,40452,40857,41244,41673,42100,42597,42927,43163,43725,44143,44585,45108,46396,46732,47284,47818,48746,49506,48627,49497,49890,50352,51708,52590,53528,54882,54882,56349,57189,58203,60286,61669,63397,63397,65334,66435,68371,70259,72102,74744,76911,78230,79935,82150,84241,86521,88700,88700,91816,95002,96693,99466,101762,103846,103846,107686,110029,111150,112887,114595,116394,116394,119861,120960,124575,126061,127364,128864,128864,131517,132079,133243,134427,135562,136860,136860,138041,138608,139248,140044,140962,141861,141861,143084,143707,144257,145661,146338,146944,146944,148568,148894,149583,150734,151547,152369,152369,153764,154073,154329,155890,156354,157109,157109,158390,158882,159253,159865,160343,161322,161322,162258,162501,163253,163869,164446,165152,165152,166075,166315,166848,167458,168009,168826,168826,169719,169937,170469,172625,173149,173406,173406,174587,174647,175329,176209,176952,177726,177726,178869,179070,179769,181132,181904,182603,182603,183575,183802,184724,185822,186216,186649,186649,187720,187995,189148,190164,190845,191715,191715,192981,193372,194702,194702,198531,201981,201981,204513,205059,207685,209914,211966,216709,216709,220192,221160,224403,225638,225638,230602,230602,232245,232414,237740,241335,244078,247177,247177,251123,252136,254562,258914,261329,264191,264191,268613,269643,272276,275545,279321,282434,282434,286145,287261,290960,293934,296499,296499,296499,299722,300539,304485,311229,315275,315275,315275,321058,322181
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,12,17,32,43,52,57,70,89,107,118,142,155,168,211,253,275,303,344,376,432,456,470,499,519,537,560,586,616,633,698,734,770,796,827,847,867,875,888,907,937,965,990,1015,1023,1040,1056,1095,1123,1152,1185,1205,1226,1254,1330,1374,1408,1436,1462,1477,1515,1565,1603,1648,1687,1713,1741,1819,1877,1948,2013,2055,2074,2109,2137,2189,2226,2282,2325,2349,2377,2418,2446,2482,2524,2570,2588,2606,2637,2667,2721,2757,2793,2810,2819,2836,2878,2913,2938,2957,2971,2994,3017,3070,3102,3154,3191,3219,3253,3294,3328,3373,3397,3415,3423,3440,3460,3486,3499,3520,3539,3558,3566,3578,3598,3636,3646,3687,3711,3723,3723,3737,3757,3790,3814,3832,3838,3866,3888,3912,3937,3958,3970,3975,3992,3997,4014,4026,4042,4049,4050,4070,4089,4115,4144,4168,4197,4213,4234,4252,4285,4317,4335,4356,4368,4389,4414,4436,4489,4512,4526,4548,4567,4617,4632,4667,4682,4701,4713,4734,4760,4792,4834,4863,4903,4918,4941,4962,5005,5035,5079,5106,5146,5171,5215,5235,5260,5288,5300,5337,5391,5431,5468,5486,5519,5545,5565,5604,5639,5666,5696,5723,5752,5780,5816,5836,5865,5913,5939,5962,5989,6027,6064,6095,6137,6201,6254,6311,6387,6467,6570,6668,6715,6799,6926,7077,7260,7444,7603,7693,7888,8060,8202,8395,8639,8791,8944,9117,9363,9519,9734,9958,10123,10359,10544,10799,11027,11265,11265,11288,11508,11757,11976,12208,12554,12844,13127,13348,13775,14049,14454,14861,15206,15620,15923,16349,16760,17311,17901,18337,18739,18946,19285,19743,20491,21226,21547,21547,21880,22319,22909,23499,24201,24201,25245,25592,25968
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,6,9,13,13,18,27,32,39,57,85,108,150,195,245,290,349,423,581,790,1066,1244,1415,1662,1985,2331,2758,3125,3609,4045,4371,5529,6185,6968,7694,8225,8936,9472,10096,10851,11641,12379,12892,13750,14261,14842,15805,16693,17844,18664,19574,20200,20942,21825,23566,24568,25561,26509,27217,28263,29476,30592,31638,32693,33483,34174,34927,36021,37105,38083,38920,39882,41664,42442,43645,44539,45608,46919,47754,48290,49042,50334,51631,52662,53456,54035,54831,55617,56490,57407,58099,58593,59024,59543,60114,60823,61262,61935,62328,62653,63004,63565,63839,64150,64565,64903,65202,65602,65934,66397,66704,67032,67360,67837,68152,68502,69015,69422,69724,69957,70497,70986,71455,72037,72503,73060,73705,74124,74836,75576,76237,76941,77773,78698,79251,80111,80738,81396,82326,83617,84306,85436,86091,86846,87740,88907,89925,90835,91705,92416,93000,93598,94395,95157,96065,96821,97403,97959,98728,99430,100237,100772,101276,101780,102215,102783,103461,104040,104618,105168,105554,105996,106558,107146,107790,108286,108742,109353,109808,110504,111332,112104,112557,113378,113734,114070,114574,115217,115876,116600,117147,117745,118387,119017,119559,120107,120656,121068,121409,121793,122293,122850,123328,123895,124371,124805,125217,125997,126711,127194,127785,128277,128691,129158,129919,130652,131169,131853,132357,132839,133413,134042,134822,135463,136149,136643,137229,137720,138473,139185,139859,140770,141334,142237,142918,143875,144800,145593,146627,147477,148249,149232,150424,151964,153198,154451,155824,157149,158836,160311,162181,164239,166317,168041,170193,172204,175092,177239,180125,182482,184140,185812,188509,190635,193205,194603,196727,198710,201479,203672,205716,209512,212545,215348,217647,220279,222971,226173,228792,232172,234975,237215,239694,242057,244247,246816,248924,251069,253345,255666,258129,260994,263326,265606,267455,269442,271267,273881,276834,280387,283339,285487,287970
25,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,8,13,28,41,92,95,108,123,138,164,197,218,256,328,413,525,646,777,1159,1838,2417,3240,4257,4955,5752,6620,7738,8966,10402,11736,12500,13837,15202,16790,18941,20974,22860,25475,26867,28163,29918,32181,34402,36372,38077,39643,41199,42944,46023,50969,53348,54938,56462,58302,60265,62205,64311,66263,68087,69087,70271,72025,73721,75333,76743,77793,78462,79332,80497,82182,83421,84933,86010,87052,87925,88970,90084,90889,91662,92675,93271,93693,94220,94895,95512,96301,96965,100805,101163,101592,102063,102557,103132,103436,103626,103889,104156,104667,105059,105395,105603,105690,105885,106151,106422,106650,106936,107061,107210,107439,107611,107837,108070,108443,108667,108768,108882,109143,109338,109628,109838,109974,110137,110338,110602,110897,111110,111398,111597,111827,112130,112347,112581,112879,113238,113534,113789,114033,114320,114647,114985,115268,115637,115926,116182,116684,117098,117612,118040,118458,118657,119203,119643,119874,120291,120711,121040,121315,121707,122000,122423,122728,123199,123593,123841,124063,124415,124728,125216,125360,125360,126022,126420,126756,127124,127584,128030,128229,128533,128888,121131,121546,121758,122196,122562,122791,122962,123143,123546,123986,124540,124826,125080,125393,125699,126128,126582,127181,127540,127796,127969,128512,128993,129481,130050,130642,131072,131584,132116,132870,133631,134303,134947,135462,135957,136492,136936,137701,138340,138903,139663,140412,140992,141579,142346,142930,143660,144488,145464,146166,147215,148285,149488,150565,151777,153037,154218,155564,157146,158576,159707,160549,161585,163299,165161,167274,169576,171399,172727,174881,177541,180189,183095,186142,188275,190439,192964,195868,198550,200949,204155,206850,208623,211199,214594,214594,219252,222469,224964,226132,229205,234232,240907,246398,252017,256844,259325,263447,269412,274781,280436,285725,290578,294231,298160,304112,309247,314926,319270,323531,327374,331174,335988,341925,341925,349602,352736,356934,361079,367918,375178,375178,384181,387662,387662
