State,stateFIPS,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06
PA,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,12,14,19,22,41,47,65,75,95,132,184,268,371,478,644,851,1195,1687,2217,2750,3393,4081,4839,5805,7016,8420,10016,11496,12973,14559,16239,18228,19978,21655,22833,24196,25345,26490,27734,29439,31066,32283,33231,34522,35679,37053,38652,40046,41164,42048,43262,44366,45759,46968,48300,49260,50084,50949,51834,52903,54226,55304,56597,57141,57976,58695,59633,60622,61610,62233,63050,63666,64408,65382,66249,66979,67707,68181,68633,69417,70042,70734,71415,71924,72280,72890,73404,73935,74385,75086,75589,75942,76435,76843,77312,77998,78461,78797,79115,79477,79818,80235,80760,81265,81730,82186,82695,83191,83770,84369,84990,85487,85988,86606,87242,88074,88741,89371,89854,90304,91299,92148,92867,93876,94689,95266,95742,96671,97665,98446,99478,100241,101738,101738,102765,103396,104358,105571,106625,107425,108264,109384,111078,111078,112048,112936,113590,114155,115009,115714,116521,117279,118092,118852,119453,120281,121130,122121,122950,123800,124460,124844,125579,126149,126940,127633,128429,129048,129474,130035,130536,131156,131991,132834,133504,134025,134795,135611,136771,137662,138625,139316,139863,140359,141290,141877,142885,143805,143881,145063,146214,146990,147923,148683,149845,150578,150812,151646,152544,153397,154203,155232,156150,156826,157814,158967,160123,161284,161284,163535,164207,165243,166552,169308,171050,171050,172216,173304,174646,175922,177520,179086,180943,182322,183315,184872,186297,188360,190579,192622,194288,195694,198446,200674,202876,205517,208027,209936,211996,214871,217666,220566,223950,227985,230894,234296,238657,243368,248856,254386,259938,265135,269613,275513,281852,288978,295786,302564,309639,314401,321070,327829,336254,343614,351667,357195,361478,367140,375431,386831,398478,411161,419718,426040,436170,444857,456640,470034,481118,491735,499647,509320,519369,529335,538655,548455,555648,563588,571551,581026,590386,597560,605040,610013,613761,622349,631333,640305,648026,657227,661795,665097,673915,683389,693087,703265,713310,720816,726066,733356,741384,748551,754611,761777,761777,771806,777186,783170,794160,794172,799957,803933,807867,812495,818369,824405,833936,839239,843224,846078,850488,853616,856986,861674,865607
RI,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,5,5,5,14,20,20,21,23,33,44,44,66,83,106,106,131,165,203,239,267,406,485,563,651,705,806,922,1082,1229,1439,1712,2015,2348,2665,2976,3251,3529,3838,4177,4491,4707,5090,5361,5841,6194,6511,6875,7274,7491,7603,8123,8477,8755,9044,9288,9416,10296,10296,10530,10779,10989,11274,11441,11614,11835,12016,12219,12434,12674,12795,12951,13356,13571,13736,13952,14065,14065,14210,14352,14494,14635,14819,14928,14991,15112,15219,15325,15441,15441,15441,15642,15691,15756,15862,15947,15947,15947,16093,16164,16213,16269,16337,16337,16337,16459,16533,16606,16640,16661,16661,16661,16764,16813,16853,16941,16991,16991,16991,16991,17154,17204,17243,17312,17312,17312,17487,17588,17640,17711,17793,17793,17793,17904,17904,17291,17291,17291,17292,17292,17291,17291,17949,17949,17949,17949,17949,17949,17949,18577,18577,18577,18577,18577,18577,18577,19264,19264,19264,19264,19264,19264,19264,19880,19880,19880,19880,19880,19880,19880,20580,20580,20580,20580,20580,20580,20580,21197,21197,21197,21197,21197,21197,21197,21802,21802,21802,21802,21802,21802,21802,22376,22376,22376,22376,22376,22376,22376,23059,23059,23059,23059,23059,23059,23059,23548,23548,23548,23548,23548,23548,23548,24482,24482,24482,24482,24482,24482,24482,25698,25698,25698,25698,25698,25698,25698,27274,27274,27274,27274,27274,27274,27274,29779,29779,29779,29779,29779,29779,29779,32657,32657,32657,32657,32657,32657,32657,36375,36375,36375,36375,36375,36375,36375,41869,41869,41869,41869,41869,41869,41869,48325,48325,48325,48325,48325,48325,48325,54126,54126,54126,54126,54126,54126,54126,62870,62870,62870,62870,62870,62870,62870,71054,71054,71054,71054,71054,71054,71054,77097,77097,77097,77097,77097,77097,77097,81951,81951,81951,81951,81951,81951,81951,88677,88677,88677,88677,88677,88677,88677,96230,96230,96230,96230,96230,96230,96230,101986,101986,101986,101986,101986,101986,101986,106914,106914,106914,106914,106914,106914,106914,110931,110931,110931,110931
SC,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,9,10,12,13,13,19,28,33,47,60,80,124,171,193,297,340,424,453,539,660,774,925,1083,1293,1553,1699,1913,2048,2230,2416,2552,2792,3064,3064,3311,3438,3553,3659,3915,4081,4241,4369,4434,4605,4758,4916,5068,5243,5243,5611,5734,5881,6095,6254,6485,6617,6748,6836,6935,7139,7364,7528,7649,7780,7902,8026,8189,8401,8658,8811,8934,9050,9172,9378,9636,9895,10092,10177,10415,10622,10788,11131,11829,11859,12143,12412,12647,12996,13441,13914,14284,14796,15220,15758,16437,17170,17955,18795,19376,19990,20550,21527,22608,23756,24659,25653,26571,27841,28958,30262,31850,33221,34546,36297,37809,39587,41413,43260,44717,46247,47214,48770,50548,52273,54538,56485,58003,60220,62071,63880,65857,67396,69765,71213,73101,74761,76315,78298,79674,80856,82071,83720,85423,87117,88523,90076,91257,92404,93604,94837,96132,98739,98744,100435,101159,102130,103909,103909,104841,105882,106497,106953,107672,108411,109320,110378,111295,111988,112551,113488,114093,114598,115951,117249,118324,118992,119846,120503,121696,123325,124289,124952,125607,125908,126213,126592,129046,129978,131864,132680,133470,134122,135446,136318,137240,137708,138124,140789,141686,142707,143902,145273,145887,146455,147634,147942,148319,149185,150891,151582,152159,152970,153705,154755,155676,156621,157406,158055,158883,159809,161106,162253,163214,163990,164609,165493,166357,167485,168549,169341,170678,171500,172576,173479,174588,175592,176612,178022,178916,179948,180868,181634,182872,184741,185681,186382,187724,188995,190490,192100,194014,195507,195507,195507,195507,201160,201160,201160,201160,207552,210905,210905,210905,214911,216129,216129,217487,218912,220835,223063,226013,229235,232099,234652,236954,239444,241686,245226,248798,252206,254776,257319,260119,262774,267076,270537,273406,275733,278055,282230,285028,285028,288892,296179,298050,300602,303475,307507,307507,312718,321669,325472,328073,333235,338112,344176,350084,354525,357654,359357,365378,371180,375967,382422,388184,391464,394318,399843,404492,409188,413789,418325,421417,423667,427231,431169,435633,439785,443386,445916,447904,450794,453878,459974,462988
SD,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,8,9,9,9,10,11,11,14,14,14,21,27,30,41,46,58,68,90,100,100,129,165,187,212,240,285,319,392,446,533,625,727,865,985,1167,1310,1410,1540,1634,1634,1754,1857,1955,2038,2146,2211,2243,2311,2372,2448,2523,2586,2629,2666,2719,2777,2904,3143,3391,3515,3612,3661,3729,3790,3885,3956,3985,4024,4082,4174,4246,4352,4464,4559,4582,4649,4702,4783,4862,4954,4988,5029,5060,5154,5240,5270,5363,5432,5465,5517,5597,5659,5736,5827,5891,5921,5960,6044,6095,6134,6224,6297,6325,6352,6419,6479,6535,6626,6681,6716,6764,6826,6898,6978,7028,7063,7105,7163,7242,7336,7401,7454,7499,7524,7572,7652,7694,7789,7862,7906,7943,8019,8077,8143,8200,8305,8395,8444,8492,8641,8685,8764,8867,8955,9020,9079,9168,9273,9381,9477,9605,9663,9713,9815,9897,10024,10118,10274,10360,10443,10566,10691,10884,11135,11276,11425,11505,11571,12194,12517,12942,13322,13509,13749,14003,14337,14596,14889,15109,15300,15403,15571,15834,16117,16437,16638,16801,16994,17291,17686,18075,18444,18696,18869,19189,19634,20097,20554,21133,21541,21738,21997,22389,23135,23522,23986,24418,24598,24876,24876,26441,27215,27947,28564,28925,29339,30215,31012,31805,32611,33269,33836,34457,35044,36017,37202,38141,39203,39740,40730,42000,43000,44558,45992,47321,47850,48852,49788,51148,52636,53973,55401,56310,57334,58696,60716,62327,64181,65380,66276,67284,68671,69742,71070,72214,73062,73848,74859,76142,76142,78279,79099,79898,80464,80912,82203,83347,84395,85304,85990,86499,87041,88023,88726,89672,90406,91037,91353,91698,92603,93197,93772,94335,94725,95509,95509,95509,95509,95509,95509,95509,98086,98018,98568,99010,99010,99828,100532,100641,101075,101684,102131,102580,102901,103318,103499,103741,104193,104511,104935,105276,105541,105655,105785,106036,106372,106687,106937,107123,107175,107380,107604,107793,107950,108068,108249,108311,108431,108639,108639,108639,109134
TN,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,7,8,17,18,32,39,55,73,98,154,227,367,498,607,667,780,956,1201,1371,1611,1833,2238,2681,2844,3066,3319,3631,3800,4136,4362,4632,4859,5111,5302,5603,5816,6073,6260,6579,6753,7064,7232,7389,7835,8234,8722,9186,9662,9914,10049,10363,10731,11889,12659,13176,13528,13639,13929,14091,14436,14763,14983,15541,16107,16368,16696,16968,17285,17383,18003,18365,18530,18963,19389,19778,20140,20602,20956,21298,21668,22080,22562,22992,23526,24280,24660,25001,25472,26016,26319,26887,27518,27830,28326,29106,29524,30414,31142,31813,32126,32808,33959,34445,35097,35551,36299,37235,38033,39441,40170,40452,42320,43657,45371,47011,48858,50274,51445,52030,53746,56019,57829,59504,61007,62391,65322,66829,69140,71658,73933,76526,78292,79793,83358,84508,87056,89009,91199,94002,96616,98993,100756,103015,105874,108181,109617,110634,112441,114098,116349,118781,120584,122708,123905,124911,126385,128499,130440,131735,133708,134735,135777,137799,139175,140841,142082,143931,144601,145416,147353,149171,150812,152277,153111,154917,156293,157576,159501,160470,162333,164099,165067,165715,166587,168237,169856,170890,171822,174264,175154,177082,178140,180495,181439,183511,184408,185146,186701,187543,189454,190891,192992,193729,194610,196136,197431,198403,199593,201209,203698,205372,207454,209441,211001,212649,214717,217673,218828,220538,222824,223492,226138,228744,232061,233569,235856,237907,241513,244087,247587,249863,251774,254220,256878,259485,260670,261424,264580,266354,269801,271761,273143,278212,281850,287710,289749,293379,296724,300458,305120,310937,318868,320729,325055,328088,331532,335886,340475,344520,345853,347971,352376,356716,363461,366518,374491,380180,384285,388252,392608,397522,400594,408730,414749,422962,428973,436262,442953,454305,464624,472875,484285,493230,503651,503651,519687,529574,533978,541238,546497,546497,560899,564080,567792,572589,580809,586802,586802,604132,608292,612250,617649,625237,634237,640606,646450,653869,657396,660874,665498,670482,676039,680847,685321,687751,689808,694291,697783,701847,705876,708717,710427,712406,715806,717583,717583,724742,727861,729187,731360,733216,736370,739031,742213
TX,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,16,21,21,23,37,51,59,60,76,107,230,304,338,365,702,894,1211,1576,1915,2225,2663,3085,3604,4268,4954,5704,6363,7007,7583,8653,9718,10563,12032,12953,13731,14210,14620,15916,16836,17758,18257,19099,19455,20192,21061,21941,22802,23768,24617,25276,26111,26973,27991,29112,30394,31394,32179,33214,34246,35384,36607,37856,38842,39842,41015,42352,43777,45113,46911,47687,48577,49771,51035,52080,53407,54466,55306,55929,56559,57918,59770,60979,62329,64279,64871,66554,68228,69842,71532,73468,74892,75545,77488,79936,81750,83841,86179,88097,89362,93177,96318,99827,103298,107689,111553,114831,120363,125914,131896,137613,143371,148723,153011,159986,168062,175977,183532,191785,195239,200557,210585,220564,230346,240111,250462,258658,264313,275058,286453,301791,311917,322724,331359,337259,347774,357248,366982,375377,381843,387420,391832,401679,410433,419874,428234,437727,437727,449032,458299,467263,474951,482136,489100,494108,498571,508481,514838,521665,528593,536911,543051,550986,558366,565304,570798,575738,581811,585889,588761,595158,600603,606297,610447,615180,618941,621491,626059,630444,634090,639546,644088,647211,649064,650678,654668,658657,662271,666525,670029,672641,677979,684063,688128,692609,696491,701392,708163,726108,729490,733882,738585,743386,747861,749601,754081,759529,762958,766559,773628,776892,779939,784204,788422,792670,796791,800976,803484,806070,811489,816178,821062,826965,831895,837677,840237,845349,850740,857095,863674,870212,874506,879014,886181,891969,899024,905794,913106,917416,921701,929425,939017,947687,955315,963432,969241,973434,984377,995448,1004205,1015479,1025407,1031415,1038571,1050255,1059310,1072028,1084521,1097055,1106521,1113408,1128131,1143857,1155618,1159065,1164733,1171079,1181490,1197027,1214657,1228617,1243263,1254738,1263932,1273021,1288677,1299535,1312795,1324806,1338595,1345231,1354148,1370399,1384736,1402371,1404913,1405657,1406999,1591936,1613078,1656580,1672378,1657857,1660481,1673943,1684372,1718069,1738756,1756126,1772447,1780882,1795467,1812463,1845225,1869017,1892911,1893990,1939814,1957336,1970661,1997310,2020920,2045893,2074138,2098699,2115998,2126625,2138609,2167133,2191150,2213536,2230645,2241033,2248927,2273940,2294073,2312704,2331573,2351383,2364098,2394819,2416750,2434122,2449253,2464610,2477462
UT,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,5,6,19,21,29,51,65,78,112,136,180,257,298,345,410,482,603,712,804,887,1013,1076,1244,1422,1605,1675,1739,1848,1979,2103,2206,2304,2362,2416,2550,2690,2812,2938,3068,3219,3302,3454,3620,3777,3952,4122,4239,4343,4500,4676,4832,4986,5176,5324,5453,5599,5727,5928,6107,6253,6369,6442,6622,6754,6914,7073,7239,7384,7529,7718,7874,8060,8260,8396,8524,8616,8715,8951,9282,9282,9336,10017,10233,10541,10854,11330,11859,11921,12384,12630,12893,13341,13643,14039,14390,14491,15052,15427,15988,16540,17168,17570,18011,18413,18879,19475,20135,20699,21288,21767,22372,22818,23375,23942,24637,25049,25574,26140,26857,27519,28385,29025,29629,30218,30706,31132,31268,32583,33334,34065,34601,35032,35582,36127,36982,37634,37978,38481,38878,39247,39711,40232,40725,41128,41536,41967,42349,42924,43461,43756,44140,44419,44759,45107,45448,46021,46359,46677,46940,47204,47518,48023,48500,48852,49147,49390,49775,50194,50571,50967,51419,51864,52115,52411,52846,53337,53837,53901,54628,55045,55374,55678,56036,56645,57284,58638,58432,58995,59748,60645,61774,62844,63792,64398,65061,65953,67176,68539,69554,70606,71458,72164,73080,74087,74266,76267,77578,78751,79472,80531,81989,83320,84696,84722,86907,87812,89019,90491,91994,93365,94438,95595,96668,98042,99598,101607,101607,104877,106114,107258,108871,110736,112969,114780,116540,117737,119435,121614,124399,127329,130376,132633,134763,137523,139851,143642,146117,151143,153874,155859,159071,162159,166114,170677,174056,177192,179491,182212,184031,184512,190126,192217,193815,195802,198354,202288,206293,209348,212869,215515,217722,220093,222681,226043,228242,231946,234029,235953,237916,240804,244018,246649,249123,251138,251138,251138,251138,251138,251138,251138,251138,266679,269381,272187,276732,276833,282094,283893,286373,288965,292872,297514,301173,303834,306100,307551,309764,314817,317638,320128,322254,323896,324977,326326,328477,330549,333192,334934,336451,337300,338757,340717,342492,344005,345479,346624,347260,348460,350029,350029,352503,353732
VT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,8,12,18,20,32,48,53,76,95,123,158,184,211,234,256,292,320,338,389,461,512,543,575,605,628,679,711,727,748,752,759,768,779,802,811,813,816,820,824,826,841,849,854,861,861,865,878,885,897,902,905,908,915,917,920,926,926,927,931,931,933,933,940,940,943,944,950,952,956,956,962,967,971,973,975,977,981,983,988,990,1025,1027,1046,1063,1075,1083,1094,1110,1119,1125,1127,1128,1130,1130,1135,1144,1147,1159,1163,1164,1184,1191,1193,1200,1202,1208,1208,1210,1227,1236,1238,1249,1251,1253,1256,1272,1277,1283,1296,1301,1305,1318,1325,1334,1338,1350,1360,1365,1366,1377,1384,1396,1400,1404,1405,1405,1406,1413,1419,1424,1425,1429,1436,1445,1448,1454,1459,1461,1472,1478,1484,1501,1509,1515,1527,1530,1533,1537,1541,1553,1557,1565,1571,1575,1585,1589,1605,1615,1624,1631,1634,1637,1642,1647,1648,1651,1654,1654,1659,1667,1676,1683,1694,1700,1701,1704,1706,1710,1715,1719,1721,1722,1724,1731,1739,1742,1745,1749,1752,1755,1768,1778,1785,1817,1821,1827,1838,1846,1857,1867,1875,1885,1888,1901,1915,1926,1936,1945,1956,1971,1987,2016,2043,2073,2083,2113,2120,2141,2155,2179,2196,2219,2236,2267,2303,2326,2347,2392,2415,2462,2535,2651,2742,2842,2889,3008,3104,3161,3310,3459,3545,3629,3713,3761,3827,3827,4005,4033,4100,4172,4239,4461,4642,4763,4894,5015,5080,5180,5285,5413,5541,5626,5753,5857,5923,6009,6149,6243,6343,6443,6533,6608,6680,6780,6780,6965,7029,7120,7202,7276,7412,7412,7689,7793,7873,8038,8158,8403,8619,8790,8967,9078,9247,9368,9572,9734,9913,10057,10220,10321,10471,10580,10759,10908,11033,11165,11285,11379,11523,11658,11831,11965,12083,12196,12329,12503,12612,12766
VA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,27,37,40,45,67,77,93,115,152,219,253,289,389,459,603,738,888,1018,1247,1482,1702,2009,2406,2634,2875,3331,3645,4042,4505,5072,5269,5729,6165,6496,6889,7488,8049,8534,8986,9632,10269,11002,12372,12975,12975,13545,14346,14966,15852,16905,17740,18674,19494,20264,20264,21576,22346,23196,24080,25066,25798,26745,27810,28672,29680,30384,31137,32136,32900,34131,34947,35722,36243,37724,39332,40244,41399,42530,43607,44603,45394,46225,46898,47849,48525,49384,50407,51229,51724,52164,52639,53201,53862,54498,54876,55323,55765,56231,56777,57409,57954,58420,58956,59498,59936,60568,61247,61736,62189,62787,63203,63735,64393,65109,65748,66102,66740,67375,68931,69782,70670,71642,72443,73527,74431,75433,76373,77430,77430,78375,79371,80393,81237,82364,83609,86072,86072,86994,87993,88904,89888,90801,91782,93106,94251,95049,95867,97882,99189,100086,100749,101745,102521,103622,104838,105750,106687,107421,108282,109019,109882,110860,112072,112966,113630,114635,115458,116579,117592,118809,119747,120594,121615,122542,123668,124779,125727,126926,127571,128407,129289,130525,131640,132940,133814,134571,135514,136359,137460,138702,139655,140511,141138,142010,142590,143492,144433,145408,146144,146593,147516,148271,148719,149687,150803,151870,152557,153182,153691,155535,156649,157905,158716,159570,160805,161610,162941,164124,165238,166138,166828,167754,168772,170104,171284,172372,173371,174241,175384,176748,178172,179626,181178,182380,183399,184662,185823,187200,188769,190866,192166,193468,194906,196500,198022,199258,200792,201951,204614,206751,208827,210780,213323,215671,217785,221023,223568,226286,228882,230426,233600,235918,237813,240043,242456,244482,247352,251087,254949,258713,262609,267100,271037,274437,278610,281903,285132,288308,292236,299388,302972,302971,306848,310886,314479,319131,323915,327993,329576,333574,336173,340297,344344,349568,354761,358754,363744,367486,371913,377300,382678,387917,393715,398856,403373,407924,412545,417833,422621,429390,439303,446533,451069,455594,459604,463751,468655,472447,478619,483326,488553,493674,497912,502221,504779,507640,510380,513339,516398,521467,526179
WA,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,18,27,39,70,78,102,122,162,265,365,457,568,642,769,906,1006,1187,1376,1524,1790,1996,2221,2455,2581,3206,3758,4289,4896,5414,5662,6264,6818,7119,7655,8017,8383,8681,9094,9605,9884,10222,10410,10536,10691,10775,11148,11444,11800,11889,12084,12280,12494,12752,12977,13316,13520,13686,13841,14070,14326,14634,15001,15181,15459,15593,15904,16230,16387,16672,16890,17120,17326,17509,17771,17950,18287,18431,18608,18808,18969,19115,19264,19584,19827,20064,20180,20405,20760,21069,21347,21694,21976,22155,22481,22727,22991,23441,23728,24039,24353,24628,24779,25171,25538,25832,26158,26530,26784,27182,27599,28220,28673,28867,29383,29865,30365,30854,31403,31750,32251,32822,33434,34150,34774,35246,35897,36984,37415,37940,38580,39217,39217,40655,41756,42303,43045,44311,45066,46025,46945,47742,48569,49244,50006,50822,51847,52634,53319,54203,54984,55801,55801,57539,58171,58714,59377,60078,60916,61612,61586,63067,63645,64148,64697,65337,66137,66882,67458,67718,68250,68689,69388,69778,70594,71011,71369,71700,72159,72701,73294,73879,74318,74627,74938,75372,75855,76331,76833,77232,77541,77541,78007,78464,79011,79476,79825,80138,80464,80810,81185,81601,82199,82547,82547,83192,83702,84238,85226,85828,86268,86635,87041,87523,88116,88810,89418,89872,90257,90642,91181,91867,92491,93025,93025,93025,94774,95509,96185,96894,97670,98199,98660,99149,99873,100524,101345,101345,102913,103500,104027,104742,105557,106573,107499,108312,109352,110011,111480,112550,114241,116011,117331,118570,120011,120011,123356,125498,127730,130039,131532,134118,135424,137410,139542,141260,141260,147537,151018,153905,153905,158167,160634,162700,164975,167214,170339,172437,174231,175793,177447,184403,187327,189862,192413,195554,199733,202059,203793,205066,205066,205113,205113,222600,222600,226632,227887,230189,233094,230189,230189,230189,222600,222600,238672,246752,246752,246752,255248,256433,258763,263997,263997,263997,263997,263997,271595,271595,271595,283777,283777,283777,283777,289930,291988,294016,296087,298249,300198,300198,302141,303482,305289,307809,309801,311597,311597,313335,314692,316294,317878,319371,320146
