State,stateFIPS,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06
HI,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,6,9,12,15,25,35,45,53,65,84,101,106,118,151,173,202,224,258,285,319,351,371,387,410,435,442,465,486,498,503,516,529,540,552,573,579,583,585,591,595,599,603,605,606,606,612,617,618,618,619,619,624,625,627,627,630,631,633,634,637,637,637,637,638,638,639,640,642,642,643,643,643,643,643,646,648,651,651,651,652,653,655,664,673,675,676,682,685,692,706,723,728,736,740,744,762,789,803,814,816,819,835,850,866,872,898,900,917,909,929,974,981,1005,1030,1053,1094,1130,1158,1200,1220,1243,1264,1292,1311,1334,1354,1381,1393,1418,1435,1488,1547,1618,1681,1709,1756,1864,1989,2110,2197,2242,2447,2590,2763,2815,3115,3346,3498,3638,3756,3958,4312,4543,4825,5042,5215,5349,5609,5844,6072,6356,6600,6769,6984,7260,7566,7830,8139,8339,8472,8653,8991,9202,9473,9693,9854,9958,10024,10122,10291,10458,10587,10699,10778,10843,10945,11104,11217,11326,11403,11459,11522,11689,11779,11891,12018,12116,12203,12290,12410,12515,12601,12734,12803,12854,12936,13045,13146,13300,13371,13472,13514,13575,13674,13764,13853,13940,14022,14058,14142,14219,14318,14446,14535,14672,14709,14773,14834,14911,15003,15071,15154,15231,15318,15473,15572,15691,15819,15947,16008,16088,16205,16302,16412,16519,16519,16613,16665,16734,16841,16936,17098,17220,17333,17393,17501,17618,17708,17784,17840,17925,17968,18044,18186,18290,18423,18527,18608,18661,18741,18864,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,18951,22168,22310,22660,22895,23143,23341,23513,23627,23733,23935,24091,24245,24368,24488,24546,24620,24739,24870,25003,25154,25275,25339,25442,25541,25656,25771,25853,25943,26007,26081,26187,26286,26393
ID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,11,23,31,41,45,50,73,122,189,233,265,314,415,525,668,889,1011,1076,1100,1169,1210,1232,1353,1396,1407,1425,1453,1464,1587,1609,1655,1668,1672,1736,1766,1800,1831,1864,1885,1893,1917,1951,1982,2013,2034,2061,2061,2106,2127,2158,2178,2205,2230,2230,2260,2293,2324,2351,2388,2417,2417,2453,2476,2505,2533,2595,2626,2626,2626,2698,2730,2767,2767,2838,2839,2905,2932,2989,3053,3111,3138,3138,3188,3220,3259,3301,3351,3397,3397,3461,3540,3632,3743,3871,4003,4003,4253,4399,4643,4864,5144,5318,5318,5751,6116,6370,6592,6994,7370,7733,8051,8538,8968,9428,9928,10505,10505,10902,11718,12445,13133,13752,14302,14302,15266,15822,16320,16736,17261,17827,18174,18694,19222,19679,20246,20721,21115,21115,21673,22234,22707,23395,23922,24491,24670,25099,25597,26133,26628,27173,27477,27477,27942,28326,28696,28696,29366,29659,29659,30062,30471,30779,31121,31384,31675,31675,32086,32366,32663,32926,33195,33476,33476,33666,33980,34309,34616,34950,35166,35278,35531,35808,36092,36489,36957,37246,37491,37901,38347,38743,39234,39757,40296,40296,40923,40923,42047,42559,43237,43702,43702,44422,45082,45753,46426,47088,47701,48066,48663,49247,49892,50610,51704,52582,52582,53790,54663,55650,56600,57673,58694,58694,60041,60923,60923,62746,63810,64608,65088,65845,67024,68314,69579,70909,72312,72961,74227,75428,77121,78278,79795,81314,82243,83344,85125,86435,87977,89756,90833,91652,91652,94729,96503,96503,98491,99660,100288,101697,103302,104732,106450,108361,109707,109707,111892,113905,116203,118028,119609,120632,121175,122216,124015,125450,126821,128099,129066,129960,130879,132594,132594,135234,132594,132594,136217,137011,138524,139864,141074,141074,142197,142507,143305,144839,146106,147172,148258,149235,149667,150239,151273,151273,153357,154470,155276,155554,155554,156778,157588,158200,158798,159320,159506,160033,160592,161211,161719,162354,162683,162683,162683,163656,164160,164565,164969,165209
IN,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,10,10,12,12,19,19,30,30,35,55,123,123,200,258,360,478,960,960,1232,1513,1783,2159,2564,3038,3436,3948,4409,4942,5501,5939,6345,6905,7429,7917,8222,8512,8941,9527,10149,10639,11206,11677,12090,12436,12436,13617,14304,15011,15960,16579,17226,17818,18629,19293,19930,20502,21028,21865,22499,23144,23730,24122,24620,25117,25470,26047,26650,27274,27765,28245,28702,29269,29930,30404,30893,31369,31706,32067,32424,33057,33551,33551,34569,34820,35234,35704,36089,36573,36992,37388,37611,38024,38332,38743,39146,39543,39909,40404,40760,40972,41428,41740,42059,42416,42626,42867,43136,43652,44119,44575,44930,45228,45594,45952,46387,46915,47432,48006,48509,48816,49258,49574,50299,51079,51612,52037,52685,53370,54080,54813,55654,56571,57206,57916,58673,59602,60598,61520,62372,62907,63678,64299,65253,67122,67230,67912,68433,69255,69975,71015,72254,73287,74328,74992,75862,76522,77565,78632,79676,80415,81006,81847,82336,83277,84317,85317,85932,87606,88419,91600,92763,93584,94709,95591,96474,97184,98049,99167,100207,101290,102133,102723,103112,103836,104624,105898,106972,108215,108950,109641,110221,111062,112099,113181,113927,114450,115063,115777,116680,117855,119018,119920,120792,121541,122509,123681,125183,126638,127725,128555,129575,130863,132324,134158,136083,137653,139227,140799,141964,143911,146209,148694,150299,151882,153382,155116,157972,160439,163182,165333,167297,169289,171859,175482,178664,182131,184883,187960,190850,194556,198979,203622,208538,213190,217322,222186,227228,233831,239432,247759,254463,259609,265099,271135,278430,285246,292124,298307,303860,309503,315496,321879,327518,332009,336311,341970,347381,354006,362466,370375,378072,384673,390329,395730,401500,408036,415241,422648,428554,433520,437792,444011,450353,456307,461045,467537,471403,475076,479755,485959,491402,495238,497069,499519,503519,508256,514732,521027,526342,529331,532948,536360,542509,549788,555886,561850,566941,570626,573776,577424,581805,586477,590364,593532,596030,598765,601651,605275,608769,611871,614391,616581,618307,620545,623364,626000,628339,630063,631772,633313,634740,637100,638584,641403
IA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,16,17,18,18,23,29,38,44,44,68,90,104,122,145,179,234,298,336,424,496,548,614,699,785,868,945,1048,1145,1270,1388,1509,1585,1709,1896,1994,2141,2332,2508,2900,3153,3634,3744,3921,4442,5087,5460,5856,6375,6841,7142,7877,8633,9168,9701,10202,10401,11052,11447,11666,11958,12363,12899,13277,13658,14038,14321,14643,14948,15291,15525,15949,16405,16792,17208,17544,17652,18253,18498,18791,19135,19481,19682,19947,20010,20699,21086,21427,21600,21907,22170,22502,22775,23161,23552,23897,24038,24158,24375,24734,25158,25421,25884,26041,26336,26596,27051,27548,27930,28424,28727,28941,29290,29965,30354,30922,31243,31644,31923,32387,33118,34009,34525,35004,35494,35821,36036,36863,37666,37902,38633,38915,39412,39792,40503,40997,41628,42011,42484,42736,43193,43843,44474,44931,45474,45795,45970,46490,47131,47726,48108,48725,48994,49206,49697,50161,50800,51637,52305,52611,52924,53537,53830,54706,55493,56156,56583,57154,58017,59492,62027,63108,64095,64702,65390,66136,66797,67976,69004,69755,70326,70655,71136,71955,72753,72753,74355,74764,75275,76049,76967,78225,79127,80008,80633,81150,82006,83346,84433,85425,86229,86839,87626,88553,89612,90749,91854,92533,92899,93421,94341,95856,97040,98356,99616,100049,100631,101811,103222,104552,106147,107060,107570,108297,109573,110971,112555,114462,115774,116451,117629,119443,121913,124534,127356,130239,131713,133229,136047,140609,144142,144142,148391,156816,161257,166021,170358,175423,180253,184684,187020,190583,194479,198674,203033,206660,210059,211722,215582,218947,218947,223544,225783,227795,228978,230902,233866,236792,239691,242062,243930,244844,246237,248782,251026,253069,255009,256248,256902,258253,260227,262206,264107,264707,267144,267744,269020,271019,272444,273917,274313,274933,275473,276948,278600,280303,282434,283142,284264,284866,286679,289464,291394,293452,295111,296441,296866,296866,300279,301442,302788,304121,304852,304852,305309,307568,309277,310596,311964,312811,313263,314065,315170,316434,317381,318446,319203,319495,320339,321536,322513,323317,323872
KS,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,6,6,8,13,16,21,34,44,54,63,78,92,125,170,204,264,321,369,428,482,550,620,698,747,845,899,1043,1104,1162,1262,1333,1374,1424,1492,1586,1702,1788,1847,1984,2024,2210,2481,2773,3055,3173,3327,3490,3734,4235,4446,4745,5029,5244,5456,5734,6144,6498,6748,6979,7113,7302,7492,7702,7907,7990,8041,8394,8414,8619,8678,9035,9048,9052,9077,9280,9398,9435,9763,9763,9763,10052,10071,10224,10224,10431,10431,10465,10680,10680,10846,10846,11081,11081,11081,11448,11448,11717,11717,12103,12161,12197,12514,12547,13029,13108,13610,13646,13840,14497,14530,15063,15063,15063,15063,15063,16970,16977,17698,17805,18684,18774,19029,20168,20186,21059,21074,21960,22143,22285,23431,23572,24238,24238,25274,25278,25515,26324,26350,27061,27104,27984,28022,28204,29046,29088,29884,29972,30830,30867,30927,31923,32012,32754,32813,34059,34097,34206,35365,35436,36168,36255,37189,37323,37448,38732,38850,40259,40529,41593,41721,41808,43103,43243,44325,44379,45850,45850,45931,47295,47629,48130,48174,49100,49141,49141,50605,50605,51720,51720,52684,52684,52684,54681,54759,55971,56137,57523,57688,57688,59548,59615,60662,60832,62093,62188,62190,63594,63837,64977,65102,66870,66870,66967,68934,69121,70363,70520,72146,72218,72358,74369,74585,75996,76290,77878,77960,78173,80365,80641,83433,83789,86737,86774,86774,90589,90904,93653,94378,99223,99295,99384,105081,105637,110778,111357,117331,117519,117519,124812,125342,130668,131069,136631,136895,136969,143999,144939,150080,150078,154677,155162,155162,159904,160293,164902,165287,171375,171375,171461,176725,177182,182853,183125,188354,188399,188413,193068,193353,197734,197927,203415,203421,203443,203443,203443,203443,203443,203443,203443,203443,218875,218995,225274,225353,230179,230179,230184,234160,234289,239745,239859,245167,245201,245190,250346,250476,250476,255008,258934,258955,259008,262325,262503,266130,266358,269591,269619,269619,272162,272308,275190,275408,277479,277495,277495,279476,279623,279623,281809,284258,284280
KY,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,13,15,21,22,26,33,46,53,53,66,121,153,192,242,296,355,387,428,527,623,714,775,871,970,1081,1140,1335,1506,1691,1840,1950,2035,2191,2278,2404,2511,2679,2942,3027,3177,3353,3467,3753,3882,4054,4133,4360,4523,4695,4864,4864,5112,5236,5808,5927,6120,6285,6436,6436,6672,6849,7065,7212,7433,7672,7672,7915,8047,8162,8284,8421,8567,8567,8567,8948,9073,9178,9456,9693,9693,10031,10169,10405,10701,10972,11276,11276,11463,11697,11872,11934,12162,12438,12438,12639,12818,12986,13192,13448,13625,13743,13831,14139,14361,14615,14857,15165,15230,15345,15622,15842,16079,16376,16376,16376,17151,17519,17919,18245,18668,19119,19389,19652,20222,20677,21082,21605,22184,23159,23414,24056,24540,25147,25929,26764,27079,27599,28123,28727,29385,30151,30723,31185,31508,32197,32741,33254,33796,34578,34982,35254,35793,36945,37686,38298,38930,39315,39691,40299,40926,41626,42265,43066,43066,43899,44568,45230,45978,46757,47577,47577,48396,49185,49991,50885,51677,52464,52774,53064,53319,53977,54772,55704,56415,56945,57282,58000,58764,59370,60128,61106,61542,61917,62731,63515,64158,65066,66036,66491,66939,67856,68840,69725,70727,72001,72617,73158,74194,76587,77455,78456,79445,80292,80930,81691,83013,84195,85506,86797,87607,88247,89544,90996,92299,93748,95480,96942,97864,99634,101493,103302,105239,107214,108636,109663,111374,113003,115270,117475,119542,120678,122562,124646,127343,129679,132844,136135,137584,139097,142008,144753,148387,152206,155904,158100,160232,162837,166139,166139,171746,174181,176915,179041,183164,186764,190601,194185,198064,200630,202592,205668,209136,213450,217119,220656,223047,224824,227765,230574,234021,237185,240560,242314,244260,247293,250280,250280,250280,255540,257062,258516,261492,265262,265262,265262,273971,276824,279143,280836,286541,291430,296166,300396,303619,305684,308661,313271,317335,321249,324324,326673,328656,330902,334321,338034,340779,344568,346586,347836,350528,352943,355877,358478,361124,362890,364507,366938,369519,372012,374268,376262
LA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,18,34,85,103,136,196,280,391,535,762,837,1163,1384,1795,2303,2743,3313,3537,4023,5235,6424,9094,10169,12493,13010,14866,16284,17030,18280,19249,20011,20592,21012,21512,21942,22511,23113,23579,23927,24520,24851,25253,25735,26138,26511,26773,27068,27286,27659,27998,28704,29138,29338,29671,29995,30397,30650,30853,31406,31590,31805,32035,32620,33420,33739,34117,34432,34709,35038,35316,36490,36808,36979,37072,37710,38044,38486,38790,39564,39564,39899,40321,40727,41108,41528,41985,42480,42807,43038,43599,44013,44446,44966,46214,46506,46945,47406,48048,48048,48514,49384,49773,50233,51595,52477,53415,54769,54769,56234,57070,58095,60178,61561,63289,63289,65225,66325,68263,70184,72027,74636,76801,78118,79820,82049,84131,86411,88588,88588,91703,94888,96580,99354,101650,103734,103734,107574,109917,111038,112773,114481,116280,116280,119746,120846,124461,125943,127246,128746,128746,131398,131961,133124,134304,135439,136735,136735,137911,138483,139123,139898,140807,141676,141676,142752,143319,144093,144935,145627,146231,146231,147843,148169,148859,149815,150636,151458,151458,152816,153129,153424,154928,155392,156168,156168,157432,157897,158301,158814,159298,160268,160268,161166,161430,162193,162626,163213,163890,163890,164785,165039,165039,166013,167379,167379,168213,168213,168448,169018,170075,170589,170870,170870,171989,172081,172759,173088,173833,174628,174628,175736,175958,176652,177386,178159,178860,178860,179786,180036,180962,181411,181815,182254,182254,183307,183616,184721,185127,185819,186686,186686,187940,188339,189679,189679,191882,194683,194683,194683,194683,194610,202803,211866,216705,216705,221160,221160,225637,225637,225637,230580,232184,232184,232414,241334,241334,244078,247169,247169,251107,252132,254550,258914,261317,264185,264185,268600,269643,272268,275543,279318,282426,282426,286129,287261,290958,293929,296495,296498,296498,299722,300539,304485,311229,315264,315264,315264,321046,322180,326646,333524,338054,341431,341431,346829,348234,352933,355832,361144,364842,364842,368945,369944,371676,374582,378318,380255,380255,383862,385942,388562,392416,394909,397276,397276,400626,401591,404194,406235,408995,409861,409861
ME,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,16,31,42,51,56,70,89,107,118,142,156,168,211,253,275,275,344,376,432,456,470,499,519,537,560,585,615,632,696,733,769,793,826,846,866,874,887,906,936,964,989,1014,1022,1038,1054,1094,1121,1151,1184,1204,1225,1253,1329,1373,1407,1435,1461,1476,1514,1564,1601,1646,1682,1711,1740,1818,1876,1947,1971,1988,2000,2107,2135,2187,2223,2278,2320,2345,2374,2415,2445,2481,2523,2570,2588,2606,2636,2667,2720,2756,2792,2807,2818,2834,2876,2912,2937,2956,2970,2995,3014,3102,3153,3153,3190,3222,3292,3323,3326,3396,3413,3422,3439,3460,3483,3496,3496,3537,3556,3564,3577,3596,3633,3642,3661,3687,3706,3718,3734,3755,3789,3813,3831,3837,3865,3887,3910,3935,3935,3956,3968,3975,3992,3997,4014,4026,4042,4049,4052,4070,4089,4116,4142,4166,4196,4212,4234,4253,4286,4318,4335,4356,4368,4388,4413,4436,4492,4511,4526,4548,4567,4617,4633,4633,4633,4713,4736,4759,4791,4832,4862,4903,4914,4938,4962,5004,5034,5034,5077,5106,5146,5170,5214,5235,5259,5288,5300,5338,5390,5430,5467,5485,5519,5544,5565,5603,5639,5666,5696,5723,5755,5780,5816,5834,5863,5912,5937,5961,5987,6024,6063,6095,6137,6201,6254,6311,6385,6465,6569,6667,6715,6799,6926,7283,7464,7600,7693,7720,8060,8186,8394,8639,8791,8942,9117,9363,9519,9733,9958,10123,10359,10544,10799,11026,11264,11264,11264,11508,11757,11982,12208,12552,12843,12843,13126,13348,13775,13775,14454,14861,15206,15620,15923,16349,16760,17311,17901,18337,18738,18946,19285,19743,20491,21226,21547,21547,21880,22319,22319,23499,24197,25211,25560,25937,26530,27055,27590,28378,28992,29270,29582,30298,31127,31932,32757,33196,33534,33852,34245,34948,35621,36261,36588,36776,37036,37695,38154,38440,38801,39156,39314,39534,39953,40228,40532,40799,40799,41065
MD,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,9,12,12,17,30,30,37,57,85,107,190,190,244,288,349,423,580,773,995,1242,1412,1660,1985,2331,2758,3125,3609,4045,4370,5528,6184,6968,7694,8225,8933,9470,10031,10784,11572,12307,12829,13678,14193,14775,15735,16616,17766,18580,19485,20109,20846,21742,23465,24473,25462,26389,27116,28163,29373,30459,31534,32587,33373,34061,34812,35903,36984,37957,38804,39762,41545,42317,43530,44424,45495,47150,47684,47684,48423,49708,50987,52015,52715,53326,54171,54981,55858,56760,57481,57969,58397,58902,59463,60197,60613,61269,61698,62011,62415,62968,63221,63506,63839,64129,64366,64734,65043,65429,66013,66450,66777,67254,67559,67918,68423,68961,69341,69632,69904,70396,70861,71447,71910,72467,73109,74260,75016,75664,76136,77206,78131,78685,78685,79545,80172,80836,81766,83748,84876,84876,85524,86285,87177,88346,89365,90274,91144,91854,92426,93005,93806,94581,95503,96258,96843,97384,98160,98875,99693,100212,100715,101235,101649,102229,102899,103523,104102,104669,105046,105486,106063,106664,107294,107791,108249,108863,109319,110012,110831,111607,112119,112883,113239,113575,114078,114724,115533,116110,116646,117245,117888,118519,119062,119744,120156,120568,120912,121297,121800,122359,122972,123403,123880,124311,124725,125510,126222,126819,127290,127791,128204,128664,129425,130159,130795,131357,131861,132343,132918,133548,134329,135127,135657,136154,136744,137236,137979,138691,139487,140279,140844,141741,142425,143387,144314,145281,146145,146994,147766,148766,149964,151505,152915,153996,155371,156709,158423,159900,161769,164090,165930,167656,169804,171823,174733,177086,179971,182131,183797,185464,188161,190480,192858,194448,196447,198370,201135,203355,205399,209191,212384,215027,217329,219961,222653,225855,228471,232009,234647,236961,239362,241767,243984,246553,248754,250808,253073,255397,257862,260728,263160,265440,267198,269183,271061,273689,276662,280219,283171,285319,287802,289758,292904,295874,299606,303364,306674,309686,312351,314867,317815,320739,324031,326445,328214,330186,332353,334519,336915,339307,341452,343138,344620,346559,348749,350629,352726,354473,355636,356541,357483,359037,360584,362084
MA,25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,6,6,22,41,92,96,108,124,138,163,197,218,256,328,416,524,645,776,1157,1835,2414,3240,4257,4851,5752,6620,7738,8966,10402,11736,12500,13837,15200,16790,18941,20973,22859,25474,26866,28163,29918,32181,34402,36372,38077,39643,41199,42944,46023,50969,53348,54823,56462,58302,60252,62177,64311,66263,68087,69087,70271,72024,73721,75333,76743,77793,78462,79332,80497,82182,83421,84933,86010,87052,87925,88970,90084,90889,91662,92675,93271,93693,94220,94895,95512,96301,97005,100797,101178,101592,102059,102556,103132,103436,103606,103885,104156,104667,105059,105393,105592,105689,105884,106151,106422,106650,106936,107061,107210,107439,107611,107837,108070,108443,108667,108750,108882,109142,109338,109628,109838,109974,110137,110338,110602,110897,111110,111396,111596,111826,112130,112347,112581,112879,113237,113533,113789,114033,114320,114647,114985,115268,115637,115926,116180,116684,117098,117612,118040,118458,118657,119203,119643,119874,120291,120711,121039,121314,121707,121707,121707,121707,123199,123593,123841,124063,124415,124728,125216,125360,125360,126022,126420,126756,127124,127584,128030,128229,128533,128888,128888,128888,129172,129555,129921,130141,130310,130492,130855,131257,131701,131968,132203,132505,132810,133239,133670,134240,134586,134830,134988,134988,135544,135998,136517,137111,137478,137930,138442,139150,139907,140510,141144,141609,142064,142589,143002,143659,144251,144821,145599,146231,148756,149327,150029,150611,151370,152212,153033,153679,154665,155642,156770,157887,159103,160128,161274,162524,164012,165304,166443,167174,168097,169726,171519,173557,175734,177543,178706,180753,183248,185732,188406,191247,193331,195298,197561,200305,202837,205125,208143,210864,212649,214874,218098,218098,222562,225449,227948,229151,231996,236630,243107,248299,253657,258404,260867,264197,269498,274197,279621,284589,289266,292838,296558,302008,306993,312625,316620,320465,327981,330056,330056,330086,330056,330056,330056,324842,328501,334636,341523,341523,350065,353165,357523,379633,386052,393188,400823,407933,413329,413329,422474,427752,433297,438371,444028,448311,451535,454102,458089,462910,467845,472175,475925,479402,481617,484639,488861,491642,495599,498145,500415,502378,502378,507168,510125,513525
